effort is what it will take
effort is what it will take
FixStart
0.6 0.6
432 388.8
Began 2996.714 449 282 0.2060185 -0.2726338
Stationary 2996.733 449 282 0.2060185 -0.2726338
Stationary 2996.747 449 282 0.2060185 -0.2726338
Stationary 2996.762 449 282 0.2060185 -0.2726338
Stationary 2996.778 449 282 0.2060185 -0.2726338
Stationary 2996.794 449 282 0.2060185 -0.2726338
Stationary 2996.811 449 282 0.2060185 -0.2726338
Stationary 2996.825 449 282 0.2060185 -0.2726338
Stationary 2996.84 449 282 0.2060185 -0.2726338
Stationary 2996.855 449 282 0.2060185 -0.2726338
Stationary 2996.87 449 282 0.2060185 -0.2726338
Stationary 2996.885 449 282 0.2060185 -0.2726338
Stationary 2996.903 449 282 0.2060185 -0.2726338
Stationary 2996.92 449 282 0.2060185 -0.2726338
Stationary 2996.932 449 282 0.2060185 -0.2726338
Moved 2996.948 442.3731 286.9702 0.1906785 -0.2598505
Moved 2996.964 431.0313 295.9739 0.1644242 -0.2366926
Moved 2996.979 425.4946 300.4043 0.1516079 -0.2252976
Moved 2996.994 417.6316 307.2456 0.1334065 -0.2077017
Moved 2997.011 409.0311 313.9741 0.1134979 -0.1903959
Moved 2997.026 400.399 322.601 0.0935162 -0.1682073
Moved 2997.042 392.6367 331.236 0.07554799 -0.145998
Moved 2997.057 386.7106 339.9341 0.06182998 -0.1236262
Moved 2997.071 379.9325 347.0675 0.04613996 -0.1052791
Moved 2997.088 375.3831 351.6169 0.03560901 -0.09357789
Moved 2997.102 371.1112 358.4813 0.0257205 -0.07592275
Moved 2997.118 366.0549 364.9451 0.01401603 -0.05929774
Moved 2997.133 360.2758 374.2675 0.0006383657 -0.03532033
Moved 2997.149 356.1523 381.0794 -0.008906622 -0.01779996
Moved 2997.165 351.8362 386.1639 -0.0188978 -0.00472265
Moved 2997.179 347.507 391.9906 -0.02891893 0.01026381
Moved 2997.195 344.6326 396.0511 -0.0355727 0.02070753
Moved 2997.212 340.9727 400.0273 -0.0440447 0.03093429
Moved 2997.226 339.1018 403.8981 -0.04837537 0.04089022
Moved 2997.241 336.2213 406.7787 -0.0550434 0.0482992
Moved 2997.257 334.6565 408.3435 -0.05866552 0.05232379
Moved 2997.272 333.2331 409.7668 -0.06196037 0.05598465
Moved 2997.287 333 411.209 -0.06249999 0.05969397
Moved 2997.302 331.5 412.5 -0.06597221 0.06301432
Moved 2997.318 331.2388 412.7612 -0.06657685 0.06368602
Stationary 2997.334 331 413 -0.06712963 0.06430033
Moved 2997.349 330 413.6406 -0.06944443 0.06594788
Moved 2997.364 330 414.5 -0.06944443 0.0681584
Stationary 2997.38 330 414.5 -0.06944443 0.0681584
Moved 2997.395 328.7508 414 -0.07233605 0.06687239
Stationary 2997.41 328.7508 414 -0.07233605 0.06687239
Stationary 2997.425 328.7508 414 -0.07233605 0.06687239
Stationary 2997.441 328.7508 414 -0.07233605 0.06687239
Moved 2997.458 327.8605 415.1395 -0.07439703 0.0698033
Stationary 2997.474 327.8605 415.1395 -0.07439703 0.0698033
Stationary 2997.486 328 415 -0.07407407 0.06944436
Stationary 2997.504 328 415 -0.07407407 0.06944436
Stationary 2997.517 328 415 -0.07407407 0.06944436
Stationary 2997.533 328 415 -0.07407407 0.06944436
Moved 2997.55 328 410.0705 -0.07407407 0.05676563
Moved 2997.565 328 403.3757 -0.07407407 0.0395464
Moved 2997.582 333.3636 396.4243 -0.06165837 0.02166724
Moved 2997.596 341.1035 387.8447 -0.04374181 -0.0003993658
Moved 2997.613 346.8763 377.7166 -0.03037905 -0.0264492
Moved 2997.627 354.5085 361.2286 -0.01271168 -0.06885638
Moved 2997.643 359.9517 352.0772 -0.0001117587 -0.092394
Moved 2997.659 367.0826 342.0843 0.01639505 -0.1180961
Moved 2997.673 373.4183 330.018 0.03106087 -0.1491307
Moved 2997.688 381.7437 317.3845 0.05033264 -0.1816244
Moved 2997.704 387.6861 305.3651 0.06408821 -0.2125384
Moved 2997.719 393.6955 294.7829 0.07799874 -0.2397559
Moved 2997.734 400.0557 285.3332 0.09272147 -0.2640608
Moved 2997.751 404.3048 279.9269 0.1025575 -0.2779657
Moved 2997.765 408.3348 274.5536 0.1118862 -0.291786
Moved 2997.781 413.7571 267.6915 0.1244378 -0.3094356
Moved 2997.797 419.0045 259.9925 0.1365845 -0.3292375
Moved 2997.812 423.2438 255.7562 0.1463977 -0.3401332
