if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 1431.025 487 529 0.2939814 0.3626543
Stationary 1431.045 487 529 0.2939814 0.3626543
Stationary 1431.06 487 529 0.2939814 0.3626543
Stationary 1431.076 487 529 0.2939814 0.3626543
Moved 1431.089 447.5339 504.925 0.2026247 0.3007331
Moved 1431.105 386.371 464.2473 0.061044 0.1961093
Moved 1431.122 355.3546 438.4622 -0.01075327 0.1297894
Moved 1431.138 343.2998 428.1373 -0.03865788 0.1032338
Moved 1431.153 329.7605 415.9844 -0.0699989 0.0719763
Moved 1431.168 322.669 408.3352 -0.08641432 0.0523024
Moved 1431.183 316.5637 401.4546 -0.100547 0.03460535
Moved 1431.199 312.3535 397.3535 -0.1102927 0.02405732
Moved 1431.215 309.9966 393.9932 -0.1157486 0.01541459
Moved 1431.229 307.1159 391.1159 -0.1224169 0.008014082
Moved 1431.244 305.001 389.6674 -0.1273125 0.004288394
Ended 1431.261 302.5 388 -0.1331019 -3.924585E-08
Candidates 1431.429 12 of if is off id odd odds igf igg pd ps kids
Began 1431.935 416 357 0.1296297 -0.07973259
Stationary 1431.954 416 357 0.1296297 -0.07973259
Stationary 1431.968 416 357 0.1296297 -0.07973259
Moved 1431.983 404.1983 357 0.102311 -0.07973259
Moved 1431.999 393.9589 357 0.07860849 -0.07973259
Moved 1432.016 364.6916 357 0.01086027 -0.07973259
Moved 1432.03 325.2351 357 -0.08047436 -0.07973259
Moved 1432.046 290.5 357 -0.1608796 -0.07973259
Moved 1432.063 282.485 357 -0.1794329 -0.07973259
Moved 1432.078 274.5447 357 -0.1978131 -0.07973259
Moved 1432.092 268.0578 357 -0.2128291 -0.07973259
Moved 1432.107 264.6447 357 -0.2207299 -0.07973259
Moved 1432.123 262.3806 357 -0.2259708 -0.07973259
Moved 1432.138 260.9427 357 -0.2292993 -0.07973259
Stationary 1432.153 261 357 -0.2291666 -0.07973259
Ended 1432.168 259.5018 357 -0.2326348 -0.07973259
Accept 1432.228 1 if
Began 1432.628 187 507 -0.4004629 0.3060699
Stationary 1432.647 187 507 -0.4004629 0.3060699
Stationary 1432.674 187 507 -0.4004629 0.3060699
Stationary 1432.686 187 507 -0.4004629 0.3060699
Stationary 1432.697 187 507 -0.4004629 0.3060699
Moved 1432.709 208.7211 516.0102 -0.3501826 0.3292443
Moved 1432.74 278.9486 527.8498 -0.1876189 0.3596959
Moved 1432.754 335.167 531.9857 -0.05748376 0.3703335
Moved 1432.77 373.4276 534.1011 0.03108233 0.3757744
Moved 1432.785 398 534 0.08796295 0.3755144
Moved 1432.8 426.4109 534 0.153729 0.3755144
Moved 1432.816 453.8705 534 0.2172928 0.3755144
Moved 1432.832 469.2039 534 0.2527867 0.3755144
Moved 1432.847 479.5503 534 0.2767368 0.3755144
Moved 1432.862 496.4751 534 0.3159146 0.3755144
Moved 1432.877 510.7758 525.4044 0.3490181 0.3534064
Moved 1432.893 520.5218 523.7464 0.3715782 0.349142
Moved 1432.908 527.3995 523.3201 0.3874989 0.3480454
Moved 1432.923 533.4874 523 0.4015912 0.3472221
Moved 1432.939 539.8224 522.4355 0.4162557 0.3457702
Moved 1432.956 545.8151 522 0.4301276 0.3446501
Moved 1432.97 551.5273 522 0.4433502 0.3446501
Moved 1432.986 554.1329 522 0.4493817 0.3446501
Moved 1433 556.0057 522 0.453717 0.3446501
Stationary 1433.016 556.0057 522 0.453717 0.3446501
Stationary 1433.031 556 522 0.4537037 0.3446501
Stationary 1433.046 556 522 0.4537037 0.3446501
Stationary 1433.062 556 522 0.4537037 0.3446501
Moved 1433.077 509.014 522 0.3449397 0.3446501
Moved 1433.092 454.7503 522 0.2193294 0.3446501
Moved 1433.108 403.3888 522 0.100437 0.3446501
Moved 1433.123 380.8393 522 0.04823903 0.3446501
Moved 1433.138 370.6697 522 0.02469848 0.3446501
Moved 1433.154 361.6396 522 0.003795525 0.3446501
Moved 1433.17 356 520.5 -0.009259283 0.3407921
Ended 1433.185 355 521 -0.01157408 0.3420781
Candidates 1433.323 12 quot report sept teppy error deputy terror wit root roy quote wrote
Began 1433.956 363 377 0.006944438 -0.02829226
Stationary 1433.972 363 377 0.006944438 -0.02829226
Stationary 1433.985 363 377 0.006944438 -0.02829226
Stationary 1434.002 363 377 0.006944438 -0.02829226
Ended 1434.017 363 377 0.006944438 -0.02829226
NextCandidatePanel 1434.077
Began 1434.123 359 360 -0.002314796 -0.07201654
Stationary 1434.142 359 360 -0.002314796 -0.07201654
Stationary 1434.156 359 360 -0.002314796 -0.07201654
Stationary 1434.17 359 360 -0.002314796 -0.07201654
Ended 1434.186 359 360 -0.002314796 -0.07201654
Cancel 1434.244
Began 1434.429 367 512 0.01620372 0.31893
Stationary 1434.448 367 512 0.01620372 0.31893
Stationary 1434.464 367 512 0.01620372 0.31893
Stationary 1434.479 367 512 0.01620372 0.31893
Moved 1434.494 376.0603 512 0.03717671 0.31893
Moved 1434.513 393.3273 512 0.07714659 0.31893
Moved 1434.524 420.3002 522.66 0.1395839 0.3463477
Moved 1434.541 434.0474 524.004 0.171406 0.3498044
Moved 1434.565 466.7452 525.8745 0.2470954 0.3546154
Stationary 1434.575 466.7452 525.8745 0.2470954 0.3546154
Moved 1434.586 477.2335 526 0.2713739 0.3549381
Moved 1434.603 488.8227 526 0.2982006 0.3549381
Moved 1434.618 498.1681 527.1947 0.3198335 0.358011
Moved 1434.633 503.2906 527.6453 0.3316912 0.35917
Moved 1434.648 506.3673 528 0.3388132 0.3600822
Moved 1434.664 509.302 528 0.3456064 0.3600822
Moved 1434.68 510 528 0.3472221 0.3600822
Moved 1434.694 511.0513 528 0.3496557 0.3600822
Stationary 1434.71 511.0513 528 0.3496557 0.3600822
Stationary 1434.726 511 528 0.349537 0.3600822
Moved 1434.741 497.3406 528 0.317918 0.3600822
Moved 1434.756 487.5 528 0.2951388 0.3600822
Moved 1434.772 467.2281 528 0.2482131 0.3600822
Moved 1434.787 445.4892 514.3261 0.1978916 0.3249127
Moved 1434.802 409.4056 505.9577 0.1143647 0.3033891
Ended 1434.818 393.5 502.5 0.07754634 0.2944958
Candidates 1434.954 12 you toy root tour your roy i u to yo iu output
Began 1435.343 405 331 0.1041667 -0.146605
Stationary 1435.357 405 331 0.1041667 -0.146605
Stationary 1435.374 405 331 0.1041667 -0.146605
Stationary 1435.387 405 331 0.1041667 -0.146605
Stationary 1435.404 405 331 0.1041667 -0.146605
Moved 1435.418 405 344.9598 0.1041667 -0.1107002
Moved 1435.435 405 354.4572 0.1041667 -0.08627275
Moved 1435.45 405 371.533 0.1041667 -0.04235342
Moved 1435.466 405 379.2278 0.1041667 -0.02256221
Moved 1435.48 405 389.3466 0.1041667 0.00346325
Moved 1435.495 411.4283 396.6733 0.1190471 0.02230793
Moved 1435.515 414.7191 403.7977 0.1266645 0.04063194
Moved 1435.527 415.8016 408.4047 0.1291703 0.05248125
Moved 1435.542 417.2354 412.7062 0.1324893 0.06354462
