a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 356.3615 386 438 0.06018519 0.1286007
Stationary 356.3789 386 438 0.06018519 0.1286007
Stationary 356.3929 386 438 0.06018519 0.1286007
Stationary 356.4084 386 438 0.06018519 0.1286007
Stationary 356.4241 386 438 0.06018519 0.1286007
Moved 356.439 371.9379 438 0.02763401 0.1286007
Moved 356.4557 364.4833 438 0.01037796 0.1286007
Moved 356.4705 356.1227 438 -0.008975267 0.1286007
Moved 356.4863 348.699 438 -0.02615973 0.1286007
Moved 356.5017 335.8827 438 -0.0558272 0.1286007
Moved 356.5168 326.0963 438 -0.07848073 0.1286007
Moved 356.5328 316.0365 438 -0.1017674 0.1286007
Moved 356.5482 305.9564 438 -0.1251009 0.1286007
Moved 356.5628 295.7979 438 -0.1486159 0.1286007
Moved 356.5775 284.7237 438 -0.1742508 0.1286007
Moved 356.5941 277.26 438 -0.1915277 0.1286007
Moved 356.6087 267.2838 438 -0.2146208 0.1286007
Moved 356.6243 260.8665 438 -0.2294757 0.1286007
Moved 356.6408 253.7083 438 -0.2460457 0.1286007
Moved 356.6556 247.215 438 -0.2610765 0.1286007
Moved 356.67 240.2935 438 -0.2770985 0.1286007
Moved 356.6849 235.267 438 -0.2887338 0.1286007
Moved 356.7011 230.9275 438 -0.298779 0.1286007
Moved 356.7165 224.3424 438 -0.3140222 0.1286007
Moved 356.7328 217.7188 438 -0.3293548 0.1286007
Moved 356.749 210.9549 430.9369 -0.3450117 0.1104343
Moved 356.7628 203.7816 431 -0.3616166 0.1105966
Moved 356.7812 197.4639 430 -0.3762411 0.1080246
Moved 356.7947 190.4064 430 -0.3925777 0.1080246
Moved 356.8102 187.5 430 -0.3993056 0.1080246
Moved 356.8243 183.4687 429.1563 -0.4086373 0.1058545
Moved 356.8406 180.4348 429 -0.4156601 0.1054526
Moved 356.8558 178.2779 429 -0.4206529 0.1054526
Moved 356.8713 176.8399 429 -0.4239816 0.1054526
Moved 356.8861 175.5 429 -0.4270833 0.1054526
Moved 356.901 176 429 -0.4259259 0.1054526
Ended 356.9266 176 429 -0.4259259 0.1054526
Candidates 357.0612 12 a as gas ass faa aa da fda ad add ga aaa
Began 357.4382 342 375 -0.04166668 -0.03343629
Stationary 357.4579 342 375 -0.04166668 -0.03343629
Moved 357.4729 342 396.3683 -0.04166668 0.02152345
Moved 357.4874 342 448.9094 -0.04166668 0.15666
Moved 357.5034 329.7776 511.2245 -0.06995936 0.3169353
Moved 357.5188 321.4581 564.2513 -0.08921728 0.4533211
Moved 357.5339 313.1642 615.1787 -0.1084161 0.5843073
Ended 357.5504 307.5 643.5 -0.1215278 0.6571501
Accept 357.6088 0 a
Began 358.0401 365 407 0.01157403 0.04886827
Stationary 358.0582 365 407 0.01157403 0.04886827
Stationary 358.0727 365 407 0.01157403 0.04886827
Stationary 358.0883 365 407 0.01157403 0.04886827
Moved 358.1036 413.1731 459.3173 0.1230859 0.1834292
Moved 358.1204 442.4053 490.5614 0.1907529 0.2637896
Moved 358.1393 460.118 508.1062 0.2317547 0.308915
Moved 358.1522 475.9121 522.4655 0.268315 0.3458474
Moved 358.1666 489.7473 534.7473 0.300341 0.3774364
Moved 358.1813 506.6568 550.688 0.3394834 0.4184362
Moved 358.1965 518.2629 560.855 0.3663492 0.4445859
Moved 358.212 531.7436 570.9006 0.3975546 0.4704234
Moved 358.2273 540.587 578.3225 0.4180255 0.4895126
Moved 358.2428 548.5353 584.8283 0.4364244 0.5062456
Moved 358.2588 553.4373 588.2916 0.4477715 0.5151531
Moved 358.2727 556.573 592.764 0.4550301 0.5266562
Moved 358.2896 561.0836 596.3891 0.4654714 0.53598
Moved 358.3054 564.2696 600.4044 0.4728462 0.5463074
Moved 358.3194 565.5731 601.5731 0.4758637 0.5493134
Moved 358.3343 567.0119 604.0238 0.4791942 0.5556167
Stationary 358.3504 567.0119 604.0238 0.4791942 0.5556167
Moved 358.3656 567 605.374 0.4791667 0.5590893
Stationary 358.3812 567 605.374 0.4791667 0.5590893
Moved 358.3962 567 606.3174 0.4791667 0.5615157
Stationary 358.4119 567 606.3174 0.4791667 0.5615157
