travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Began 831.7751 463 287 0.2384259 -0.2597736
Stationary 831.7902 463 287 0.2384259 -0.2597736
Stationary 831.8052 463 287 0.2384259 -0.2597736
Stationary 831.8199 463 287 0.2384259 -0.2597736
Stationary 831.8354 463 287 0.2384259 -0.2597736
Stationary 831.8514 463 287 0.2384259 -0.2597736
Stationary 831.8671 463 287 0.2384259 -0.2597736
Stationary 831.8822 463 287 0.2384259 -0.2597736
Stationary 831.897 463 287 0.2384259 -0.2597736
Stationary 831.9125 463 287 0.2384259 -0.2597736
Stationary 831.928 463 287 0.2384259 -0.2597736
Stationary 831.9435 463 287 0.2384259 -0.2597736
Stationary 831.9601 463 287 0.2384259 -0.2597736
Stationary 831.9753 463 287 0.2384259 -0.2597736
Stationary 831.991 463 287 0.2384259 -0.2597736
Stationary 832.0063 463 287 0.2384259 -0.2597736
Stationary 832.0207 463 287 0.2384259 -0.2597736
Stationary 832.0358 463 287 0.2384259 -0.2597736
Stationary 832.0518 463 287 0.2384259 -0.2597736
Stationary 832.0673 463 287 0.2384259 -0.2597736
Stationary 832.0836 463 287 0.2384259 -0.2597736
Moved 832.0974 463 296.7033 0.2384259 -0.2348167
Moved 832.1138 463 298.6716 0.2384259 -0.2297543
Moved 832.1301 463 301.4283 0.2384259 -0.2226639
Moved 832.1445 454.6942 304.9587 0.2191994 -0.2135836
Moved 832.1599 451.8167 309.275 0.2125386 -0.2024821
Moved 832.1754 447.4178 316.1096 0.202356 -0.1849033
Moved 832.1908 443.1096 323.7808 0.1923833 -0.165173
Moved 832.2068 438.7571 329.6572 0.182308 -0.1500587
Moved 832.2226 436.0804 337.8391 0.1761121 -0.1290146
Moved 832.2374 433.0733 343.8535 0.1691511 -0.1135456
Moved 832.2557 430.1956 349.6087 0.1624899 -0.09874312
Moved 832.2682 427.3229 355.3542 0.15584 -0.08396556
Moved 832.2844 424.4536 361.0928 0.1491981 -0.06920567
Moved 832.298 422.5624 367.5939 0.1448204 -0.0524849
Moved 832.316 419.6979 373.6042 0.1381896 -0.03702627
Moved 832.3295 417 383.5 0.1319444 -0.01157415
Moved 832.345 414.6332 389.1003 0.1264658 0.002830058
Moved 832.3605 411.7605 393.2396 0.1198159 0.01347612
Moved 832.3762 409.8822 398.6768 0.115468 0.02746076
Moved 832.3916 407.0048 402.9929 0.1088073 0.0385618
Moved 832.4075 405.5635 405.8729 0.1054711 0.04596937
Moved 832.4221 401.3725 409.6274 0.09576976 0.05562614
Moved 832.4379 398.3721 411.314 0.08882433 0.05996382
