that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 321.7504 378 582 0.04166663 0.4989711
Stationary 321.7625 378 582 0.04166663 0.4989711
Stationary 321.7797 378 582 0.04166663 0.4989711
Stationary 321.7926 378 582 0.04166663 0.4989711
Moved 321.808 378 575.2177 0.04166663 0.4815269
Moved 321.825 378 564.1419 0.04166663 0.4530398
Moved 321.8417 378 554.209 0.04166663 0.4274924
Moved 321.8541 378 539.8743 0.04166663 0.390623
Moved 321.8702 378 529.1732 0.04166663 0.3630997
Moved 321.8866 378 514.619 0.04166663 0.325666
Moved 321.9011 378 503.9594 0.04166663 0.2982495
Moved 321.9166 378 491.3445 0.04166663 0.2658038
Moved 321.9317 386.4882 477.3032 0.0613153 0.2296893
Moved 321.9479 388.193 466.6494 0.06526152 0.2022874
Moved 321.9626 389.6286 456.5995 0.06858478 0.1764391
Moved 321.9781 391.5948 449.2158 0.07313599 0.1574479
Moved 321.9941 394.3439 436.2806 0.07949968 0.1241785
Moved 322.0085 396.2203 422.5087 0.08384327 0.08875697
Moved 322.0251 399.122 411.5728 0.09056032 0.06062959
Moved 322.0408 400.5019 401.4866 0.09375443 0.03468768
Moved 322.0554 401.9434 393.2833 0.09709109 0.0135886
Moved 322.0707 403.3706 383.406 0.1003949 -0.01181591
Moved 322.0875 404.5941 374.8414 0.1032271 -0.03384414
Moved 322.1031 405.8964 365.7252 0.1062416 -0.05729118
Moved 322.1177 406 355.6431 0.1064815 -0.08322256
Moved 322.1322 406 346.6135 0.1064815 -0.1064469
Moved 322.1485 406 338.9546 0.1064815 -0.1261457
Moved 322.1635 406 327.1497 0.1064815 -0.1565081
Moved 322.1797 406 316.3786 0.1064815 -0.1842115
Moved 322.1951 406 308 0.1064815 -0.2057614
Moved 322.2101 406 300.7261 0.1064815 -0.22447
Moved 322.2259 397.3675 293.6047 0.08649876 -0.2427864
Moved 322.2401 394.4255 287.3759 0.07968863 -0.2588069
Moved 322.2563 389.1237 281.1237 0.06741583 -0.2748878
Moved 322.2716 380.5527 273.9606 0.04757573 -0.2933112
Moved 322.2888 369.398 272.3107 0.0217547 -0.2975549
Moved 322.3023 359.0226 270.7175 -0.002262493 -0.3016524
Moved 322.3173 341.7998 271 -0.04213015 -0.300926
Moved 322.3357 321.1009 280.8111 -0.09004414 -0.2756918
Moved 322.3504 300.3534 291.8233 -0.1380708 -0.2473681
Moved 322.3644 280.8829 299.5066 -0.1831413 -0.2276065
Moved 322.3803 263.3185 306.7006 -0.2237996 -0.2091033
Moved 322.3965 247.9941 313.9191 -0.2592729 -0.1905372
Moved 322.4099 232.7092 320.1163 -0.2946546 -0.1745979
Moved 322.4261 221.7764 324.4894 -0.319962 -0.1633503
Moved 322.44 203.9495 332.4202 -0.3612279 -0.1429523
Moved 322.4563 188.493 340.2766 -0.397007 -0.1227455
Moved 322.4715 176.1521 345.9391 -0.4255739 -0.1081813
Moved 322.4889 163.6532 350.7551 -0.4545065 -0.09579466
Moved 322.5026 150.8259 355.058 -0.4841993 -0.08472732
Moved 322.5162 142.4639 358.3726 -0.5035558 -0.07620218
Moved 322.5341 137.2991 361.7757 -0.5155114 -0.06744934
Moved 322.5486 131.6267 364.6866 -0.5286418 -0.05996232
Moved 322.5644 128.4105 367.5895 -0.5360867 -0.0524962
Moved 322.5791 125.5317 370.4683 -0.5427506 -0.04509199
Moved 322.5947 123.6486 373.7028 -0.5471097 -0.03677266
Moved 322.61 121.8887 376.1113 -0.5511835 -0.03057809
Moved 322.6264 120.4497 381.2012 -0.5545146 -0.01748654
Moved 322.6404 120 386.6163 -0.5555555 -0.00355901
Moved 322.6561 120 392.217 -0.5555555 0.01084618
Moved 322.672 120 400.9605 -0.5555555 0.03333453
Moved 322.6879 129.7884 405.7179 -0.5328972 0.04557064
Moved 322.7025 138.2549 417.0065 -0.5132989 0.07460503
Moved 322.7184 149.3539 426.5368 -0.4876067 0.09911717
Moved 322.734 161.0549 439.3118 -0.4605211 0.1319746
Moved 322.7483 172.5 452 -0.4340278 0.164609
Moved 322.7638 183.0454 462.8499 -0.4096172 0.1925152
Moved 322.7796 194.9639 473.7184 -0.3820281 0.220469
Moved 322.7958 207.1935 483.8172 -0.3537187 0.2464434
Moved 322.8112 219.0811 495.0811 -0.3262011 0.2754143
Moved 322.8274 235.8433 506.7028 -0.2873998 0.3053054
Moved 322.8485 263.0669 523.2594 -0.2243822 0.3478893
Stationary 322.8594 263.0669 523.2594 -0.2243822 0.3478893
Moved 322.8718 271.8382 527.6879 -0.2040783 0.3592794
Moved 322.8884 281.8493 531.9498 -0.1809043 0.3702411
Moved 322.9025 290.4811 536.2405 -0.1609233 0.381277
Moved 322.9181 299.1139 541.4092 -0.14094 0.3945709
Moved 322.9337 310.3873 545.8952 -0.1148442 0.4061089
Moved 322.949 323.3838 554.4302 -0.08475984 0.4280612
