travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Began 2338.113 397 321 0.0856481 -0.1723252
Stationary 2338.133 397 321 0.0856481 -0.1723252
Stationary 2338.148 397 321 0.0856481 -0.1723252
Stationary 2338.162 397 321 0.0856481 -0.1723252
Stationary 2338.177 397 321 0.0856481 -0.1723252
Stationary 2338.193 397 321 0.0856481 -0.1723252
Stationary 2338.21 397 321 0.0856481 -0.1723252
Moved 2338.233 397 331.8591 0.0856481 -0.1443955
Stationary 2338.244 397 331.8591 0.0856481 -0.1443955
Moved 2338.256 389.6217 337.2161 0.06856879 -0.130617
Moved 2338.271 388.5 341.5 0.06597221 -0.1195988
Moved 2338.286 388 345.8537 0.06481478 -0.1084011
Moved 2338.301 386.6233 348.7535 0.06162792 -0.1009428
Moved 2338.317 386.1658 353.5026 0.06056895 -0.08872797
Moved 2338.332 385.0684 356.7947 0.0580288 -0.08026052
Moved 2338.347 385 362.3748 0.05787035 -0.06590847
Moved 2338.363 384 366.8949 0.0555556 -0.05428267
Moved 2338.378 384 374.1074 0.0555556 -0.03573194
Moved 2338.394 384 380.2943 0.0555556 -0.01981924
Moved 2338.409 384 386.4426 0.0555556 -0.004005785
Moved 2338.425 384 392.7622 0.0555556 0.01224844
Moved 2338.44 384 398.0021 0.0555556 0.02572546
Moved 2338.457 391.7728 406.7728 0.07354825 0.04828398
Moved 2338.471 394.6207 414.3219 0.08014053 0.06770028
Moved 2338.487 397.963 422.9074 0.08787721 0.08978239
Moved 2338.503 400.8455 431.5364 0.09454966 0.1119762
Moved 2338.517 402.7261 436.5891 0.09890298 0.124972
Moved 2338.533 404.3174 442.2695 0.1025864 0.1395819
Moved 2338.548 405.5 447 0.1053241 0.1517489
Moved 2338.564 405.8395 449.5185 0.10611 0.1582265
Moved 2338.58 407.2839 452.5678 0.1094535 0.1660695
Moved 2338.594 407 454.4487 0.1087963 0.170907
Moved 2338.61 407 457.3312 0.1087963 0.1783208
Moved 2338.625 408 459.2101 0.1111111 0.1831535
Moved 2338.639 408 461.0452 0.1111111 0.1878732
Stationary 2338.656 408 461.0452 0.1111111 0.1878732
Moved 2338.671 408 462 0.1111111 0.1903292
Moved 2338.687 408 463.066 0.1111111 0.1930709
Moved 2338.702 408 464.4943 0.1111111 0.1967446
Stationary 2338.718 408 464.4943 0.1111111 0.1967446
Moved 2338.733 408 465.1259 0.1111111 0.1983691
Moved 2338.749 397.5346 465 0.08688568 0.1980452
Moved 2338.764 393.2093 466.2635 0.07687339 0.2012951
Moved 2338.779 388.9005 466 0.06689936 0.2006171
