experience is hard to come by
experience is hard to come by
Basic
0.6 0.6
432 388.8
Began 148.599 413 584 0.1226852 0.5041152
Stationary 148.6207 413 584 0.1226852 0.5041152
Stationary 148.6332 413 584 0.1226852 0.5041152
Stationary 148.6488 413 584 0.1226852 0.5041152
Stationary 148.6651 413 584 0.1226852 0.5041152
Stationary 148.6794 413 584 0.1226852 0.5041152
Stationary 148.6944 413 584 0.1226852 0.5041152
Stationary 148.7107 413 584 0.1226852 0.5041152
Stationary 148.7282 413 584 0.1226852 0.5041152
Stationary 148.7413 413 584 0.1226852 0.5041152
Moved 148.7566 403.4392 571.7076 0.1005538 0.4724988
Moved 148.7733 403.5156 571.5156 0.1007305 0.472005
Moved 148.7887 400.7408 568.7408 0.09430737 0.4648682
Moved 148.804 396.9431 563.9431 0.08551637 0.4525285
Moved 148.8216 391.3938 557.4922 0.07267077 0.4359366
Moved 148.8342 387.007 552.0088 0.06251623 0.4218332
Moved 148.8502 380.0555 543.6666 0.04642487 0.400377
Moved 148.8662 373.8895 535.3342 0.03215164 0.378946
Moved 148.8811 368.3497 525.8619 0.0193279 0.3545831
Moved 148.8955 362.8273 516.741 0.006544689 0.3311238
Moved 148.9108 357.2727 507.4772 -0.006313175 0.3072973
Moved 148.9273 350.368 497.7152 -0.02229626 0.2821893
Moved 148.9432 344.5 488 -0.03587961 0.2572016
Moved 148.959 338.2851 476.3131 -0.05026604 0.2271426
Moved 148.9765 331.383 465.0127 -0.06624311 0.1980779
Moved 148.9894 325.9318 453.8636 -0.07886161 0.1694022
Moved 149.0037 321.301 442.8027 -0.08958101 0.1409533
Moved 149.0193 315.8973 433.0703 -0.1020896 0.1159214
Moved 149.0358 311.0555 419.1665 -0.1132974 0.08016064
Moved 149.0505 305.8543 405.6357 -0.1253372 0.04535941
Moved 149.0673 301.8126 394.4846 -0.1346931 0.01667855
Moved 149.0807 296.2591 376.3419 -0.1475485 -0.02998477
Moved 149.0968 292.5314 360.7712 -0.1561774 -0.07003281
Moved 149.113 288.3421 346.8071 -0.1658747 -0.1059488
Moved 149.1281 284.7902 333.951 -0.1740968 -0.1390149
Moved 149.1428 282.0156 318.0933 -0.1805195 -0.1798013
Moved 149.1593 277.8611 305.5833 -0.1901364 -0.2119772
Moved 149.1755 277.5 298.5 -0.1909722 -0.2301955
Moved 149.1898 274.3359 283.6796 -0.1982965 -0.2683138
Moved 149.2045 271.5516 270.9821 -0.2047417 -0.3009721
Moved 149.2205 270.4001 261.8003 -0.2074073 -0.3245877
Moved 149.2351 270 253.1284 -0.2083333 -0.3468919
Moved 149.251 268.649 246.2448 -0.2114607 -0.3645969
Moved 149.2668 269 240.0254 -0.2106481 -0.3805931
Moved 149.2825 269 234.5305 -0.2106481 -0.394726
Moved 149.2973 269 231.623 -0.2106481 -0.4022042
Moved 149.313 269 227.5 -0.2106481 -0.4128087
Moved 149.3283 269 227.0812 -0.2106481 -0.4138859
Moved 149.3436 269 224.4104 -0.2106481 -0.4207552
Moved 149.3666 269 222.9476 -0.2106481 -0.4245175
