a subject one can really enjoy
a subject one can really enjoy
FixStart
0.6 0.6
432 388.8
Began 2263.647 418 354 0.1342593 -0.08744855
Stationary 2263.662 418 354 0.1342593 -0.08744855
Stationary 2263.677 418 354 0.1342593 -0.08744855
Stationary 2263.691 418 354 0.1342593 -0.08744855
Stationary 2263.708 418 354 0.1342593 -0.08744855
Stationary 2263.725 418 354 0.1342593 -0.08744855
Stationary 2263.741 418 354 0.1342593 -0.08744855
Stationary 2263.753 418 354 0.1342593 -0.08744855
Stationary 2263.77 418 354 0.1342593 -0.08744855
Stationary 2263.783 418 354 0.1342593 -0.08744855
Moved 2263.799 406.7151 354 0.1081369 -0.08744855
Moved 2263.818 403.252 354 0.1001204 -0.08744855
Moved 2263.832 398.933 354 0.09012263 -0.08744855
Moved 2263.847 394.6084 354 0.08011202 -0.08744855
Moved 2263.862 386.5995 354 0.06157279 -0.08744855
Moved 2263.878 381.0492 354 0.04872491 -0.08744855
Moved 2263.894 371.032 342.608 0.02553701 -0.1167491
Moved 2263.909 362.6806 344.1361 0.006205142 -0.1128187
Moved 2263.924 355.474 344 -0.01047686 -0.1131688
Moved 2263.94 345.7879 344 -0.03289839 -0.1131688
Moved 2263.955 336.9087 344 -0.05345215 -0.1131688
Moved 2263.97 326.6654 342.3808 -0.07716332 -0.1173334
Moved 2263.986 319.9336 341.1867 -0.09274631 -0.1204045
Moved 2264.001 311.8317 339.8053 -0.1115006 -0.1239576
Moved 2264.017 304.8309 340 -0.1277062 -0.1234569
Moved 2264.032 298.6989 340 -0.1419007 -0.1234569
Moved 2264.049 293 340 -0.1550926 -0.1234569
Moved 2264.073 282.8098 340 -0.1786809 -0.1234569
Stationary 2264.083 282.8098 340 -0.1786809 -0.1234569
Moved 2264.095 278.4874 340 -0.1886866 -0.1234569
Moved 2264.108 274.1724 340 -0.1986751 -0.1234569
Moved 2264.124 268.4802 338.6201 -0.2118514 -0.127006
Moved 2264.139 262.5413 337 -0.2255989 -0.1311728
Moved 2264.155 258.2169 335.739 -0.2356089 -0.1344161
Moved 2264.173 253.2142 334.3036 -0.2471893 -0.1381081
Moved 2264.186 247.4588 334 -0.260512 -0.1388889
Moved 2264.201 243.5 332.5 -0.2696759 -0.142747
Moved 2264.217 239.0599 333 -0.2799539 -0.141461
Moved 2264.232 233.66 333 -0.2924537 -0.141461
Moved 2264.247 231 333 -0.2986111 -0.141461
Moved 2264.263 227.104 333 -0.3076297 -0.141461
Moved 2264.279 224.1866 333 -0.3143828 -0.141461
Moved 2264.294 221.3037 333 -0.3210562 -0.141461
Moved 2264.309 218.406 333 -0.3277639 -0.141461
Stationary 2264.325 217.6928 333 -0.3294148 -0.141461
Moved 2264.341 216.0945 333 -0.3331147 -0.141461
Moved 2264.356 214.6529 333 -0.3364516 -0.141461
Ended 2264.369 213 333 -0.3402778 -0.141461
Candidates 2264.492 12 a as gas faa ass aa da fda ga aaa sa has
Began 2265.123 421 285 0.1412037 -0.2649178
Stationary 2265.143 421 285 0.1412037 -0.2649178
Moved 2265.157 421 295.7017 0.1412037 -0.2373928
Moved 2265.172 421 319.8071 0.1412037 -0.1753932
Moved 2265.188 430.2099 357.653 0.1625229 -0.07805309
Moved 2265.203 437.3313 398.0554 0.1790077 0.02586247
Moved 2265.219 447.2289 453.241 0.2019189 0.1678009
Ended 2265.234 448 457 0.2037037 0.1774691
Accept 2265.262 0 a
Began 2266.759 210 312 -0.3472222 -0.1954732
Stationary 2266.776 210 312 -0.3472222 -0.1954732
Stationary 2266.79 210 312 -0.3472222 -0.1954732
Stationary 2266.805 210 312 -0.3472222 -0.1954732
Stationary 2266.821 210 312 -0.3472222 -0.1954732
Stationary 2266.835 210 312 -0.3472222 -0.1954732
Stationary 2266.851 210 312 -0.3472222 -0.1954732
Stationary 2266.867 210 312 -0.3472222 -0.1954732
Stationary 2266.883 210 312 -0.3472222 -0.1954732
Moved 2266.898 210 317.919 -0.3472222 -0.1802495
Moved 2266.914 219.8477 326.4709 -0.3244266 -0.1582538
Moved 2266.929 223.5 332 -0.3159722 -0.144033
Moved 2266.945 232.8659 340.8436 -0.2942918 -0.1212871
Moved 2266.959 241.5718 348.1431 -0.2741394 -0.1025126
Moved 2266.976 252.9099 356.3187 -0.2478937 -0.08148476
Moved 2266.99 262.7174 362.8116 -0.2251911 -0.06478486
Moved 2267.006 275.6049 370.0027 -0.1953591 -0.04628947
Moved 2267.022 286.0485 376.5242 -0.171184 -0.02951586
Moved 2267.037 294.6566 382.1044 -0.1512578 -0.01516358
Moved 2267.052 309.1765 391.3059 -0.1176469 0.008502849
Moved 2267.069 323.7394 400.0436 -0.08393654 0.03097636
Moved 2267.083 337.8357 408.0223 -0.05130618 0.05149774
Moved 2267.099 347.8658 413.0515 -0.02808854 0.06443267
Moved 2267.115 356.6679 417.334 -0.007713189 0.07544741
Moved 2267.129 362.6464 420.5488 0.006125867 0.08371596
Moved 2267.144 365.9503 422.9503 0.01377374 0.08989255
Moved 2267.16 368.8596 424.4298 0.02050847 0.09369802
Moved 2267.177 370.8617 425 0.02514283 0.09516452
Moved 2267.191 372.3033 426.3033 0.02847979 0.09851659
Moved 2267.206 373.5 426 0.03125002 0.09773654
Moved 2267.224 375 427 0.03472219 0.1003086
Moved 2267.238 376.2826 428.2826 0.0376912 0.1036074
Moved 2267.251 377 428.7317 0.03935188 0.1047625
Moved 2267.269 378.1578 429 0.042032 0.1054526
Stationary 2267.284 378.1578 429 0.042032 0.1054526
Moved 2267.298 378 430 0.04166663 0.1080246
Stationary 2267.313 378 430 0.04166663 0.1080246
Stationary 2267.328 378 430 0.04166663 0.1080246
Stationary 2267.345 378 430 0.04166663 0.1080246
Stationary 2267.359 378 430 0.04166663 0.1080246
Stationary 2267.375 378 430 0.04166663 0.1080246
Stationary 2267.392 378 430 0.04166663 0.1080246
Moved 2267.406 367.6929 430 0.01780758 0.1080246
Moved 2267.422 364.59 430 0.01062493 0.1080246
Moved 2267.438 361.211 430 0.002803306 0.1080246
Moved 2267.453 354.8616 424.5079 -0.01189435 0.09389877
Moved 2267.468 350.3213 421.7737 -0.02240444 0.08686658
Moved 2267.49 345.6714 419.3357 -0.033168 0.08059592
Moved 2267.501 340.5753 416.7876 -0.0449647 0.07404213
Moved 2267.515 337.9107 416.4554 -0.05113254 0.07318763
Moved 2267.529 335.0332 415.0166 -0.05779346 0.06948707
Moved 2267.546 332.8668 415 -0.06280834 0.06944436
Moved 2267.561 329.9419 414 -0.06957889 0.06687239
Moved 2267.577 328.0336 413.0336 -0.07399628 0.06438687
Moved 2267.592 326.5909 413 -0.07733583 0.06430033
Moved 2267.606 325.1505 412.1505 -0.08067013 0.0621154
Moved 2267.623 323.7118 412 -0.08400048 0.06172835
Moved 2267.637 322.5 412 -0.08680557 0.06172835
Stationary 2267.652 322.5 412 -0.08680557 0.06172835
Moved 2267.67 321.6842 410.6841 -0.08869405 0.05834391
Stationary 2267.683 321.6842 410.6841 -0.08869405 0.05834391
Moved 2267.698 320.751 411 -0.09085406 0.05915629
Stationary 2267.713 320.751 411 -0.09085406 0.05915629
Stationary 2267.729 320.751 411 -0.09085406 0.05915629
Moved 2267.744 319.9133 411 -0.09279331 0.05915629
Stationary 2267.76 319.9133 411 -0.09279331 0.05915629
Stationary 2267.777 319.9133 411 -0.09279331 0.05915629
Moved 2267.791 318.5722 410 -0.09589762 0.05658428
Stationary 2267.806 318.5722 410 -0.09589762 0.05658428
Stationary 2267.823 318.5722 410 -0.09589762 0.05658428
Moved 2267.837 317.8201 408.8201 -0.09763856 0.0535496
Stationary 2267.852 317.8201 408.8201 -0.09763856 0.0535496
Stationary 2267.867 317.8201 408.8201 -0.09763856 0.0535496
Stationary 2267.883 317.8201 408.8201 -0.09763856 0.0535496
Moved 2267.899 317 409 -0.09953702 0.05401234
Moved 2267.917 317 407.5 -0.09953702 0.05015428
Stationary 2267.934 317 407.5 -0.09953702 0.05015428
Stationary 2267.948 317 407.5 -0.09953702 0.05015428
Stationary 2267.963 317 407.5 -0.09953702 0.05015428
Stationary 2267.979 317 407.5 -0.09953702 0.05015428
Stationary 2267.993 317 407.5 -0.09953702 0.05015428
Stationary 2268.009 317 407.5 -0.09953702 0.05015428
Moved 2268.022 317 408 -0.09953702 0.05144025
Stationary 2268.037 317 408 -0.09953702 0.05144025
Stationary 2268.052 317 408 -0.09953702 0.05144025
Stationary 2268.069 317 408 -0.09953702 0.05144025
Stationary 2268.087 317 408 -0.09953702 0.05144025
Moved 2268.1 324.6069 408 -0.08192837 0.05144025
Ended 2268.118 328 408 -0.07407407 0.05144025
Candidates 2268.189 12 p go o gop pi pop ok pp gp i po oh
Began 2268.806 390 297 0.06944448 -0.2340535
Stationary 2268.826 390 297 0.06944448 -0.2340535
Stationary 2268.84 390 297 0.06944448 -0.2340535
Stationary 2268.855 390 297 0.06944448 -0.2340535
Stationary 2268.871 390 297 0.06944448 -0.2340535
Stationary 2268.886 390 297 0.06944448 -0.2340535
Ended 2268.9 390 297 0.06944448 -0.2340535
Began 2268.96 390 290 0.06944448 -0.2520577
NextCandidatePanel 2268.96
Stationary 2268.978 390 290 0.06944448 -0.2520577
Stationary 2268.993 390 290 0.06944448 -0.2520577
Stationary 2269.009 390 290 0.06944448 -0.2520577
Stationary 2269.025 390 290 0.06944448 -0.2520577
Ended 2269.046 390 290 0.06944448 -0.2520577
Cancel 2269.099
Backspace 2270.01
Began 2271.69 389 287 0.06712963 -0.2597736
Stationary 2271.707 389 287 0.06712963 -0.2597736
Stationary 2271.72 389 287 0.06712963 -0.2597736
Stationary 2271.736 389 287 0.06712963 -0.2597736
Stationary 2271.751 389 287 0.06712963 -0.2597736
Stationary 2271.768 389 287 0.06712963 -0.2597736
Stationary 2271.781 389 287 0.06712963 -0.2597736
Moved 2271.797 371.136 287 0.02577792 -0.2597736
Moved 2271.813 363.7853 287 0.00876238 -0.2597736
Moved 2271.829 349.3357 287 -0.02468581 -0.2597736
Moved 2271.845 332.7065 287 -0.06317939 -0.2597736
Moved 2271.86 318.4313 287 -0.09622385 -0.2597736
Moved 2271.876 303.1307 287 -0.1316419 -0.2597736
Moved 2271.891 290.1364 287 -0.1617214 -0.2597736
Moved 2271.906 275.1775 287 -0.1963485 -0.2597736
Moved 2271.923 264.9627 287 -0.2199938 -0.2597736
Moved 2271.938 252.0436 287 -0.249899 -0.2597736
Moved 2271.952 244.5775 287 -0.2671818 -0.2597736
Moved 2271.968 234.6855 287 -0.2900799 -0.2597736
Moved 2271.983 228.1282 287 -0.3052589 -0.2597736
Moved 2271.999 218.6454 287 -0.3272097 -0.2597736
Moved 2272.014 211.7858 287 -0.3430883 -0.2597736
Moved 2272.03 205.9536 287 -0.3565889 -0.2597736
Moved 2272.045 199.1134 287 -0.3724228 -0.2597736
Moved 2272.059 195.1311 280 -0.3816409 -0.2777778
Moved 2272.077 191.8733 280 -0.3891822 -0.2777778
Moved 2272.091 187.5078 280 -0.3992875 -0.2777778
Moved 2272.106 186.0463 280 -0.4026705 -0.2777778
Moved 2272.121 181.8816 280 -0.4123112 -0.2777778
Moved 2272.137 181.5 280 -0.4131944 -0.2777778
Moved 2272.153 178.2147 279 -0.4207993 -0.2803498
Moved 2272.169 176.665 279 -0.4243867 -0.2803498
Moved 2272.184 175.2248 279 -0.4277202 -0.2803498
Moved 2272.2 173.7866 279 -0.4310496 -0.2803498
Moved 2272.216 172.5 279 -0.4340278 -0.2803498
Ended 2272.23 173 279 -0.4328704 -0.2803498
Candidates 2272.32 12 a as gas ass faa aa da fda fas ga aaa sa
Began 2272.858 389 247 0.06712963 -0.3626543
Stationary 2272.883 389 247 0.06712963 -0.3626543
Stationary 2272.893 389 247 0.06712963 -0.3626543
Stationary 2272.908 389 247 0.06712963 -0.3626543
Moved 2272.922 389 264.9547 0.06712963 -0.3164746
Moved 2272.938 389 289.2809 0.06712963 -0.2539072
Moved 2272.954 389 328.8326 0.06712963 -0.1521796
Moved 2272.973 389 366.7551 0.06712963 -0.05464239
Ended 2272.985 389 427 0.06712963 0.1003086
Accept 2273.044 0 a
Began 2273.614 417 282 0.1319444 -0.2726338
Stationary 2273.627 417 282 0.1319444 -0.2726338
Stationary 2273.638 417 282 0.1319444 -0.2726338
Stationary 2273.654 417 282 0.1319444 -0.2726338
Stationary 2273.663 417 282 0.1319444 -0.2726338
Stationary 2273.677 417 282 0.1319444 -0.2726338
Stationary 2273.692 417 282 0.1319444 -0.2726338
Stationary 2273.708 417 282 0.1319444 -0.2726338
Moved 2273.723 404.1014 282 0.1020866 -0.2726338
Moved 2273.739 395.438 282 0.08203229 -0.2726338
Moved 2273.755 383.7665 282 0.05501519 -0.2726338
