a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1224.929 169 353 -0.4421296 -0.09002065
Stationary 1224.946 169 353 -0.4421296 -0.09002065
Stationary 1224.96 169 353 -0.4421296 -0.09002065
Stationary 1224.975 169 353 -0.4421296 -0.09002065
Stationary 1224.991 169 353 -0.4421296 -0.09002065
Stationary 1225.006 169 353 -0.4421296 -0.09002065
Stationary 1225.021 169 353 -0.4421296 -0.09002065
Ended 1225.039 169 353 -0.4421296 -0.09002065
Candidates 1225.082 4 a s z d
Began 1225.498 383 278 0.05324075 -0.2829219
Stationary 1225.516 383 278 0.05324075 -0.2829219
Moved 1225.538 383 286.0928 0.05324075 -0.2621069
Stationary 1225.549 383 286.0928 0.05324075 -0.2621069
Moved 1225.561 383 299.9816 0.05324075 -0.2263848
Moved 1225.576 383 334.3476 0.05324075 -0.1379949
Moved 1225.593 383 367.8978 0.05324075 -0.0517032
Moved 1225.608 383 400.9623 0.05324075 0.03333916
Moved 1225.622 383 422.7309 0.05324075 0.08932839
Moved 1225.638 383 439.8719 0.05324075 0.1334154
Moved 1225.653 383 451.2885 0.05324075 0.162779
Ended 1225.669 383 451.2885 0.05324075 0.162779
Accept 1225.745 0 a
Began 1225.931 611 501 0.5810185 0.2906378
Stationary 1225.946 611 501 0.5810185 0.2906378
Stationary 1225.961 611 501 0.5810185 0.2906378
Stationary 1225.977 611 501 0.5810185 0.2906378
Stationary 1225.992 611 501 0.5810185 0.2906378
Stationary 1226.008 611 501 0.5810185 0.2906378
Stationary 1226.022 611 501 0.5810185 0.2906378
Stationary 1226.039 611 501 0.5810185 0.2906378
Stationary 1226.054 611 501 0.5810185 0.2906378
Stationary 1226.071 611 501 0.5810185 0.2906378
Stationary 1226.086 611 501 0.5810185 0.2906378
Moved 1226.1 599.7173 513.6931 0.5549012 0.3232845
Moved 1226.117 599.3031 510.8484 0.5539423 0.3159682
Moved 1226.132 595.1342 511 0.5442921 0.3163579
Moved 1226.147 589.3499 512.73 0.5309024 0.3208076
Moved 1226.163 583.5042 513 0.5173709 0.321502
Moved 1226.178 571.2436 514.3063 0.4889898 0.3248617
Moved 1226.193 558.2371 514.7515 0.4588821 0.3260068
Moved 1226.209 548.8835 515 0.4372303 0.326646
Moved 1226.224 538.6321 516 0.4135003 0.329218
Moved 1226.24 528.5286 516 0.3901126 0.329218
Moved 1226.255 518.5 517.5 0.3668982 0.3330761
Moved 1226.271 513.4551 517.709 0.3552203 0.3336135
Moved 1226.286 505.6729 519.0545 0.3372058 0.3370742
Moved 1226.302 498.4999 520.5 0.3206016 0.3407921
Moved 1226.317 492.2278 522.886 0.306083 0.346929
Moved 1226.334 485.2144 523 0.289848 0.3472221
Moved 1226.347 478.9454 524.8109 0.2753367 0.3518798
Moved 1226.362 474.2627 526.2458 0.2644969 0.3555704
Moved 1226.379 469 527.5 0.2523148 0.3587962
Moved 1226.394 464.9742 527 0.2429958 0.3575102
Moved 1226.409 459.2116 527 0.2296564 0.3575102
Moved 1226.425 455.0982 527 0.2201347 0.3575102
Moved 1226.44 450.7864 527 0.2101537 0.3575102
Moved 1226.454 446.4615 527 0.2001424 0.3575102
Moved 1226.47 440.2152 519.3442 0.1856833 0.3378195
Moved 1226.486 434.4215 512.0269 0.1722721 0.3189991
Moved 1226.502 428.45 504.4299 0.1584489 0.2994596
Moved 1226.517 420.3163 492.4744 0.139621 0.2687099
Moved 1226.531 413.0571 476.7256 0.1228174 0.2282035
Moved 1226.548 402.2066 460.7237 0.09770036 0.1870464
Moved 1226.562 388.3142 439.9713 0.06554216 0.133671
Moved 1226.579 373.8797 416.6075 0.03212899 0.07357904
Moved 1226.593 360.6405 394.7342 0.001482765 0.01732041
Moved 1226.609 351.4366 375.8733 -0.01982257 -0.0311901
Moved 1226.625 338.9368 350.5192 -0.04875739 -0.09640124
Moved 1226.64 330.3075 329.2689 -0.0687326 -0.1510575
Moved 1226.655 323.5 314.5 -0.08449072 -0.1890433
Moved 1226.67 318.0041 300.0109 -0.09721274 -0.2263095
Moved 1226.686 313.7047 288.5457 -0.1071652 -0.2557981
Moved 1226.702 310.2478 277.9912 -0.1151671 -0.2829444
Moved 1226.717 307.9825 270.9476 -0.1204109 -0.3010609
Moved 1226.736 305.0943 263.7357 -0.1270966 -0.3196098
Moved 1226.747 304.1054 257.4216 -0.1293857 -0.3358499
Moved 1226.763 302.6718 251.6873 -0.1327041 -0.3505987
Moved 1226.778 302 249.4501 -0.1342593 -0.3563527
Moved 1226.794 300.7878 247.7877 -0.1370654 -0.3606284
Moved 1226.808 301 246.3457 -0.1365741 -0.3643371
Moved 1226.825 301 245.1823 -0.1365741 -0.3673296
Stationary 1226.84 301 245 -0.1365741 -0.3677984
Stationary 1226.854 301 245 -0.1365741 -0.3677984
Stationary 1226.869 301 245 -0.1365741 -0.3677984
Moved 1226.885 299.8681 245 -0.1391942 -0.3677984
Stationary 1226.902 299.8681 245 -0.1391942 -0.3677984
Moved 1226.917 300 276.621 -0.1388889 -0.2864687
Moved 1226.933 300 291.6042 -0.1388889 -0.2479315
Moved 1226.947 300 315.5892 -0.1388889 -0.1862419
Moved 1226.962 300 343.0345 -0.1388889 -0.1156521
Moved 1226.983 300 365.4111 -0.1388889 -0.05809909
Moved 1227.005 300 404.3805 -0.1388889 0.04213086
Moved 1227.017 300 422.188 -0.1388889 0.0879321
Stationary 1227.028 300 422.188 -0.1388889 0.0879321
Moved 1227.04 300 438 -0.1388889 0.1286007
Moved 1227.056 300 447.0173 -0.1388889 0.1517935
Moved 1227.071 300 457.2759 -0.1388889 0.1781788
Moved 1227.086 299 464.1428 -0.1412037 0.1958406
Moved 1227.102 297.9301 470.2795 -0.1436802 0.2116241
Moved 1227.119 297 475.0513 -0.1458333 0.2238974
Moved 1227.132 296.0442 479.8673 -0.1480458 0.2362842
Moved 1227.149 296 484.176 -0.1481481 0.2473663
Moved 1227.163 296 485.7211 -0.1481481 0.2513401
Moved 1227.179 296 487.9316 -0.1481481 0.2570257
Moved 1227.194 296 489.3277 -0.1481481 0.2606164
Moved 1227.21 296 490.7706 -0.1481481 0.2643277
Moved 1227.226 296 492.2081 -0.1481481 0.2680248
Moved 1227.241 296 493.6463 -0.1481481 0.271724
Moved 1227.256 303.6437 495.092 -0.1304543 0.2754422
Moved 1227.271 308.8701 496.174 -0.1183563 0.2782253
Moved 1227.286 319.687 498.6696 -0.09331708 0.2846438
Moved 1227.303 329.7461 499 -0.07003213 0.2854938
Moved 1227.318 343.4575 500 -0.0382929 0.2880658
Moved 1227.335 359.8463 500 -0.0003556907 0.2880658
