he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 918.1696 318 442 -0.09722222 0.1388888
Stationary 918.1879 318 442 -0.09722222 0.1388888
Stationary 918.2019 318 442 -0.09722222 0.1388888
Stationary 918.2164 318 442 -0.09722222 0.1388888
Stationary 918.2333 318 442 -0.09722222 0.1388888
Stationary 918.2487 318 442 -0.09722222 0.1388888
Stationary 918.263 318 442 -0.09722222 0.1388888
Stationary 918.2781 318 442 -0.09722222 0.1388888
Moved 918.2949 328.3489 442 -0.07326633 0.1388888
Moved 918.3102 333.9712 442 -0.06025185 0.1388888
Moved 918.3254 338.6033 442 -0.04952933 0.1388888
Moved 918.3413 343.9659 442 -0.03711611 0.1388888
Moved 918.3567 348.5202 442 -0.02657359 0.1388888
Moved 918.3725 354.0752 442 -0.01371473 0.1388888
Moved 918.3888 359.6304 442 -0.0008556247 0.1388888
Moved 918.4022 365.5 442 0.01273145 0.1388888
Moved 918.4186 368.3006 442 0.01921435 0.1388888
Moved 918.435 371.4344 442 0.02646863 0.1388888
Moved 918.4502 373.5933 442 0.03146589 0.1388888
Moved 918.4642 374.9671 442 0.03464609 0.1388888
Moved 918.48 376.359 442 0.03786812 0.1388888
Moved 918.4948 377.7421 442 0.04106959 0.1388888
Moved 918.5115 378.5 442 0.04282405 0.1388888
Moved 918.5251 378 442 0.04166663 0.1388888
Stationary 918.5416 378 442 0.04166663 0.1388888
Stationary 918.5562 378 442 0.04166663 0.1388888
Stationary 918.5714 378 442 0.04166663 0.1388888
Stationary 918.5865 378 442 0.04166663 0.1388888
Stationary 918.6017 378 442 0.04166663 0.1388888
Stationary 918.6169 378 442 0.04166663 0.1388888
Stationary 918.6335 378 442 0.04166663 0.1388888
Stationary 918.6494 378 442 0.04166663 0.1388888
Moved 918.6639 365.8109 442 0.01345118 0.1388888
Moved 918.6791 358.5795 442 -0.00328819 0.1388888
Moved 918.6978 348.4177 452.7278 -0.02681091 0.166481
Moved 918.7119 341.6921 457.8463 -0.0423794 0.1796457
Moved 918.7268 331.0835 463.3809 -0.06693637 0.1938807
Moved 918.7431 322.5577 468.9615 -0.08667196 0.2082344
Moved 918.757 316.5157 472.9896 -0.1006581 0.2185945
Moved 918.7722 302.578 483.9949 -0.1329213 0.2469002
Moved 918.7889 292.3628 491.4551 -0.1565677 0.2660883
Moved 918.8029 281.1534 499.8849 -0.1825153 0.2877699
Moved 918.8195 273.7829 507.2172 -0.1995767 0.3066285
Moved 918.8345 266.7085 514.2916 -0.2159527 0.3248239
Moved 918.8488 261.43 519.5701 -0.2281714 0.3384004
Moved 918.8646 256.9008 524.0992 -0.2386556 0.3500493
Moved 918.8805 252.7411 527.1726 -0.2482844 0.3579542
Moved 918.8958 250.0523 529.9477 -0.2545086 0.3650917
Moved 918.911 248.136 531.864 -0.2589445 0.3700205
Moved 918.9265 245.5014 534.4987 -0.2650431 0.3767969
Moved 918.9425 244.3613 534.6387 -0.2676823 0.3771572
Moved 918.9571 242.9725 536.0275 -0.270897 0.3807289
Moved 918.9733 241.5837 537.4163 -0.2741117 0.384301
Ended 918.9918 242 537 -0.2731481 0.3832304
Candidates 919.2184 12 he hr hee her jr ht jew jet the huge r here
Began 919.6949 408 353 0.1111111 -0.09002065
Stationary 919.7136 408 353 0.1111111 -0.09002065
Stationary 919.7281 408 353 0.1111111 -0.09002065
Stationary 919.7433 408 353 0.1111111 -0.09002065
Moved 919.7581 408 380.2894 0.1111111 -0.01983187
Moved 919.7737 398.9427 397.8207 0.09014507 0.02525906
Moved 919.7898 398.3174 423.2385 0.08869778 0.09063379
Moved 919.806 398 440.6928 0.08796295 0.1355267
Moved 919.822 398 450.8942 0.08796295 0.1617647
Moved 919.8383 398 462.532 0.08796295 0.1916974
Moved 919.8516 398 468.6718 0.08796295 0.2074891
Ended 919.8669 398 472.834 0.08796295 0.2181945
Accept 919.926 0 he
