want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 378.0072 263 497 -0.2245371 0.2803498
Stationary 378.0318 263 497 -0.2245371 0.2803498
Stationary 378.0434 263 497 -0.2245371 0.2803498
Stationary 378.0539 263 497 -0.2245371 0.2803498
Stationary 378.0665 263 497 -0.2245371 0.2803498
Stationary 378.0818 263 497 -0.2245371 0.2803498
Stationary 378.0967 263 497 -0.2245371 0.2803498
Moved 378.1125 251.9764 484.7515 -0.2500547 0.2488464
Moved 378.1283 239.28 472.28 -0.2794445 0.2167694
Moved 378.1444 221.5045 453.7549 -0.3205914 0.1691228
Moved 378.1596 207.2054 436.8465 -0.3536911 0.1256339
Moved 378.175 188.5139 418.5139 -0.3969586 0.0784821
Moved 378.1904 176.552 405.488 -0.4246481 0.04497948
Moved 378.2058 165.0264 395.5231 -0.4513277 0.01934962
Moved 378.2214 159.2138 388.2138 -0.4647828 0.0005498737
Moved 378.2356 154.7489 383.7489 -0.4751182 -0.01093397
Moved 378.2504 150.5 379.5 -0.4849537 -0.02186214
Moved 378.2673 149.0439 378.0439 -0.4883243 -0.02560721
Stationary 378.2828 149 378 -0.4884259 -0.02572024
Moved 378.2972 147.5 376.5 -0.4918982 -0.02957819
Moved 378.3124 148 377 -0.4907407 -0.02829226
Moved 378.3278 163.1989 374.4801 -0.4555581 -0.03477348
Moved 378.3435 182.2982 370.4255 -0.4113467 -0.04520196
Moved 378.3594 225.6729 354.3727 -0.3109424 -0.08649009
Moved 378.3743 254.2947 342.5933 -0.2446882 -0.1167868
Moved 378.3901 277.7135 331.7337 -0.190478 -0.1447179
Moved 378.4053 299.3272 319.4037 -0.1404463 -0.1764309
Moved 378.422 325.1636 306.4488 -0.08063972 -0.2097511
Moved 378.4358 343.2632 299.5911 -0.03874262 -0.2273893
Moved 378.4518 353.9243 296.2541 -0.01406416 -0.2359721
Moved 378.4679 368.0853 290.9659 0.01871606 -0.2495734
Moved 378.4822 376.7 289.55 0.03865749 -0.2532151
Moved 378.4982 381.6647 287.1118 0.05014985 -0.2594863
Moved 378.514 385.9788 287 0.06013612 -0.2597736
Moved 378.5292 387.7578 287 0.06425411 -0.2597736
Moved 378.5446 391.6181 287 0.07319013 -0.2597736
Moved 378.5607 395.5 315.5 0.08217593 -0.1864713
Moved 378.5758 385.7339 354.3071 0.05956918 -0.08665869
Moved 378.5913 372.3976 404.0533 0.02869825 0.04128939
Moved 378.6061 362.8784 430.1163 0.006662905 0.1083237
Moved 378.6288 346.9999 459.5002 -0.03009289 0.1838996
Stationary 378.6412 346.9999 459.5002 -0.03009289 0.1838996
Moved 378.6523 337.4569 471.4778 -0.05218307 0.2147061
Moved 378.6681 330.1216 483.0054 -0.06916285 0.2443553
Moved 378.684 323.9319 489.4127 -0.08349086 0.2608351
Moved 378.6991 316.4107 502.425 -0.1009012 0.294303
Moved 378.718 311.9431 508.4092 -0.1112428 0.3096943
Moved 378.7308 304.8718 522.2565 -0.1276117 0.3453098
Moved 378.7444 300.3314 532.5601 -0.1381218 0.3718109
Moved 378.7593 297.3414 540.2931 -0.145043 0.3917002
Moved 378.7746 294.8062 544.1938 -0.1509115 0.401733
Moved 378.7903 293.8191 546.3619 -0.1531966 0.4073093
Moved 378.8045 293 550.3505 -0.1550926 0.417568
Moved 378.82 291.8843 552.1157 -0.1576753 0.4221082
Moved 378.8367 291.4457 552.5543 -0.1586905 0.4232362
Moved 378.8511 291 553 -0.1597222 0.4243826
Ended 378.8683 291 553 -0.1597222 0.4243826
Candidates 379.0348 12 want range rant teacher randy react danger wave game rabbit wander fame
Began 379.1415 363 499 0.006944438 0.2854938
Stationary 379.1606 363 499 0.006944438 0.2854938
Stationary 379.1756 363 499 0.006944438 0.2854938
Moved 379.1902 371.3881 499 0.02636135 0.2854938
Moved 379.2061 392.5545 499 0.07535775 0.2854938
Moved 379.2215 409.6922 499 0.1150282 0.2854938
Moved 379.2381 435.7612 499 0.1753733 0.2854938
Moved 379.2524 449.8788 499 0.2080529 0.2854938
Moved 379.2699 465.7596 510.4615 0.244814 0.314973
Moved 379.2834 481.8302 509.87 0.2820143 0.3134516
Moved 379.2994 492.1537 510 0.3059115 0.3137859
Moved 379.3138 500.7361 511 0.3257779 0.3163579
Moved 379.3298 506.7272 512.1818 0.3396463 0.3193976
Moved 379.3452 509.3515 512.6757 0.3457211 0.3206679
Moved 379.3609 511.6898 513 0.3511338 0.321502
Moved 379.3761 513.2341 513 0.3547085 0.321502
Moved 379.3913 514.6777 513.6777 0.3580502 0.323245
Moved 379.4078 515.5 514.5 0.3599537 0.32536
Moved 379.4215 516.5548 514 0.3623953 0.324074
Stationary 379.4384 517 514 0.3634259 0.324074
Moved 379.4533 518.4202 515.4202 0.3667135 0.3277268
Moved 379.4689 518 515 0.3657407 0.326646
Moved 379.4835 518.9662 515 0.3679774 0.326646
Moved 379.5001 519.5 515 0.3692129 0.326646
Stationary 379.515 519.5 515 0.3692129 0.326646
Moved 379.5297 520 515 0.3703704 0.326646
Moved 379.5496 520 516 0.3703704 0.329218
Stationary 379.5607 520 516 0.3703704 0.329218
Stationary 379.5754 520 516 0.3703704 0.329218
Stationary 379.592 520 516 0.3703704 0.329218
Moved 379.6075 520 517 0.3703704 0.33179
Moved 379.6226 515.5765 520.2639 0.3601308 0.3401847
Moved 379.6386 506.6063 524.1968 0.3393664 0.3503005
Moved 379.6526 496.5 531.5 0.3159723 0.3690843
Moved 379.6681 478.6606 542.5427 0.2746772 0.3974862
Moved 379.6843 462.7318 552.7161 0.2378051 0.4236525
Moved 379.6999 447.9088 563.5684 0.2034924 0.4515648
Moved 379.7144 433.555 573.63 0.1702662 0.4774433
Moved 379.7313 420.646 583.6087 0.1403841 0.5031087
Moved 379.7472 409.6827 590.6912 0.1150063 0.5213251
Moved 379.7617 400.4716 597.0189 0.0936844 0.5376
Moved 379.7765 391.5216 603.7827 0.07296671 0.5549966
Moved 379.7929 384.2955 610.7045 0.05623957 0.5727994
Moved 379.8078 379.2153 613.4708 0.04447996 0.5799146
Moved 379.8237 374.0442 617.3039 0.03250966 0.5897733
Moved 379.8396 369.7155 620.1896 0.02248963 0.5971954
Moved 379.8551 366.9304 621.5348 0.01604259 0.6006553
Moved 379.869 364.0503 622.9749 0.009375712 0.6043591
Moved 379.8848 361.1647 624.4177 0.002696117 0.60807
Moved 379.8997 360.1448 624.8552 0.0003351768 0.6091955
Moved 379.915 359.0212 625 -0.002265722 0.6095678
Moved 379.9308 359 626.4148 -0.002314796 0.6132067
Stationary 379.9464 359 626 -0.002314796 0.6121398
Ended 379.962 359 626 -0.002314796 0.6121398
Accept 380.0034 0 want
Began 380.311 348 593 -0.0277778 0.5272633
Stationary 380.331 348 593 -0.0277778 0.5272633
Stationary 380.3467 348 593 -0.0277778 0.5272633
Moved 380.3611 355.4101 593 -0.01062483 0.5272633
Moved 380.3777 373.7804 604.6603 0.03189902 0.5572537
Moved 380.3958 398.975 612.493 0.09021997 0.5773997
Moved 380.4073 422.103 618.7608 0.1437569 0.5935205
Moved 380.4238 435.1896 622.0474 0.17405 0.6019737
Moved 380.4423 449.6706 624.9341 0.2075708 0.6093984
Moved 380.4545 458.2725 627.7921 0.2274825 0.6167492
Moved 380.4762 474.6372 631.7729 0.265364 0.6269878
Stationary 380.4879 474.6372 631.7729 0.265364 0.6269878
Moved 380.5015 480.8432 633.2108 0.2797297 0.6306862
Moved 380.5156 486.6002 634.65 0.2930561 0.6343879
Moved 380.5311 490.5133 635 0.3021141 0.6352879
Moved 380.5467 493.4601 635 0.3089356 0.6352879
Moved 380.5627 496.343 636 0.3156089 0.6378599
Moved 380.5779 499.2251 636 0.3222803 0.6378599
