effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 559.3078 213 573 -0.3402778 0.4758229
Stationary 559.327 213 573 -0.3402778 0.4758229
Stationary 559.3389 213 573 -0.3402778 0.4758229
Stationary 559.355 213 573 -0.3402778 0.4758229
Stationary 559.3707 213 573 -0.3402778 0.4758229
Stationary 559.3866 213 573 -0.3402778 0.4758229
Moved 559.401 225.9044 561.4609 -0.3104066 0.4461441
Moved 559.4167 231.2682 555.7318 -0.2979903 0.4314089
Moved 559.4337 234.4522 551.397 -0.2906198 0.4202597
Moved 559.4479 241.1631 540.3065 -0.2750855 0.3917347
Moved 559.4632 246.2066 530.5869 -0.2634107 0.3667356
Moved 559.4797 252 519 -0.25 0.3369341
Moved 559.4938 254.8873 513.2817 -0.2433164 0.3222264
Moved 559.5093 259.3368 504.3265 -0.2330168 0.2991935
Moved 559.5271 263.6226 496.7548 -0.2230958 0.2797189
Moved 559.5406 265.9652 491.087 -0.2176732 0.2651415
Moved 559.5564 270.2874 483.8543 -0.2076681 0.2465387
Moved 559.5715 274.5737 474.8527 -0.1977462 0.2233864
Moved 559.5867 278.8808 466.2385 -0.187776 0.2012306
Moved 559.6024 282.2271 459.2881 -0.1800298 0.1833541
Moved 559.6174 286.5501 450.8998 -0.1700229 0.1617794
Moved 559.6329 291.0997 443.6604 -0.1594914 0.1431594
Moved 559.6483 296.0752 433.3119 -0.147974 0.1165428
Moved 559.6641 301.4755 422.0491 -0.1354735 0.08757469
Moved 559.6788 306.2503 413.6245 -0.1244205 0.06590655
Moved 559.6937 310.9903 405.0193 -0.1134483 0.04377392
Moved 559.7101 315.3106 399.2525 -0.1034477 0.02894158
Moved 559.7266 318.7484 392.5032 -0.09548987 0.01158239
Moved 559.7413 321.6363 388.0456 -0.08880486 0.0001171881
Moved 559.757 322.5 384.5 -0.08680557 -0.009002057
Moved 559.7721 324.8657 382.2686 -0.08132934 -0.01474145
Moved 559.7877 325 379.3838 -0.08101851 -0.02216111
Moved 559.8029 326 378.2483 -0.07870371 -0.02508156
Moved 559.8178 327.1798 378 -0.07597258 -0.02572024
Moved 559.8336 327 376.3741 -0.07638887 -0.02990212
Moved 559.8495 328.0561 374.944 -0.07394429 -0.0335804
Stationary 559.8637 328.0561 374.944 -0.07394429 -0.0335804
Stationary 559.8818 328.0561 374.944 -0.07394429 -0.0335804
Moved 559.8962 329.2225 373.7775 -0.07124414 -0.03658059
Moved 559.9096 329 372.7729 -0.07175927 -0.0391643
Stationary 559.9265 329 372.7729 -0.07175927 -0.0391643
Moved 559.9405 330.1129 371.887 -0.06918301 -0.04144292
Stationary 559.9562 330.1129 371.887 -0.06918301 -0.04144292
Moved 559.9717 332.2247 372 -0.06429474 -0.04115226
Moved 559.9873 338.3513 372 -0.0501127 -0.04115226
Moved 560.0027 359.7335 395.9395 -0.0006170074 0.02042056
Moved 560.0186 384.3615 412.9077 0.05639225 0.06406277
Moved 560.0346 404.4376 427.7464 0.1028649 0.1022283
Moved 560.0502 424.5858 442.0978 0.1495041 0.1391405
Moved 560.0738 453.8967 460.938 0.2173534 0.1875977
Stationary 560.0862 453.8967 460.938 0.2173534 0.1875977
Moved 560.0967 462.542 466.3387 0.2373657 0.2014884
Moved 560.1119 475.5 473.5 0.2673611 0.2199073
Moved 560.1266 482.8935 477.9467 0.2844756 0.2313443
Moved 560.142 488.6903 480.8452 0.2978942 0.2387992
Moved 560.1578 494.4415 482.7208 0.3112073 0.2436232
Moved 560.1731 498.9004 485.6002 0.3215286 0.2510293
Moved 560.188 503.2209 486.7403 0.33153 0.2539616
Moved 560.2047 505.7264 487.8632 0.3373296 0.2568498
Moved 560.2183 508.5063 488 0.3437647 0.2572016
Moved 560.2342 511.3809 489.6904 0.3504187 0.2615494
Moved 560.2504 513.0974 491.0974 0.354392 0.265168
Moved 560.2656 514.5376 491 0.3577259 0.2649176
Moved 560.2833 515.5 491 0.3599537 0.2649176
Moved 560.2961 516.2065 492.2065 0.3615891 0.2680207
Stationary 560.3117 516.2065 492.2065 0.3615891 0.2680207
Moved 560.3267 517.3209 492 0.3641687 0.2674896
Moved 560.3419 518.2011 493.2011 0.3662063 0.2705789
Stationary 560.3576 518 493 0.3657407 0.2700616
Stationary 560.3733 518 493 0.3657407 0.2700616
Stationary 560.3875 518 493 0.3657407 0.2700616
Stationary 560.4023 518 493 0.3657407 0.2700616
Stationary 560.418 518 493 0.3657407 0.2700616
Stationary 560.4341 518 493 0.3657407 0.2700616
Moved 560.4507 500.1989 493 0.3245344 0.2700616
Moved 560.4667 488.0352 493 0.2963778 0.2700616
Moved 560.4816 474.0808 493 0.264076 0.2700616
Moved 560.4972 461.1602 493 0.2341671 0.2700616
Moved 560.5123 445.3452 493 0.1975583 0.2700616
Moved 560.5297 425.931 493 0.1526181 0.2700616
Moved 560.5424 420.7252 493 0.1405676 0.2700616
Moved 560.5579 407.9113 493.8698 0.1109058 0.2722989
Moved 560.573 397.8429 495.3082 0.08759936 0.2759982
Moved 560.5891 389.2617 496.7477 0.06773541 0.2797007
Moved 560.605 382.0717 498.1857 0.05109201 0.2833992
Moved 560.6196 374.8599 499.6281 0.03439794 0.2871091
Moved 560.6351 368.7607 501.0598 0.02027929 0.2907916
Moved 560.6506 363.3783 502.1243 0.007820129 0.2935295
Moved 560.6671 357.5821 504.209 -0.005597075 0.2988913
Moved 560.683 351.8389 506.0403 -0.01889139 0.3036014
Moved 560.6964 345.5901 507.482 -0.0333562 0.3073096
Moved 560.7125 338.4222 509.8311 -0.04994849 0.3133516
Moved 560.7289 332.6155 511.3461 -0.06338993 0.3172482
Moved 560.7424 325.8818 512.7795 -0.07897729 0.320935
Moved 560.7587 321.4328 513.8918 -0.08927599 0.3237957
Moved 560.7756 314.5812 514 -0.105136 0.324074
Moved 560.7897 310.0919 515.7271 -0.1155281 0.3285159
Moved 560.8057 306.6685 516 -0.1234526 0.329218
Moved 560.8208 302.8001 517 -0.1324071 0.33179
Moved 560.8364 299.9308 517 -0.1390489 0.33179
Moved 560.8515 297.0862 518.4569 -0.1456338 0.3355373
Moved 560.8677 295.6401 518 -0.1489812 0.3343621
Moved 560.8901 292.5534 518 -0.1561263 0.3343621
