a very traditional way to dress
a very traditional way to dress
FixStart
0.6 0.6
432 388.8
Began 92.71591 476 330 0.2685185 -0.149177
Stationary 92.73416 476 330 0.2685185 -0.149177
Stationary 92.7485 476 330 0.2685185 -0.149177
Stationary 92.7634 476 330 0.2685185 -0.149177
Moved 92.77917 467.4958 330 0.2488328 -0.149177
Moved 92.7948 453.7914 330 0.2171097 -0.149177
Moved 92.81021 437.3169 330 0.1789744 -0.149177
Moved 92.8259 409.6842 330 0.1150096 -0.149177
Moved 92.84171 386.2589 330 0.06078442 -0.149177
Moved 92.85623 356.1133 330 -0.008996974 -0.149177
Moved 92.87207 336 330 -0.05555556 -0.149177
Moved 92.88843 322.2417 330 -0.08740354 -0.149177
Moved 92.90332 309.6026 330 -0.1166606 -0.149177
Moved 92.91791 299.9372 330 -0.1390342 -0.149177
Moved 92.93332 290.9997 330 -0.159723 -0.149177
Moved 92.95007 282.7964 339.5709 -0.178712 -0.1245606
Moved 92.9632 281.1133 337 -0.1826081 -0.1311728
Moved 92.97894 276.4729 337.7635 -0.1933497 -0.129209
Moved 92.99384 273.7458 338 -0.1996625 -0.1286009
Moved 93.01324 271.0107 338 -0.2059937 -0.1286009
Moved 93.02524 270.1401 338 -0.2080089 -0.1286009
Moved 93.04059 269.5 338 -0.2094908 -0.1286009
Moved 93.05627 268.6759 338 -0.2113983 -0.1286009
Stationary 93.07263 268.6759 338 -0.2113983 -0.1286009
Stationary 93.08655 269 338 -0.2106481 -0.1286009
Ended 93.10287 269 338 -0.2106481 -0.1286009
Candidates 93.23776 12 a as gas ass faa aa da fda ad add ga has
Began 93.56195 439 221 0.1828703 -0.4295268
Stationary 93.57996 439 221 0.1828703 -0.4295268
Stationary 93.59546 439 221 0.1828703 -0.4295268
Stationary 93.612 439 221 0.1828703 -0.4295268
Moved 93.62668 439 233.8192 0.1828703 -0.3965556
Moved 93.64117 439 243.0579 0.1828703 -0.3727936
Moved 93.65863 439 264.2604 0.1828703 -0.3182603
Moved 93.6749 439 278.5408 0.1828703 -0.281531
Moved 93.68851 430.8332 293.3336 0.1639658 -0.2434837
Moved 93.70267 430.4211 307.631 0.1630119 -0.2067104
Moved 93.71835 429.0563 320.4368 0.1598526 -0.1737737
