just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 1131.225 469 363 0.2523148 -0.06430049
Stationary 1131.245 469 363 0.2523148 -0.06430049
Stationary 1131.259 469 363 0.2523148 -0.06430049
Stationary 1131.273 469 363 0.2523148 -0.06430049
Stationary 1131.289 469 363 0.2523148 -0.06430049
Stationary 1131.305 469 363 0.2523148 -0.06430049
Moved 1131.319 454.1533 377.8467 0.2179473 -0.02611435
Moved 1131.336 443.6452 390.0258 0.1936232 0.005210201
Moved 1131.351 427.3832 407.8348 0.1559797 0.05101549
Moved 1131.367 414.893 424.6913 0.1270672 0.0943707
Moved 1131.382 402.2086 440.9893 0.09770513 0.1362892
Moved 1131.397 394 452 0.07870366 0.164609
Moved 1131.413 385.1947 461.7664 0.05832116 0.1897282
Moved 1131.429 377.988 469.012 0.04163901 0.208364
Moved 1131.444 372.5 474.5 0.02893518 0.2224794
Moved 1131.459 351.7345 489.4815 -0.01913309 0.2610121
Moved 1131.474 337.7872 494.6039 -0.05141844 0.274187
Moved 1131.49 317.3997 497 -0.09861171 0.2803498
Moved 1131.507 295.9489 497 -0.1482666 0.2803498
Moved 1131.521 279.2679 482.2762 -0.18688 0.2424798
Moved 1131.537 261.0568 471.8665 -0.2290353 0.2157058
Moved 1131.552 245 459.5 -0.2662037 0.1838991
Moved 1131.568 235.4033 449.7845 -0.2884184 0.1589106
Moved 1131.583 225.1972 440.1972 -0.3120435 0.134252
Moved 1131.598 216.1033 430.524 -0.3330941 0.1093723
Moved 1131.613 208.96 421.952 -0.3496295 0.08732509
Moved 1131.63 201.7726 414.7726 -0.3662671 0.0688596
Moved 1131.645 198.3348 408.4464 -0.374225 0.0525885
Moved 1131.66 195.3409 404.0114 -0.3811552 0.04118162
Moved 1131.675 194.6407 403.6407 -0.3827761 0.04022802
Moved 1131.69 194 403 -0.3842593 0.03858017
Moved 1131.704 192.6412 403 -0.3874046 0.03858017
Stationary 1131.721 192.6412 403 -0.3874046 0.03858017
Stationary 1131.735 193 403 -0.3865741 0.03858017
Moved 1131.76 247.15 441.3309 -0.2612269 0.137168
Stationary 1131.771 247.15 441.3309 -0.2612269 0.137168
Moved 1131.782 262.3563 452.728 -0.2260271 0.1664813
Moved 1131.798 285.6479 466.7888 -0.1721112 0.2026459
Moved 1131.814 306.171 479.7527 -0.1246043 0.2359894
Moved 1131.829 324.5 492.5 -0.08217593 0.2687756
Moved 1131.844 340.6668 503.7335 -0.04475276 0.2976682
Moved 1131.862 351.1741 511.2672 -0.02043034 0.3170452
Moved 1131.874 360.3586 516.6793 0.0008299947 0.3309651
Moved 1131.892 365.8767 521.8767 0.01360347 0.344333
Moved 1131.908 371.6303 526.2227 0.02692193 0.355511
Moved 1131.922 374.6934 529.6934 0.0340124 0.3644376
Moved 1131.937 376.2877 531.2877 0.03770301 0.3685383
Moved 1131.953 377.7291 532.7291 0.04103949 0.3722455
Moved 1131.969 378 534.1705 0.04166663 0.3759527
Stationary 1131.983 378 534 0.04166663 0.3755144
Ended 1131.997 378 534 0.04166663 0.3755144
Candidates 1132.134 12 least heat jersey heart just great gray leader hear murray lesser literary
Began 1132.796 416 374 0.1296297 -0.03600823
Stationary 1132.819 416 374 0.1296297 -0.03600823
Stationary 1132.832 416 374 0.1296297 -0.03600823
Stationary 1132.845 416 374 0.1296297 -0.03600823
Stationary 1132.861 416 374 0.1296297 -0.03600823
Stationary 1132.876 416 374 0.1296297 -0.03600823
Ended 1132.891 416 374 0.1296297 -0.03600823
NextCandidatePanel 1132.951
Began 1133.385 414 351 0.125 -0.09516476
Stationary 1133.401 414 351 0.125 -0.09516476
Stationary 1133.416 414 351 0.125 -0.09516476
Stationary 1133.43 414 351 0.125 -0.09516476
Stationary 1133.448 414 351 0.125 -0.09516476
Stationary 1133.461 414 351 0.125 -0.09516476
Moved 1133.477 414 361.0067 0.125 -0.06942733
Moved 1133.493 414 365.7422 0.125 -0.05724746
Moved 1133.508 414 379.3085 0.125 -0.02235483
Moved 1133.525 414 396.6465 0.125 0.0222389
Moved 1133.539 421.2726 415.7271 0.1418347 0.07131431
Moved 1133.553 423.3481 430.4804 0.146639 0.1092603
Moved 1133.569 424.7874 441.512 0.1499709 0.1376338
Moved 1133.585 425 446.6977 0.150463 0.1509714
Moved 1133.599 426 451.3495 0.1527777 0.162936
