want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 724.7766 262 433 -0.2268519 0.1157406
Stationary 724.7943 262 433 -0.2268519 0.1157406
Stationary 724.8076 262 433 -0.2268519 0.1157406
Stationary 724.8245 262 433 -0.2268519 0.1157406
Stationary 724.8396 262 433 -0.2268519 0.1157406
Stationary 724.8544 262 433 -0.2268519 0.1157406
Stationary 724.8698 262 433 -0.2268519 0.1157406
Stationary 724.8856 262 433 -0.2268519 0.1157406
Stationary 724.9011 262 433 -0.2268519 0.1157406
Moved 724.9169 249.1608 439.4371 -0.2565722 0.1322971
Moved 724.9323 244.9447 442.7035 -0.2663317 0.1406982
Moved 724.9471 241.4416 446.5584 -0.2744408 0.1506131
Moved 724.9706 232.0269 456.6308 -0.296234 0.1765194
Moved 724.9841 227.7472 461.2528 -0.3061407 0.1884074
Stationary 724.9952 227.7472 461.2528 -0.3061407 0.1884074
Moved 725.0085 224.5996 463.2669 -0.3134269 0.1935877
Moved 725.0263 220.1928 467.2048 -0.3236277 0.2037159
Moved 725.0394 216.927 469.0365 -0.3311874 0.2084271
Moved 725.0547 214.0524 470.9476 -0.3378417 0.2133426
Moved 725.0704 212.0836 472.9164 -0.3423991 0.2184062
Moved 725.0864 210.6471 474.3528 -0.3457242 0.2221008
Moved 725.1008 208.2164 476.7836 -0.3513509 0.2283529
Moved 725.1188 207.0659 479.8024 -0.3540142 0.2361171
Moved 725.1329 204.866 483.2681 -0.3591065 0.2450309
Moved 725.1482 203.8537 486.7194 -0.3614498 0.2539079
Moved 725.1638 203 491.0356 -0.3634259 0.2650091
Moved 725.1796 201.5506 496.7975 -0.366781 0.279829
Moved 725.1941 200.8286 497.3428 -0.3684524 0.2812315
Moved 725.2098 201 502.6545 -0.3680556 0.2948932
Stationary 725.2264 201 503.3245 -0.3680556 0.2966164
Moved 725.2418 201 504.1511 -0.3680556 0.2987424
Moved 725.2554 201 506.3073 -0.3680556 0.3042881
Stationary 725.2716 201 506.3073 -0.3680556 0.3042881
Stationary 725.2869 201 506 -0.3680556 0.3034978
Stationary 725.3026 201 506 -0.3680556 0.3034978
Moved 725.3193 199.9398 506 -0.3705097 0.3034978
Moved 725.3331 197.808 497.2319 -0.3754445 0.2809463
Moved 725.3491 187.7009 474.6774 -0.3988406 0.2229357
Moved 725.3647 180.9695 456.9207 -0.4144225 0.1772651
Moved 725.3798 173.7816 433.9011 -0.4310611 0.1180584
Stationary 725.3933 173.7816 433.9011 -0.4310611 0.1180584
Moved 725.4095 170 413 -0.4398148 0.06430033
Moved 725.4263 171 399.9449 -0.4375 0.0307226
Moved 725.4419 171 388.4734 -0.4375 0.001217642
Moved 725.4552 184.0337 377.9662 -0.4073293 -0.02580705
Moved 725.4738 206.9049 359.074 -0.3543868 -0.07439829
Moved 725.4877 243.9565 337.679 -0.2686191 -0.1294266
Moved 725.5035 301.1782 309.0564 -0.1361616 -0.2030443
Moved 725.5179 337.9862 289.2158 -0.0509578 -0.2540746
Moved 725.5335 362.1239 268.3344 0.00491639 -0.3077821
Moved 725.5488 382.3667 253.3616 0.05177468 -0.3462922
Moved 725.5648 395.3885 241.979 0.08191784 -0.3755685
Moved 725.5806 407.8296 231.8604 0.1107167 -0.4015938
Moved 725.5949 417.8784 225.498 0.1339779 -0.4179577
Moved 725.6107 423.2698 221.2977 0.1464578 -0.4287611
Moved 725.6277 427.0125 217.9875 0.1551215 -0.4372748
Moved 725.6415 428.4449 216.5551 0.1584374 -0.4409593
Moved 725.6563 429.8837 216 0.1617679 -0.4423869
Moved 725.6733 430.5 216 0.1631944 -0.4423869
Moved 725.6887 431.2024 235.2389 0.1648204 -0.3929042
Moved 725.7023 431 265.5993 0.1643519 -0.3148167
Moved 725.7198 431 298.7203 0.1643519 -0.2296289
Moved 725.7346 420.6718 326.5212 0.140444 -0.1581244
Moved 725.7479 413.9977 358.6107 0.1249946 -0.07558995
Moved 725.7639 407.7632 392.5369 0.1105628 0.01166901
Moved 725.7791 402.7368 423.8426 0.09892771 0.09218765
Moved 725.7947 394.8953 469.2598 0.08077622 0.2090014
Moved 725.81 387.8762 509.8687 0.06452819 0.3134481
Moved 725.8276 381.7096 545.7422 0.05025377 0.4057156
Moved 725.8413 371.5458 585.8167 0.02672652 0.5087878
Moved 725.858 353.8013 620.3973 -0.01434877 0.5977297
Moved 725.8712 332.2601 655.1838 -0.06421268 0.687201
Ended 725.8873 332.2601 655.1838 -0.06421268 0.687201
Candidates 725.991 12 want danny rant rabbi rabbit any wacky grant frankly deny debut randy
Began 726.3621 358 412 -0.004629641 0.06172835
Stationary 726.382 358 412 -0.004629641 0.06172835
Stationary 726.3968 358 412 -0.004629641 0.06172835
Moved 726.4122 358 444.7053 -0.004629641 0.1458468
Moved 726.4283 367.6842 512.4741 0.01778761 0.3201495
Moved 726.4433 368 574.8789 0.01851857 0.4806556
Ended 726.4651 368 574.8789 0.01851857 0.4806556
Accept 726.5016 0 want
Began 726.7319 346 451 -0.03240739 0.162037
Stationary 726.7523 346 451 -0.03240739 0.162037
Stationary 726.7659 346 451 -0.03240739 0.162037
Stationary 726.7819 346 451 -0.03240739 0.162037
Stationary 726.797 346 451 -0.03240739 0.162037
Stationary 726.8135 346 451 -0.03240739 0.162037
Moved 726.827 339.6548 451 -0.04709547 0.162037
Moved 726.8437 335.2655 457.9381 -0.05725587 0.1798819
Moved 726.8596 331.2229 461.5181 -0.0666137 0.1890896
Moved 726.8773 327.9089 465.0911 -0.07428502 0.1982796
Moved 726.8901 323.635 469.365 -0.08417815 0.209272
Moved 726.9059 321.8794 472.6809 -0.08824214 0.2178006
Moved 726.9207 319.0046 475.9954 -0.09489666 0.2263255
Moved 726.9356 317.565 480.3049 -0.09822909 0.2374096
Moved 726.9514 316.5 483.5 -0.1006944 0.2456274
Moved 726.9684 315.0465 485.9069 -0.1040589 0.2518181
Moved 726.9821 315 488.7737 -0.1041667 0.2591915
Moved 726.9974 315 490.8248 -0.1041667 0.264467
Moved 727.0132 315 493.5181 -0.1041667 0.2713943
Moved 727.0279 315 496.3959 -0.1041667 0.2787959
Moved 727.0438 324.1011 500.4129 -0.08309936 0.2891278
Moved 727.06 326 503 -0.07870371 0.2957818
Moved 727.0753 332.9128 505.5651 -0.06270181 0.3023793
Moved 727.0905 342.5789 510.9022 -0.04032666 0.3161064
Moved 727.106 354.3943 517.0229 -0.01297613 0.3318489
Moved 727.1211 365.8377 522.4189 0.01351317 0.3457276
Moved 727.1364 377 526.5 0.03935188 0.3562242
Moved 727.1518 385.9437 531.9678 0.06005476 0.3702876
Moved 727.1694 394.6096 536.3048 0.08011471 0.3814423
Moved 727.1838 398.7013 536.5403 0.08958638 0.382048
Moved 727.1984 406.875 537.9792 0.108507 0.3857489
Moved 727.2147 414.1311 540.8524 0.1253034 0.3931389
Moved 727.2297 425.0959 540.8708 0.1506851 0.3931863
Moved 727.2444 437.2629 541 0.1788494 0.3935184
Moved 727.2602 451.3128 541 0.2113723 0.3935184
Moved 727.2758 468.9379 541 0.252171 0.3935184
Moved 727.2915 480.8224 532.937 0.2796815 0.3727801
Moved 727.3072 503.7159 530.0568 0.3326756 0.3653724
Moved 727.3217 526.3412 524.6647 0.3850492 0.3515037
Ended 727.3378 552 505.5 0.4444444 0.3022119
Candidates 727.41 12 to group trip tripp ep too top rip rp rio rep http
Began 727.7495 407 456 0.1087963 0.174897
Stationary 727.7687 407 456 0.1087963 0.174897
Stationary 727.7852 407 456 0.1087963 0.174897
Moved 727.799 407 470.8422 0.1087963 0.2130713
Moved 727.8151 407 533.7595 0.1087963 0.3748956
Ended 727.8312 407 590.8001 0.1087963 0.5216051
Accept 727.8582 0 to
