that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 229.8918 458 347 0.2268519 -0.1054527
Stationary 229.9188 458 347 0.2268519 -0.1054527
Stationary 229.9293 458 347 0.2268519 -0.1054527
Stationary 229.9387 458 347 0.2268519 -0.1054527
Stationary 229.9524 458 347 0.2268519 -0.1054527
Stationary 229.9683 458 347 0.2268519 -0.1054527
Stationary 229.9848 458 347 0.2268519 -0.1054527
Stationary 230.0003 458 347 0.2268519 -0.1054527
Stationary 230.0157 458 347 0.2268519 -0.1054527
Moved 230.0311 448.3181 364.9807 0.2044401 -0.05920621
Moved 230.0476 443.9014 380.7465 0.1942162 -0.0186563
Moved 230.062 437.2349 402.6012 0.1787845 0.03755444
Moved 230.0772 432 422.5 0.1666667 0.08873452
Moved 230.0936 428.1698 440.9813 0.1578004 0.1362688
Moved 230.109 425.4054 454.9729 0.1514015 0.1722554
Moved 230.1236 421.5 470 0.1423611 0.2109053
Moved 230.14 420.4532 483.2806 0.1399381 0.2450631
Moved 230.1549 418.8438 495.2496 0.1362125 0.2758475
Moved 230.1706 418 503.7058 0.1342593 0.2975972
Moved 230.1859 418 509.6732 0.1342593 0.3129455
Moved 230.2003 418 513.9001 0.1342593 0.3238172
Moved 230.2164 417 516.3792 0.1319444 0.3301933
Moved 230.2327 417 518.0668 0.1319444 0.3345339
Moved 230.2478 417 519.093 0.1319444 0.3371733
Stationary 230.2615 417 519.093 0.1319444 0.3371733
Moved 230.2777 417 520 0.1319444 0.3395061
Moved 230.2923 417 521.2542 0.1319444 0.3427318
Stationary 230.3074 417 521.2542 0.1319444 0.3427318
Moved 230.3242 424.1639 521 0.1485276 0.3420781
Moved 230.3393 432.4332 511.1613 0.1676695 0.3167727
Moved 230.3551 437.5 508 0.1793981 0.3086419
Moved 230.37 446.7952 499.2048 0.2009148 0.2860205
Moved 230.3859 455.218 490.782 0.2204121 0.2643568
Moved 230.403 462.5016 481.3312 0.2372723 0.2400492
Moved 230.4157 470.8103 471.2213 0.2565054 0.2140463
Moved 230.4329 479.1944 458.7084 0.275913 0.181863
Moved 230.4493 483.9245 450.8821 0.2868622 0.1617338
Moved 230.4637 490.5631 440.0989 0.3022296 0.1339993
Moved 230.4791 494.565 429.5876 0.3114929 0.1069639
Moved 230.4939 499.7404 418.3588 0.3234732 0.07808335
Moved 230.5097 502.9263 409.221 0.330848 0.0545807
Moved 230.525 505.6758 400.9725 0.3372126 0.03336537
Moved 230.5393 508.429 392.7131 0.3435855 0.0121221
