he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 3685.801 371 331 0.025463 -0.146605
Stationary 3685.819 371 331 0.025463 -0.146605
Stationary 3685.833 371 331 0.025463 -0.146605
Stationary 3685.849 371 331 0.025463 -0.146605
Stationary 3685.863 371 331 0.025463 -0.146605
Stationary 3685.879 371 331 0.025463 -0.146605
Stationary 3685.894 371 331 0.025463 -0.146605
Moved 3685.909 392.7999 331 0.07592578 -0.146605
Moved 3685.925 401.891 338.4891 0.09696981 -0.127343
Moved 3685.942 415.3878 339.9319 0.1282124 -0.1236318
Moved 3685.956 425.5684 340 0.1517788 -0.1234569
Moved 3685.972 435.6675 340 0.1751564 -0.1234569
Moved 3685.99 444.4902 340 0.1955792 -0.1234569
Moved 3686.002 448.7483 340 0.2054359 -0.1234569
Moved 3686.017 453.3776 340 0.2161519 -0.1234569
Moved 3686.034 455.4034 340 0.2208411 -0.1234569
Moved 3686.049 456.7014 340 0.2238457 -0.1234569
Moved 3686.064 458.1401 340 0.2271762 -0.1234569
Moved 3686.081 459.5817 340 0.2305131 -0.1234569
Moved 3686.095 461.0205 340 0.2338437 -0.1234569
Moved 3686.109 462.4592 341.4592 0.237174 -0.1197039
Stationary 3686.125 462.4592 341.4592 0.237174 -0.1197039
Moved 3686.142 463.0025 341 0.2384318 -0.1208849
Stationary 3686.156 463.0025 341 0.2384318 -0.1208849
Moved 3686.171 463 342.3734 0.2384259 -0.1173524
Stationary 3686.188 463 342.3734 0.2384259 -0.1173524
Moved 3686.202 463 343.7598 0.2384259 -0.1137865
Moved 3686.218 463 346.3931 0.2384259 -0.1070138
Moved 3686.233 456.6132 348.2773 0.2236416 -0.1021673
Moved 3686.249 448.263 350.579 0.2043125 -0.09624747
Moved 3686.264 436.637 354.4543 0.1774004 -0.08628005
Moved 3686.281 422.7433 360.3363 0.1452391 -0.07115155
Moved 3686.296 408.7955 365.0613 0.1129526 -0.05899869
Moved 3686.311 392.9027 370.8536 0.07616371 -0.04410096
Moved 3686.327 378.9329 376.6268 0.0438261 -0.02925206
Moved 3686.343 359.1133 386.4434 -0.002052536 -0.004003745
Moved 3686.357 347.5 391.5 -0.02893518 0.009002057
Moved 3686.372 335.9158 400.3895 -0.05575046 0.03186591
Moved 3686.388 322.97 409.02 -0.08571754 0.05406364
Moved 3686.404 315.1372 415.0903 -0.1038491 0.0696765
Moved 3686.418 307.9431 420.8455 -0.1205021 0.08447918
Moved 3686.436 298.4295 428.2646 -0.1425242 0.1035611
Moved 3686.449 289.4684 437.6202 -0.1632677 0.127624
Moved 3686.465 282.5 443 -0.1793981 0.1414608
Moved 3686.482 278.5037 447.4963 -0.1886488 0.1530253
Moved 3686.497 273.8467 453.2043 -0.1994288 0.1677066
Moved 3686.513 269.5414 458.9448 -0.2093949 0.1824712
Moved 3686.526 266.1358 462.7963 -0.2172783 0.1923773
Moved 3686.543 263.2581 467.1128 -0.2239395 0.2034793
Moved 3686.557 260.3808 471.4288 -0.2306 0.2145803
Moved 3686.573 258.7516 474.4968 -0.2343713 0.2224712
Moved 3686.589 257.6985 476.603 -0.236809 0.2278882
Moved 3686.603 256.1709 479.6582 -0.2403451 0.2357463
Moved 3686.62 254.7317 482.5366 -0.2436766 0.2431495
Moved 3686.637 254.2929 484.707 -0.2446923 0.248732
Moved 3686.651 254 487.285 -0.2453704 0.2553625
Moved 3686.667 253 488.5862 -0.2476852 0.2587093
Moved 3686.682 253 490.0232 -0.2476852 0.2624053
Stationary 3686.696 253 490 -0.2476852 0.2623456
Ended 3686.713 253 491 -0.2476852 0.2649176
Candidates 3686.832 12 he her jew hee jet jr here hr let letter there higher
Began 3687.281 460 218 0.2314815 -0.4372429
Stationary 3687.297 460 218 0.2314815 -0.4372429
Stationary 3687.313 460 218 0.2314815 -0.4372429
Moved 3687.333 460 231.5541 0.2314815 -0.4023815
