learn to walk before you run
learn to walk before you run
Basic
0.6 0.6
432 388.8
Began 1594.695 569 333 0.4837963 -0.141461
Stationary 1594.717 569 333 0.4837963 -0.141461
Stationary 1594.731 569 333 0.4837963 -0.141461
Stationary 1594.745 569 333 0.4837963 -0.141461
Moved 1594.76 557.6143 346.7399 0.4574405 -0.1061217
Moved 1594.776 545.5062 360.5432 0.4294125 -0.07061954
Moved 1594.792 531.6666 377.2001 0.3973764 -0.02777767
Moved 1594.807 519.7492 389.8759 0.3697897 0.004824807
Moved 1594.823 505.3931 404.6069 0.3365581 0.04271303
Moved 1594.838 491.3028 419.9669 0.3039417 0.0822194
Moved 1594.853 475.2262 434.4706 0.2667274 0.119523
Moved 1594.867 462.7272 445.2338 0.2377945 0.1472061
Moved 1594.884 445.885 457.8362 0.1988079 0.1796198
Moved 1594.9 432.8497 466.7668 0.1686337 0.2025896
Moved 1594.915 418.0665 475.0546 0.1344132 0.2239058
Moved 1594.93 403.6711 480.9981 0.1010904 0.2391926
Moved 1594.946 385.293 486.3714 0.05854855 0.2530128
Moved 1594.962 361.46 490.9274 0.003379583 0.2647308
Moved 1594.976 341.9683 492.3594 -0.04174004 0.2684141
Moved 1594.992 328.705 492 -0.072442 0.2674896
Moved 1595.009 312.716 492 -0.1094537 0.2674896
Moved 1595.023 296.0113 475.5103 -0.148122 0.2250779
Moved 1595.038 272.9048 460.9207 -0.2016091 0.1875532
Moved 1595.054 245.8965 434.8964 -0.2641286 0.1206183
Moved 1595.069 226.1467 413.8001 -0.3098455 0.06635827
Moved 1595.084 218.6547 401.4821 -0.3271881 0.03467619
Moved 1595.099 212.5719 391.2507 -0.3412688 0.008360858
Moved 1595.115 211.5172 387.5518 -0.3437101 -0.001152886
Moved 1595.13 211 386.1431 -0.3449074 -0.004775985
Moved 1595.145 211 384.7578 -0.3449074 -0.008339038
Moved 1595.162 211 383.7744 -0.3449074 -0.01086835
Moved 1595.178 232.0734 391.3782 -0.2961264 0.00868864
Moved 1595.191 263.1223 410.7014 -0.224254 0.05838833
Moved 1595.208 300.1053 433.9922 -0.138645 0.1182927
