players must know all the rules
players must know all the rules
Basic
0.6 0.6
432 388.8
Began 1491.01 599 488 0.5532407 0.2572016
Stationary 1491.03 599 488 0.5532407 0.2572016
Stationary 1491.045 599 488 0.5532407 0.2572016
Moved 1491.06 576.8392 461.407 0.5019425 0.1888041
Moved 1491.077 566.3452 448.6142 0.4776508 0.1559006
Moved 1491.09 550.0238 429.5278 0.43987 0.1068101
Moved 1491.106 537.9017 412.6271 0.4118094 0.06334136
Moved 1491.124 529.6699 402.1469 0.3927543 0.03638605
Moved 1491.138 520.5987 390.4841 0.3717562 0.006389029
Moved 1491.154 513.8699 379.5917 0.3561803 -0.02162619
Moved 1491.17 505.1088 370.2936 0.3359 -0.04554128
Moved 1491.185 497.9734 362.9734 0.319383 -0.06436878
Moved 1491.201 488.2722 356.0451 0.2969264 -0.08218859
Moved 1491.214 477.179 350.0895 0.2712478 -0.0975064
Moved 1491.23 456.5728 347.2764 0.2235482 -0.1047418
Moved 1491.247 443.0201 346.6443 0.1921761 -0.1063676
Moved 1491.262 401.6127 354.5863 0.09632577 -0.08594065
Moved 1491.278 374.957 360.8511 0.03462265 -0.0698274
Moved 1491.291 344.5664 365.4056 -0.03572598 -0.0581133
Moved 1491.309 312.3247 369.9576 -0.1103594 -0.04640524
Moved 1491.324 286.2534 374.0652 -0.1707097 -0.03584049
Moved 1491.338 259.1124 377.4888 -0.2335362 -0.02703506
Moved 1491.356 237.8184 380.555 -0.2828278 -0.01914876
Moved 1491.369 212.5562 383.3625 -0.341305 -0.01192776
Moved 1491.384 191.2373 386.5635 -0.3906544 -0.003694683
Moved 1491.401 176.5498 387.945 -0.4246532 -0.0001414813
Moved 1491.415 166.7237 390.6504 -0.4473989 0.006816809
Moved 1491.431 163.5961 393.1058 -0.4546386 0.01313225
Moved 1491.449 160.8341 396.1658 -0.4610321 0.02100265
Moved 1491.462 161 398.9183 -0.4606481 0.0280821
Moved 1491.477 161 403.4332 -0.4606481 0.03969447
Moved 1491.492 169.63 414.178 -0.4406713 0.06733011
Moved 1491.509 183.3312 426.0981 -0.4089555 0.09798886
Moved 1491.524 202.9489 440.2181 -0.3635441 0.1343057
Moved 1491.538 228.9662 454.9814 -0.3033189 0.1722773
Moved 1491.557 264.8403 470.1632 -0.220277 0.211325
Moved 1491.571 291.7942 478.5156 -0.1578838 0.2328076
Moved 1491.586 304.6404 482.5921 -0.1281473 0.2432923
Moved 1491.601 318.0883 486.6265 -0.09701774 0.2536689
Moved 1491.617 325.5509 489.7755 -0.07974321 0.2617681
Moved 1491.631 331.8522 492.9261 -0.06515691 0.2698716
Moved 1491.647 337.4016 494.3504 -0.05231102 0.2735349
Moved 1491.662 342.9207 495.7302 -0.03953546 0.2770837
Moved 1491.678 347.3267 497.1089 -0.02933641 0.2806298
Moved 1491.693 352.9568 498.4892 -0.01630381 0.2841799
Moved 1491.708 356.5968 499.3992 -0.007877846 0.2865205
Moved 1491.724 363.5836 500.9167 0.008295377 0.2904235
Moved 1491.74 370.5183 502.3036 0.024348 0.2939908
Moved 1491.754 375.7468 503 0.03645082 0.2957818
Moved 1491.77 381.2726 503 0.04924208 0.2957818
Moved 1491.785 385.3682 503 0.0587227 0.2957818
Moved 1491.8 388.6779 503.8389 0.06638397 0.2979395
Moved 1491.816 390 504.5 0.06944448 0.2996398
Moved 1491.831 390.1368 504 0.06976117 0.2983539
Stationary 1491.848 390.1368 504 0.06976117 0.2983539
Stationary 1491.861 390 504 0.06944448 0.2983539
Stationary 1491.878 390 504 0.06944448 0.2983539
Moved 1491.892 378.7738 504 0.04345784 0.2983539
Moved 1491.917 349 504 -0.02546296 0.2983539
Stationary 1491.928 349 504 -0.02546296 0.2983539
Moved 1491.939 331.5652 504 -0.06582125 0.2983539
Moved 1491.955 307.3136 504 -0.1219593 0.2983539
Moved 1491.971 290.8416 505.4299 -0.1600889 0.3020315
Moved 1491.986 276.805 505 -0.192581 0.3009258
Moved 1492.001 266.7725 505 -0.2158043 0.3009258
Moved 1492.018 260.5 506.5 -0.2303241 0.3047839
Moved 1492.031 257.1492 508.9254 -0.2380806 0.311022
Moved 1492.048 256.0366 509.9634 -0.2406561 0.3136919
Moved 1492.063 254.6765 511.3235 -0.2438044 0.3171899
Moved 1492.078 255 512.7094 -0.2430556 0.3207544
Moved 1492.093 253.9059 514.0942 -0.2455883 0.3243162
Moved 1492.12 253.1324 516 -0.2473788 0.329218
Moved 1492.131 253 517.2551 -0.2476852 0.3324463
Stationary 1492.141 253 517.2551 -0.2476852 0.3324463
Moved 1492.154 251.5 517 -0.2511574 0.33179
Stationary 1492.171 251.5 517 -0.2511574 0.33179
Moved 1492.186 246.7362 517 -0.2621847 0.33179
Moved 1492.201 239.6964 517 -0.2784806 0.33179
Moved 1492.217 229.2711 492.9066 -0.3026132 0.2698214
Moved 1492.231 219.4769 473.9539 -0.3252849 0.2210746
Moved 1492.246 211.0076 452.2198 -0.3448898 0.1651742
Moved 1492.262 205.0958 434.3112 -0.3585746 0.1191131
Moved 1492.278 200.9564 423.891 -0.3681565 0.09231214
Moved 1492.293 196.8495 406.0143 -0.3776633 0.04633299
Moved 1492.311 196.2194 398.5358 -0.3791218 0.02709832
Moved 1492.324 196 391.2117 -0.3796296 0.008260585
Moved 1492.339 196 384.5 -0.3796296 -0.009002057
Moved 1492.356 196 380.3358 -0.3796296 -0.01971249
Moved 1492.371 196 374.83 -0.3796296 -0.03387365
