players must know all the rules
players must know all the rules
Basic
0.6 0.6
432 388.8
Began 1147.571 527 542 0.3865741 0.3960905
Stationary 1147.591 527 542 0.3865741 0.3960905
Stationary 1147.605 527 542 0.3865741 0.3960905
Stationary 1147.619 527 542 0.3865741 0.3960905
Stationary 1147.635 527 542 0.3865741 0.3960905
Stationary 1147.65 527 542 0.3865741 0.3960905
Stationary 1147.666 527 542 0.3865741 0.3960905
Stationary 1147.682 527 542 0.3865741 0.3960905
Stationary 1147.697 527 542 0.3865741 0.3960905
Moved 1147.711 527 531.6805 0.3865741 0.3695486
Moved 1147.729 527 521.7349 0.3865741 0.3439681
Moved 1147.743 517.2542 512.6777 0.3640142 0.3206731
Moved 1147.759 514.3079 503.9235 0.3571941 0.2981572
Moved 1147.773 511.6242 494.6645 0.3509818 0.2743428
Moved 1147.789 507.3063 483.15 0.3409867 0.2447273
Moved 1147.804 504.2424 476.2324 0.3338945 0.226935
Moved 1147.82 500.4255 465.2766 0.3250591 0.1987565
Moved 1147.835 496.3665 456.7329 0.3156631 0.1767821
Moved 1147.851 493.6732 448.6831 0.3094288 0.1560778
Moved 1147.867 490.8058 442.6116 0.3027912 0.1404619
Moved 1147.882 488 437 0.2962963 0.1260288
Moved 1147.897 486.039 428.117 0.291757 0.1031815
Moved 1147.913 484.9643 423.8572 0.2892692 0.09222521
Moved 1147.928 482.0161 415.0483 0.2824448 0.06956869
Moved 1147.944 480.057 407.3419 0.2779096 0.0497475
Moved 1147.958 477.2356 400.0889 0.2713787 0.03109284
Moved 1147.975 476.1859 394.7437 0.2689489 0.01734474
Moved 1147.99 473.4976 388.9951 0.2627259 0.002559418
Moved 1148.005 472.3091 384.6182 0.2599748 -0.008698058
Moved 1148.022 471.1462 381.4386 0.2572829 -0.01687611
Moved 1148.036 469.7509 377.2529 0.2540531 -0.0276418
Moved 1148.052 467.3119 371.2474 0.2484071 -0.0430881
Moved 1148.067 465.8713 364.3563 0.2450724 -0.060812
Moved 1148.082 462.839 357.0975 0.2380533 -0.07948165
Moved 1148.095 460.9825 350.9297 0.2337557 -0.0953453
Moved 1148.112 459.5436 345.1746 0.2304251 -0.1101478
Moved 1148.128 458.3386 341.0156 0.2276356 -0.1208447
Moved 1148.143 458 339.0223 0.2268519 -0.1259715
Moved 1148.158 456.5754 336.1508 0.2235541 -0.1333572
Moved 1148.173 456.1374 334.2748 0.2225403 -0.1381821
Moved 1148.19 455.5 333 0.2210648 -0.141461
Moved 1148.206 454.2624 333 0.2182 -0.141461
Moved 1148.22 452.8295 333 0.2148831 -0.141461
Moved 1148.236 450 333 0.2083333 -0.141461
Moved 1148.252 444.2262 333 0.194968 -0.141461
Moved 1148.267 437.0119 333 0.1782683 -0.141461
Moved 1148.282 428.5693 341.8989 0.1587253 -0.118573
Moved 1148.297 417.3769 346.2337 0.1328168 -0.1074237
Moved 1148.314 407.8817 350.5444 0.1108373 -0.09633656
Moved 1148.33 399.198 353.9208 0.09073605 -0.08765224
Moved 1148.344 387.8053 356.7986 0.06436417 -0.08025047
Moved 1148.359 379.4827 360.5057 0.04509886 -0.07071569
Moved 1148.376 368.3776 363.8921 0.01939267 -0.06200594
Moved 1148.391 355.6394 366.7468 -0.0100939 -0.05466375
Moved 1148.406 343.5943 369.6457 -0.03797611 -0.04720766
Moved 1148.424 330.6369 373.7877 -0.06797006 -0.03655445
Moved 1148.437 322.0645 376.1152 -0.08781379 -0.03056789
Moved 1148.453 311.9769 378.1462 -0.1111646 -0.02534427
Moved 1148.468 302.5496 380.3223 -0.1329871 -0.0197471
Moved 1148.483 290.6784 383.6643 -0.1604666 -0.01115147
Moved 1148.498 281.2587 386.2118 -0.1822716 -0.004599379
Moved 1148.514 272.2691 389.0923 -0.2030809 0.002809454
Moved 1148.529 265.0685 391.9726 -0.2197488 0.01021746
Moved 1148.545 256.45 394.85 -0.2396991 0.01761817
Moved 1148.559 249.669 397.7324 -0.2553959 0.02503195
Moved 1148.576 244.0627 398.9874 -0.2683733 0.02825976
Moved 1148.591 236.9093 403.2545 -0.2849323 0.03923467
Moved 1148.606 232.5564 403.8609 -0.2950085 0.04079442
Moved 1148.621 226.7865 405.3034 -0.3083647 0.0445046
Moved 1148.637 222.7785 407.7405 -0.3176422 0.05077279
Moved 1148.652 218.4599 409.18 -0.327639 0.05447525
Moved 1148.667 214.13 410.6234 -0.3376622 0.05818759
Moved 1148.683 211.4287 412.5713 -0.343915 0.06319772
Moved 1148.698 208.6962 414.1519 -0.3502402 0.06726289
Moved 1148.713 206.408 416.1839 -0.3555369 0.07248937
Moved 1148.729 204.9682 418.0319 -0.35887 0.07724235
Moved 1148.743 205 420.9329 -0.3587963 0.08470374
Moved 1148.76 205 424.728 -0.3587963 0.09446497
Moved 1148.777 205 430.423 -0.3587963 0.1091127
Moved 1148.791 205 435 -0.3587963 0.1208847
Moved 1148.806 225.4388 449.4388 -0.3114842 0.1580215
Moved 1148.821 243.7935 460.9499 -0.2689965 0.1876282
Moved 1148.837 265.5922 476.3331 -0.2185365 0.227194
Moved 1148.854 288.0084 490.5052 -0.1666473 0.2636451
Moved 1148.868 306.9282 502.1569 -0.1228514 0.2936133
Moved 1148.884 320.2133 510.8088 -0.09209897 0.3158663
Moved 1148.908 338.4646 520.0493 -0.04985044 0.3396327
Moved 1148.921 347.7814 524.3907 -0.02828385 0.350799
Stationary 1148.933 347.7814 524.3907 -0.02828385 0.350799
