travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Began 336.5028 398 331 0.08796295 -0.146605
Stationary 336.5224 398 331 0.08796295 -0.146605
Stationary 336.5378 398 331 0.08796295 -0.146605
Moved 336.5533 387.9493 348.3096 0.06469736 -0.1020844
Moved 336.5682 377.9313 367.1374 0.04150768 -0.05365905
Moved 336.5866 368.5716 383.4997 0.01984169 -0.01157502
Moved 336.5987 361.8065 397.4354 0.004181663 0.02426799
Moved 336.6151 354.8252 411.3495 -0.01197865 0.06005542
Moved 336.6321 348.8288 424.3994 -0.02585918 0.09361981
Moved 336.6455 343.3044 439.9853 -0.0386472 0.1337069
Moved 336.661 339.1204 453.9321 -0.04833251 0.1695784
Moved 336.6792 336.6556 465.0496 -0.05403787 0.1981729
Moved 336.6916 333.8854 474.3438 -0.06045043 0.2220776
Moved 336.7097 332.5568 485.5457 -0.06352594 0.2508891
Moved 336.7217 331.1735 491.1325 -0.06672805 0.2652585
Moved 336.7385 330.0844 494.7469 -0.06924912 0.2745547
Moved 336.7531 328.7327 498.8021 -0.07237806 0.2849847
Moved 336.7688 327.3397 501.3206 -0.07560249 0.2914623
Moved 336.7841 324.9132 503.0434 -0.08121938 0.2958935
Moved 336.7989 322.1409 504.4296 -0.08763675 0.2994586
Moved 336.8144 314.196 504 -0.1060278 0.2983539
Moved 336.83 304.7499 504 -0.1278937 0.2983539
Moved 336.8448 291 504 -0.1597222 0.2983539
Moved 336.8619 278.2374 493.0144 -0.1892652 0.2700987
Moved 336.8774 262.2453 485.1338 -0.2262841 0.2498296
Moved 336.8918 248.2124 479.485 -0.2587676 0.2353008
Moved 336.9074 236.0252 472.2657 -0.2869788 0.2167328
Moved 336.9227 222.7616 464.257 -0.3176815 0.1961341
Moved 336.9378 213.5 457.5 -0.3391204 0.1787551
Moved 336.9526 202.7412 449.5294 -0.364025 0.1582546
Moved 336.9692 197.1373 444.1373 -0.376997 0.1443859
Moved 336.9835 188.9013 438.6008 -0.3960618 0.1301461
Moved 336.999 184.0755 432.8066 -0.4072326 0.1152433
Moved 337.0154 180.7734 428.6601 -0.4148764 0.1045784
Moved 337.0332 178.4991 425.9982 -0.420141 0.09773179
Moved 337.0448 177.1268 424.1268 -0.4233176 0.0929186
Moved 337.0608 177 422.7491 -0.4236111 0.08937525
Moved 337.0844 176 417.673 -0.4259259 0.07631945
Stationary 337.0946 176 417.673 -0.4259259 0.07631945
Moved 337.1062 176 413.8997 -0.4259259 0.06661427
Moved 337.1223 176 408.336 -0.4259259 0.05230444
Moved 337.1378 181.6219 401.9844 -0.4129122 0.03596792
