want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 528.0295 444 323 0.1944444 -0.1671811
Stationary 528.0477 444 323 0.1944444 -0.1671811
Stationary 528.0631 444 323 0.1944444 -0.1671811
Stationary 528.0766 444 323 0.1944444 -0.1671811
Stationary 528.0922 444 323 0.1944444 -0.1671811
Stationary 528.109 444 323 0.1944444 -0.1671811
Stationary 528.1223 444 323 0.1944444 -0.1671811
Moved 528.1379 417.3966 343.5485 0.1328625 -0.11433
Moved 528.1563 407.3689 349.3787 0.1096503 -0.09933471
Moved 528.1706 382.7253 365.9301 0.05260487 -0.05676419
Moved 528.186 360.3266 383.4127 0.0007559856 -0.01179872
Moved 528.2014 343.8967 395.5297 -0.0372761 0.01936638
Moved 528.2162 322.3366 411.4739 -0.08718376 0.06037515
Moved 528.2321 293.1584 436.2061 -0.1547259 0.1239867
Moved 528.2478 271.1396 456.603 -0.2056953 0.176448
Moved 528.2639 264.5 463.5 -0.2210648 0.1941872
Moved 528.2773 259.2454 466.7546 -0.2332282 0.202558
Moved 528.2937 252.7407 470.1037 -0.2482854 0.2111719
Moved 528.3157 246.4614 472 -0.2628209 0.2160493
Moved 528.3394 243.7342 472 -0.2691338 0.2160493
Moved 528.3528 241 472 -0.275463 0.2160493
Moved 528.3663 232.1145 455.5323 -0.2960313 0.1736942
Moved 528.3805 219.8334 431.6668 -0.3244597 0.1123116
Stationary 528.3915 219.8334 431.6668 -0.3244597 0.1123116
Moved 528.4012 207.4772 403.1134 -0.3530621 0.03887184
Moved 528.4157 202.4041 383.5632 -0.3648053 -0.01141152
Moved 528.4312 198.9665 366.7992 -0.3727627 -0.0545289
Moved 528.4464 197.6185 353.1846 -0.3758832 -0.08954578
Moved 528.4637 198 344.7798 -0.375 -0.1111629
Moved 528.4769 198 336.3502 -0.375 -0.1328442
Moved 528.493 215.7782 320.7033 -0.3338467 -0.1730882
Moved 528.51 226.3724 312.3563 -0.3093232 -0.1945568
Moved 528.5239 285.6049 282.7855 -0.1722108 -0.2706133
Moved 528.5394 328.2583 268.6586 -0.07347623 -0.306948
Moved 528.5546 370.528 249.0277 0.02437035 -0.357439
Moved 528.5701 398.19 238.3151 0.08840273 -0.3849922
Moved 528.5856 416.1057 226.1576 0.1298742 -0.4162613
Moved 528.6004 432.9768 214.0947 0.1689278 -0.4472872
Moved 528.6157 443.4759 206.1431 0.1932312 -0.467739
Moved 528.6313 452.8379 200.5212 0.2149025 -0.4821985
Moved 528.6473 462.3617 193.5989 0.2369483 -0.500003
Moved 528.6638 467.38 191.3101 0.2485648 -0.5058898
Moved 528.6807 471.6454 187.3546 0.2584383 -0.5160633
Moved 528.694 474.1384 187 0.2642092 -0.5169753
Moved 528.7108 475.9304 187 0.2683574 -0.5169753
Stationary 528.7244 476 187 0.2685185 -0.5169753
Moved 528.7397 476 212.0376 0.2685185 -0.4525782
Moved 528.7574 452.2947 274.2175 0.2136451 -0.2926506
Moved 528.7712 440.4769 315.8961 0.1862891 -0.1854524
Moved 528.7872 432.3953 346.9847 0.1675816 -0.1054919
Moved 528.8031 418.9732 386.8832 0.136512 -0.002872561
Moved 528.8257 399.5 447.5 0.09143522 0.1530349
Stationary 528.8362 399.5 447.5 0.09143522 0.1530349
Moved 528.8483 395.2119 462.0613 0.08150905 0.1904867
Moved 528.8639 389.1062 476.7664 0.0673754 0.2283086
Moved 528.8795 384.9689 487.7495 0.05779842 0.2565571
Moved 528.8948 381.5837 494.5407 0.0499623 0.2740244
Moved 528.9102 379.9209 499.2372 0.04611323 0.2861039
Moved 528.9257 377.1281 503.3077 0.03964851 0.2965733
Ended 528.939 377 505 0.03935188 0.3009258
Candidates 529.1097 12 want wave wander range weaver grant heavy rant teacher frame stranger react
Began 529.4645 435 226 0.1736111 -0.4166668
Stationary 529.4795 435 226 0.1736111 -0.4166668
Stationary 529.4938 435 226 0.1736111 -0.4166668
Stationary 529.509 435 226 0.1736111 -0.4166668
Stationary 529.5258 435 226 0.1736111 -0.4166668
Moved 529.5413 435 243.397 0.1736111 -0.3719213
Moved 529.5564 435 267.6224 0.1736111 -0.3096131
Moved 529.5712 435 298.7231 0.1736111 -0.2296216
Moved 529.5865 435 327.3636 0.1736111 -0.1559579
Moved 529.6026 435 352.9227 0.1736111 -0.09021931
Moved 529.6184 435 362.415 0.1736111 -0.06580517
Moved 529.6333 435 372.2081 0.1736111 -0.04061718
Moved 529.6483 435 377.9036 0.1736111 -0.02596804
Moved 529.6644 435 382.0397 0.1736111 -0.01533014
Moved 529.68 435 382.7035 0.1736111 -0.01362279
Moved 529.6974 435 386.2161 0.1736111 -0.004588233
Moved 529.711 435 387.0948 0.1736111 -0.002328182
Moved 529.7266 435 388.496 0.1736111 0.001275726
Ended 529.7421 435 389.5 0.1736111 0.003857946
Accept 529.7834 0 want
Began 529.9551 438 253 0.1805556 -0.3472223
Stationary 529.973 438 253 0.1805556 -0.3472223
Stationary 529.9873 438 253 0.1805556 -0.3472223
Moved 530.0028 438 262.6428 0.1805556 -0.3224208
Moved 530.019 438 283.8452 0.1805556 -0.2678878
Moved 530.0339 438 302.9851 0.1805556 -0.2186597
Moved 530.0496 438 330.1869 0.1805556 -0.1486963
