just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 183.1898 417 330 0.1319444 -0.149177
Stationary 183.2066 417 330 0.1319444 -0.149177
Stationary 183.2232 417 330 0.1319444 -0.149177
Stationary 183.2377 417 330 0.1319444 -0.149177
Stationary 183.2513 417 330 0.1319444 -0.149177
Stationary 183.2675 417 330 0.1319444 -0.149177
Stationary 183.283 417 330 0.1319444 -0.149177
Stationary 183.2986 417 330 0.1319444 -0.149177
Moved 183.314 417 342.2266 0.1319444 -0.1177299
Moved 183.3308 417 346.6168 0.1319444 -0.1064382
Moved 183.3453 417 354.412 0.1319444 -0.08638884
Moved 183.3606 417 362.821 0.1319444 -0.064761
Moved 183.3761 417 372.8245 0.1319444 -0.03903173
Moved 183.3906 417 382.5223 0.1319444 -0.01408879
Moved 183.406 417 393.7718 0.1319444 0.01484506
Moved 183.4236 417 399 0.1319444 0.02829214
Moved 183.4367 417 411.1611 0.1319444 0.05957073
Moved 183.4517 417 421.0919 0.1319444 0.08511288
Moved 183.4672 417 429.1023 0.1319444 0.1057157
Moved 183.4834 417 436.3607 0.1319444 0.1243844
Moved 183.4991 417 443.2426 0.1319444 0.1420847
Moved 183.514 417 448.3755 0.1319444 0.1552868
Moved 183.5312 417 453.9688 0.1319444 0.1696726
Moved 183.5451 417 456.5685 0.1319444 0.1763593
Moved 183.5604 417 463.2345 0.1319444 0.1935043
Moved 183.5758 417 469.1337 0.1319444 0.2086771
Moved 183.5912 417 476.1102 0.1319444 0.2266209
Moved 183.6065 417 481.0469 0.1319444 0.239318
Moved 183.6222 417 486.7691 0.1319444 0.2540357
Moved 183.6376 417 492.7452 0.1319444 0.2694064
Moved 183.6528 417 497.1332 0.1319444 0.2806922
Moved 183.6677 417 501.321 0.1319444 0.2914635
Moved 183.684 417 505.4821 0.1319444 0.3021657
Moved 183.699 417 508.7677 0.1319444 0.3106164
Moved 183.7135 417 512.8358 0.1319444 0.3210797
Moved 183.7299 417 514.3306 0.1319444 0.3249244
Moved 183.7449 417 516.0576 0.1319444 0.3293662
Moved 183.7605 417 517.4486 0.1319444 0.3329439
Moved 183.7793 417 518.4968 0.1319444 0.3356399
Moved 183.7913 417 519.8891 0.1319444 0.3392209
Moved 183.8065 408.011 520 0.1111365 0.3395061
Moved 183.8241 410 521.5 0.1157407 0.3433641
Moved 183.8382 408.9672 521 0.11335 0.3420781
Stationary 183.8533 409 521 0.113426 0.3420781
Moved 183.8682 407.1543 521 0.1091534 0.3420781
Moved 183.884 406.0368 521 0.1065666 0.3420781
Moved 183.8999 404.6598 521 0.1033792 0.3420781
Moved 183.9152 403.2697 521 0.1001612 0.3420781
Moved 183.9311 399.6377 521 0.09175389 0.3420781
Moved 183.9454 395.5136 509.0362 0.08220732 0.311307
Moved 183.9615 389.7275 503.873 0.06881366 0.2980271
Moved 183.9771 385.2816 498.0422 0.05852232 0.2830303
Moved 183.9909 380 490 0.04629632 0.2623456
Moved 184.0139 367.5308 476.5308 0.01743227 0.2277025
Stationary 184.0254 367.5308 476.5308 0.01743227 0.2277025
Moved 184.0376 359.1773 466.7068 -0.001904368 0.2024352
Moved 184.0533 348.2137 458.0788 -0.02728323 0.1802438
Moved 184.0701 339.4559 450.7133 -0.04755571 0.1612995
Moved 184.0851 329.5157 444.4375 -0.07056558 0.1451581
Moved 184.1 320.8654 437.8878 -0.09058932 0.1283122
Moved 184.1142 311.6309 431.754 -0.1119654 0.1125358
Moved 184.1306 298.8952 424.7195 -0.1414463 0.09444319
Moved 184.1457 290.4347 417.8967 -0.1610308 0.0768946
Moved 184.1615 280.5739 412.1851 -0.1838569 0.06220433
Moved 184.1754 272.0499 405.23 -0.2035881 0.04431575
Moved 184.1915 263.1695 399.1211 -0.2241447 0.02860359
Moved 184.2064 257.5587 394.919 -0.2371326 0.01779576
Moved 184.223 251.5 391.5 -0.2511574 0.009002057
Moved 184.2378 246.5343 388.3562 -0.2626521 0.0009161159
Moved 184.2528 242.3705 385.5803 -0.2722905 -0.00622345
Moved 184.2694 238.8089 382.809 -0.2805349 -0.01335152
Moved 184.2841 237.0161 382 -0.284685 -0.01543218
Moved 184.3004 235.6351 380.6351 -0.2878816 -0.01894256
Moved 184.3157 235.2434 381 -0.2887884 -0.01800419
Stationary 184.3329 235 381 -0.2893518 -0.01800419
