a very traditional way to dress
a very traditional way to dress
FixStart
0.6 0.6
432 388.8
Began 467.5329 437 452 0.1782407 0.164609
Stationary 467.5512 437 452 0.1782407 0.164609
Stationary 467.5672 437 452 0.1782407 0.164609
Moved 467.5814 432.1248 452 0.1669555 0.164609
Moved 467.5972 420.475 452 0.1399884 0.164609
Moved 467.6162 410.3762 452 0.1166115 0.164609
Moved 467.6273 396.7854 452 0.08515149 0.164609
Moved 467.6438 386.3351 452 0.06096095 0.164609
Moved 467.6598 369.4989 452 0.02198815 0.164609
Moved 467.6742 356.7566 452 -0.00750795 0.164609
Moved 467.6893 343.6687 452 -0.03780385 0.164609
Moved 467.7048 333.1025 445 -0.06226271 0.1466049
Moved 467.721 323.0419 445 -0.0855511 0.1466049
Moved 467.7365 312.4276 445 -0.1101213 0.1466049
Moved 467.7505 304.7667 445 -0.1278548 0.1466049
Moved 467.766 294.8593 443.9824 -0.1507886 0.1439877
Moved 467.7827 283.8275 443.5468 -0.1763253 0.1428673
Moved 467.7982 273.7519 443 -0.1996483 0.1414608
Moved 467.8152 263.6831 443 -0.2229558 0.1414608
Moved 467.83 254.3987 443 -0.2444475 0.1414608
Moved 467.845 248.205 443 -0.2587848 0.1414608
Moved 467.8599 241.5 443 -0.2743055 0.1414608
Moved 467.8748 238.1458 443 -0.28207 0.1414608
Moved 467.8909 234.6839 443 -0.2900836 0.1414608
Moved 467.9063 230.8081 443 -0.2990553 0.1414608
Moved 467.9224 228.9712 443 -0.3033074 0.1414608
Moved 467.9384 226.0476 443 -0.310075 0.1414608
Moved 467.9525 224.0879 443 -0.3146114 0.1414608
Moved 467.968 222.6567 443 -0.3179244 0.1414608
Moved 467.9832 221.6534 443 -0.3202467 0.1414608
Moved 467.9999 219 443 -0.3263889 0.1414608
Stationary 468.0139 218.835 443 -0.3267709 0.1414608
Moved 468.0282 218 443 -0.3287037 0.1414608
Ended 468.0452 218 443 -0.3287037 0.1414608
Candidates 468.1647 12 a as gas ass faa aa da fda ga aaa sa fas
Began 468.4597 396 337 0.08333336 -0.1311728
Stationary 468.4762 396 337 0.08333336 -0.1311728
Stationary 468.4921 396 337 0.08333336 -0.1311728
Moved 468.5081 390.6237 364.3656 0.0708881 -0.06078806
