effort is what it will take
effort is what it will take
FixStart
0.6 0.6
432 388.8
Began 2947.797 388 228 0.06481478 -0.4115227
Stationary 2947.814 388 228 0.06481478 -0.4115227
Stationary 2947.829 388 228 0.06481478 -0.4115227
Stationary 2947.845 388 228 0.06481478 -0.4115227
Stationary 2947.861 388 228 0.06481478 -0.4115227
Stationary 2947.875 388 228 0.06481478 -0.4115227
Stationary 2947.891 388 228 0.06481478 -0.4115227
Moved 2947.906 364.6827 250.3173 0.0108396 -0.3541223
Moved 2947.923 354.0316 258.3747 -0.01381571 -0.3333984
Moved 2947.939 336.6866 277.3134 -0.05396615 -0.2846879
Moved 2947.954 323.3314 290.6686 -0.08488099 -0.2503381
Moved 2947.968 311.4803 302.5197 -0.1123142 -0.2198567
Moved 2947.983 300.8794 314.2807 -0.1368533 -0.1896073
Moved 2947.999 292.39 327.415 -0.1565046 -0.1558257
Moved 2948.016 284.7531 340.4445 -0.1741827 -0.1223137
Moved 2948.03 280.4194 346.8708 -0.1842143 -0.1057849
Moved 2948.046 275.1341 357.7318 -0.1964489 -0.07785027
Moved 2948.062 271.8789 366.3632 -0.2039839 -0.05565015
Moved 2948.078 269.5052 372.969 -0.2094788 -0.03866007
Moved 2948.092 267.1357 378.7964 -0.2149637 -0.02367169
Moved 2948.107 265.6408 385.796 -0.2184241 -0.005668828
Moved 2948.122 265.1955 387.609 -0.2194549 -0.001005636
Moved 2948.137 264.07 389.86 -0.2220602 0.00478403
Moved 2948.153 264 391.3452 -0.2222222 0.008603908
Moved 2948.169 262.5 392.5 -0.2256944 0.01157403
Moved 2948.185 261.8917 393.1083 -0.2271026 0.01313861
Moved 2948.199 261.3498 393 -0.2283569 0.01285996
Moved 2948.216 261 394.086 -0.2291666 0.01565325
Moved 2948.23 259.5 394 -0.2326389 0.01543206
Stationary 2948.246 259.5 394 -0.2326389 0.01543206
Moved 2948.261 260 394 -0.2314815 0.01543206
Stationary 2948.276 260 394 -0.2314815 0.01543206
Stationary 2948.292 260 394 -0.2314815 0.01543206
Moved 2948.308 260 386.2041 -0.2314815 -0.004619159
Moved 2948.323 274.1169 363.9754 -0.1988035 -0.06179165
Moved 2948.339 282.1563 348.9186 -0.1801936 -0.1005181
Moved 2948.354 296 322.5 -0.1481481 -0.1684671
Moved 2948.37 305.726 304.0932 -0.1256342 -0.2158097
Moved 2948.384 315.2678 285.4644 -0.1035467 -0.2637233
Moved 2948.4 323.9443 268.8152 -0.08346235 -0.3065452
Moved 2948.417 331.6081 253.8853 -0.06572207 -0.3449453
Moved 2948.43 334 246 -0.06018519 -0.3652264
Moved 2948.447 336.9498 240.1005 -0.05335703 -0.3804
Moved 2948.462 339.8272 235.7593 -0.04669636 -0.3915657
Moved 2948.478 340.3688 234.2625 -0.04544263 -0.3954155
Moved 2948.494 341.9378 232.0621 -0.04181057 -0.4010747
Moved 2948.508 343.3727 230.6273 -0.03848916 -0.4047651
Moved 2948.523 345.813 230 -0.03284032 -0.4063786
Moved 2948.539 348.5025 230 -0.02661452 -0.4063786
Moved 2948.554 355.1162 230 -0.01130511 -0.4063786
Moved 2948.57 374.8735 250.2567 0.03442943 -0.354278
Moved 2948.586 402.1095 279.6186 0.09747565 -0.2787588
Moved 2948.601 440.7353 336.103 0.1868873 -0.1334799
Moved 2948.617 454.8756 354.2924 0.2196196 -0.08669653
Moved 2948.631 468.5239 371.8164 0.2512126 -0.04162455
Moved 2948.646 480.8881 384.8881 0.2798336 -0.008003878
Moved 2948.663 491.7751 393.6965 0.3050349 0.01465142
Moved 2948.678 501.8477 400.8912 0.3283511 0.03315639
Moved 2948.693 508.3817 405.2545 0.343476 0.04437866
Moved 2948.709 516.0721 411.5541 0.3612779 0.06058139
Moved 2948.724 520.8873 414.9249 0.3724243 0.06925108
Moved 2948.739 525.0684 417.7123 0.3821028 0.07642043
Moved 2948.755 527.6075 418.8037 0.3879802 0.07922757
Moved 2948.772 530.469 419 0.3946041 0.07973251
Moved 2948.785 532.3611 420 0.3989839 0.08230445
Moved 2948.801 533.8158 420.8158 0.4023514 0.08440276
Moved 2948.816 536.3533 421 0.4082252 0.08487643
Moved 2948.832 537.6232 421 0.4111648 0.08487643
Moved 2948.847 539.0583 421 0.4144868 0.08487643
Moved 2948.863 541.5015 421 0.4201423 0.08487643
Moved 2948.878 542.9391 421 0.4234702 0.08487643
