that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 1568.494 348 547 -0.0277778 0.4089505
Stationary 1568.515 348 547 -0.0277778 0.4089505
Stationary 1568.53 348 547 -0.0277778 0.4089505
Stationary 1568.544 348 547 -0.0277778 0.4089505
Stationary 1568.559 348 547 -0.0277778 0.4089505
Stationary 1568.575 348 547 -0.0277778 0.4089505
Stationary 1568.59 348 547 -0.0277778 0.4089505
Stationary 1568.606 348 547 -0.0277778 0.4089505
Stationary 1568.622 348 547 -0.0277778 0.4089505
Stationary 1568.636 348 547 -0.0277778 0.4089505
Stationary 1568.651 348 547 -0.0277778 0.4089505
Stationary 1568.667 348 547 -0.0277778 0.4089505
Moved 1568.683 348 525.4758 -0.0277778 0.3535901
Moved 1568.698 359.07 512.93 -0.002152671 0.3213219
Moved 1568.715 366 498.5 0.01388888 0.2842077
Moved 1568.73 374.4876 479.0248 0.03353615 0.2341171
Moved 1568.745 383.604 459.5246 0.05463898 0.1839624
Moved 1568.761 391.5589 436.7468 0.07305304 0.1253776
Moved 1568.776 397.5777 418.1224 0.08698552 0.07747536
Moved 1568.79 403.3248 403.188 0.1002888 0.03906387
Moved 1568.807 408.0672 390.8209 0.1112666 0.007255185
Moved 1568.822 412.4 380.7333 0.1212964 -0.01869005
Moved 1568.838 414.5453 374.2737 0.1262622 -0.03530416
Moved 1568.853 416.9706 368.0589 0.1318763 -0.05128892
Moved 1568.868 418.4196 362.3217 0.1352305 -0.06604513
Moved 1568.884 419 358.2858 0.1365741 -0.07642557
Moved 1568.899 420.2894 355.4213 0.1395587 -0.08379312
Moved 1568.914 420 354.2675 0.1388889 -0.08676058
Moved 1568.942 420 351.7603 0.1388889 -0.0932093
Moved 1568.954 420 351.2625 0.1388889 -0.09448973
Stationary 1568.964 420 351.2625 0.1388889 -0.09448973
Moved 1568.975 410.5278 351 0.1169625 -0.09516476
Moved 1568.991 394.6266 356.5301 0.08015414 -0.0809412
Moved 1569.007 378.4091 366.3223 0.04261374 -0.05575556
Moved 1569.022 356.6566 374.9374 -0.007739464 -0.03359736
Moved 1569.037 332.1252 385.5367 -0.06452506 -0.006335733
Moved 1569.053 316.5845 390.1187 -0.1004988 0.005449326
Moved 1569.069 276.0076 400.7985 -0.1944269 0.03291778
Moved 1569.085 257.2139 404.398 -0.2379307 0.04217587
Moved 1569.1 239.3475 405 -0.2792882 0.04372424
Moved 1569.117 223.7302 405.5855 -0.3154394 0.04523018
Moved 1569.132 209.7341 406 -0.3478379 0.04629618
Moved 1569.145 199.8 406 -0.3708332 0.04629618
Moved 1569.163 195.3673 406 -0.3810942 0.04629618
Moved 1569.177 191.7809 406 -0.389396 0.04629618
Moved 1569.193 187.1751 406 -0.4000576 0.04629618
Stationary 1569.209 186.8662 406 -0.4007726 0.04629618
Moved 1569.223 185.5 406 -0.4039352 0.04629618
Stationary 1569.239 185.5 406 -0.4039352 0.04629618
Moved 1569.253 186 406 -0.4027778 0.04629618
Stationary 1569.272 186 406 -0.4027778 0.04629618
Moved 1569.285 191.0615 406.7231 -0.3910614 0.04815608
Moved 1569.3 201.1665 411.6666 -0.3676703 0.06087071
Moved 1569.316 217.2393 418.6196 -0.3304645 0.07875407
Moved 1569.332 240.7356 429.327 -0.2760749 0.1062936
Moved 1569.347 257.8064 437.9032 -0.2365594 0.1283518
Moved 1569.363 270.0795 443.4371 -0.2081493 0.1425851
Moved 1569.378 294.0595 455.0248 -0.15264 0.1723888
Moved 1569.393 314.3517 463.7222 -0.1056674 0.1947585
Moved 1569.409 320.8751 466.8523 -0.09056698 0.2028093
Moved 1569.425 340.9314 476.3029 -0.04414027 0.2271164
Moved 1569.439 349.4636 481.2529 -0.02438982 0.2398478
Moved 1569.455 366.8655 493.2437 0.01589249 0.2706885
Moved 1569.47 376.4742 500.5567 0.03813466 0.2894977
Moved 1569.486 381.5101 503.4343 0.04979194 0.2968989
Moved 1569.501 386.642 508.642 0.06167123 0.3102931
Moved 1569.518 390.3145 511.6573 0.07017244 0.3180485
Moved 1569.531 393.2025 513.1013 0.07685771 0.3217624
Moved 1569.547 397.5 516 0.08680551 0.329218
Ended 1569.562 397.5 516 0.08680551 0.329218
Candidates 1569.744 12 that thai what okay lay they today last kat threat usat lat
Began 1570.192 376 425 0.03703703 0.09516452
Moved 1570.21 376 439.3563 0.03703703 0.1320891
Moved 1570.224 376 456.383 0.03703703 0.1758821
Moved 1570.24 376 473.0559 0.03703703 0.2187651
Moved 1570.256 376 480.924 0.03703703 0.239002
Moved 1570.272 376 498.0067 0.03703703 0.2829389
Moved 1570.287 376 503.0341 0.03703703 0.2958696
Moved 1570.301 376 508 0.03703703 0.3086419
Moved 1570.318 376 510.8282 0.03703703 0.3159162
Stationary 1570.332 376 511.1367 0.03703703 0.3167095
Ended 1570.347 376 514 0.03703703 0.324074
Accept 1570.405 0 that
Began 1570.668 488 499 0.2962963 0.2854938
