are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 3536.968 369 338 0.02083332 -0.1286009
Ended 3536.987 369 338 0.02083332 -0.1286009
Candidates 3537.029 7 g h f d j s k
Began 3537.292 111 339 -0.5763888 -0.1260288
Stationary 3537.311 111 339 -0.5763888 -0.1260288
Stationary 3537.326 111 339 -0.5763888 -0.1260288
Stationary 3537.339 111 339 -0.5763888 -0.1260288
Stationary 3537.355 111 339 -0.5763888 -0.1260288
Stationary 3537.371 111 339 -0.5763888 -0.1260288
Stationary 3537.386 111 339 -0.5763888 -0.1260288
Stationary 3537.403 111 339 -0.5763888 -0.1260288
Stationary 3537.417 111 339 -0.5763888 -0.1260288
Stationary 3537.432 111 339 -0.5763888 -0.1260288
Stationary 3537.448 111 339 -0.5763888 -0.1260288
Stationary 3537.463 111 339 -0.5763888 -0.1260288
Stationary 3537.479 111 339 -0.5763888 -0.1260288
Stationary 3537.495 111 339 -0.5763888 -0.1260288
Moved 3537.515 122.0777 351.1553 -0.5507461 -0.09476516
Moved 3537.527 123.1347 352.1347 -0.5482993 -0.0922462
Moved 3537.54 124.6216 354.6216 -0.5448575 -0.08584984
Moved 3537.556 126.0634 356.0634 -0.54152 -0.08214165
Moved 3537.571 127.4991 357.4991 -0.5381965 -0.07844893
Moved 3537.589 128.938 358.938 -0.5348659 -0.07474805
Moved 3537.604 130.3766 360.3766 -0.5315356 -0.07104795
Moved 3537.618 130 360 -0.5324074 -0.07201654
Moved 3537.634 130.9193 360.9193 -0.5302794 -0.06965205
Moved 3537.65 131.5 361.5 -0.5289352 -0.06815843
Moved 3537.664 131 362 -0.5300926 -0.06687243
Moved 3537.679 132.2084 362 -0.5272952 -0.06687243
Moved 3537.696 132 363.5 -0.5277778 -0.06301456
Moved 3537.711 132 363 -0.5277778 -0.06430049
Moved 3537.725 132.5276 363.5276 -0.5265565 -0.06294344
Moved 3537.74 133 364 -0.5254629 -0.06172839
Stationary 3537.758 133 364 -0.5254629 -0.06172839
Stationary 3537.772 133 364 -0.5254629 -0.06172839
Moved 3537.786 133.9579 364.9579 -0.5232457 -0.0592647
Stationary 3537.803 134 365 -0.5231482 -0.05915646
Stationary 3537.817 134 365 -0.5231482 -0.05915646
Stationary 3537.833 134 365 -0.5231482 -0.05915646
Stationary 3537.85 134 365 -0.5231482 -0.05915646
Stationary 3537.864 134 365 -0.5231482 -0.05915646
Stationary 3537.88 134 365 -0.5231482 -0.05915646
Stationary 3537.895 134 365 -0.5231482 -0.05915646
Stationary 3537.911 134 365 -0.5231482 -0.05915646
Stationary 3537.927 134 365 -0.5231482 -0.05915646
Moved 3537.942 135 365 -0.5208333 -0.05915646
Stationary 3537.957 135 365 -0.5208333 -0.05915646
Stationary 3537.974 135 365 -0.5208333 -0.05915646
Stationary 3537.986 135 365 -0.5208333 -0.05915646
Stationary 3538.003 135 365 -0.5208333 -0.05915646
Stationary 3538.018 135 365 -0.5208333 -0.05915646
Stationary 3538.033 135 365 -0.5208333 -0.05915646
Stationary 3538.049 135 365 -0.5208333 -0.05915646
Stationary 3538.065 135 365 -0.5208333 -0.05915646
Stationary 3538.079 135 365 -0.5208333 -0.05915646
Stationary 3538.095 135 365 -0.5208333 -0.05915646
Moved 3538.111 135 357.5654 -0.5208333 -0.0782783
Moved 3538.126 135 355.3784 -0.5208333 -0.08390324
Moved 3538.142 135 353.9426 -0.5208333 -0.08759619
Moved 3538.156 135 351.0076 -0.5208333 -0.09514514
Moved 3538.172 135 348.141 -0.5208333 -0.1025181
Moved 3538.188 135 345.9993 -0.5208333 -0.1080266
Moved 3538.204 135 344.5608 -0.5208333 -0.1117265
Moved 3538.218 135 343.1194 -0.5208333 -0.1154336
Ended 3538.234 135 342.5 -0.5208333 -0.1170267
NextCandidatePanel 3538.277
Began 3538.774 350 295 -0.02314816 -0.2391976
Stationary 3538.789 350 295 -0.02314816 -0.2391976
Stationary 3538.803 350 295 -0.02314816 -0.2391976
Stationary 3538.819 350 295 -0.02314816 -0.2391976
Stationary 3538.834 350 295 -0.02314816 -0.2391976
Ended 3538.849 350 295 -0.02314816 -0.2391976
NextCandidatePanel 3538.894
Began 3539.016 380 320 0.04629632 -0.1748972
Stationary 3539.037 380 320 0.04629632 -0.1748972
Stationary 3539.052 380 320 0.04629632 -0.1748972
