just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 343.4646 476 391 0.2685185 0.007715971
Stationary 343.4812 476 391 0.2685185 0.007715971
Stationary 343.4939 476 391 0.2685185 0.007715971
Stationary 343.5105 476 391 0.2685185 0.007715971
Stationary 343.5258 476 391 0.2685185 0.007715971
Stationary 343.5414 476 391 0.2685185 0.007715971
Moved 343.5568 476 379.9393 0.2685185 -0.02073217
Moved 343.5731 476 378.2944 0.2685185 -0.02496311
Moved 343.5892 476 376.3914 0.2685185 -0.0298577
Moved 343.6036 476 373.7405 0.2685185 -0.03667564
Moved 343.6189 476 372.5018 0.2685185 -0.03986178
Moved 343.6335 476 371.1127 0.2685185 -0.04343433
Moved 343.6487 476 370.5 0.2685185 -0.04501037
Moved 343.6648 476 369.3411 0.2685185 -0.04799101
Stationary 343.6798 476 369 0.2685185 -0.04886839
Stationary 343.696 476 369 0.2685185 -0.04886839
Moved 343.7099 476 367.7804 0.2685185 -0.05200523
Moved 343.7257 476 366.5 0.2685185 -0.05529835
Stationary 343.7478 476 366.5 0.2685185 -0.05529835
Stationary 343.7578 476 366.5 0.2685185 -0.05529835
Moved 343.7716 476 365.8201 0.2685185 -0.05704723
Stationary 343.7875 476 365.8201 0.2685185 -0.05704723
Stationary 343.8027 476 365.8201 0.2685185 -0.05704723
Stationary 343.8186 476 365.8201 0.2685185 -0.05704723
Stationary 343.8334 476 366 0.2685185 -0.05658444
Stationary 343.8499 476 366 0.2685185 -0.05658444
Stationary 343.8646 476 366 0.2685185 -0.05658444
Stationary 343.8816 476 366 0.2685185 -0.05658444
Stationary 343.896 476 366 0.2685185 -0.05658444
Stationary 343.9105 476 366 0.2685185 -0.05658444
Stationary 343.9254 476 366 0.2685185 -0.05658444
Stationary 343.9428 476 366 0.2685185 -0.05658444
Stationary 343.9558 476 366 0.2685185 -0.05658444
Stationary 343.9708 476 366 0.2685185 -0.05658444
Stationary 343.9896 476 366 0.2685185 -0.05658444
Stationary 344.0033 476 366 0.2685185 -0.05658444
Stationary 344.0179 476 366 0.2685185 -0.05658444
Moved 344.0342 465.9937 374.0254 0.2453557 -0.035943
Moved 344.0504 463.8909 378.2181 0.2404883 -0.0251591
Moved 344.066 461.0894 388.1869 0.2340034 0.0004805655
Moved 344.0827 457.4684 397.9072 0.2256212 0.02548139
Moved 344.0972 454.5577 408.7693 0.2188836 0.05341903
Moved 344.1111 450.2035 421.1919 0.2088044 0.08537006
Moved 344.1277 447.0428 433.7858 0.201488 0.1177618
Moved 344.1434 442.936 443.4826 0.1919816 0.1427021
Moved 344.1581 442.5 448.5 0.1909722 0.1556069
Moved 344.1737 440.2257 459.9685 0.1857076 0.1851041
Moved 344.1903 437.693 475.8419 0.179845 0.2259306
Moved 344.2055 435 492 0.1736111 0.2674896
Moved 344.2194 435.0735 506.3383 0.1737813 0.304368
Moved 344.2365 435 518.3256 0.1736111 0.3351996
Moved 344.2509 434.4034 529.3696 0.17223 0.3636048
Moved 344.2658 434 538.856 0.1712963 0.3880039
Moved 344.2813 434 545.2281 0.1712963 0.4043931
Moved 344.2966 432.5667 550.7333 0.1679784 0.4185527
Moved 344.312 433 555.4656 0.1689814 0.4307243
Moved 344.3274 431.7907 558.4186 0.1661822 0.4383193
Moved 344.3435 431.4034 561.1933 0.1652856 0.445456
Moved 344.367 429.6313 565.3687 0.1611837 0.456195
Stationary 344.377 429.6313 565.3687 0.1611837 0.456195
Moved 344.3905 430 566.5 0.162037 0.4591049
Moved 344.4045 429 567.7999 0.1597223 0.4624482
Moved 344.4191 426.6319 568 0.1542405 0.4629629
Moved 344.435 420.0567 568 0.1390202 0.4629629
Moved 344.4508 409.4136 561.3619 0.1143833 0.4458896
Moved 344.467 394.3085 552.9865 0.07941773 0.4243478
Moved 344.4817 381.0251 546.3751 0.04866918 0.4073431
Moved 344.4969 370.272 539.48 0.02377768 0.3896089
Moved 344.5124 358.3411 533.0952 -0.00383998 0.3731871
Moved 344.5287 342.2577 522.5546 -0.04107019 0.3460766
Moved 344.545 329.3662 514.2441 -0.0709115 0.324702
Moved 344.5583 314.1874 504.5738 -0.1060477 0.2998296
Moved 344.5738 304.3513 498.3063 -0.1288163 0.2837096
Moved 344.5884 294.3842 491.5601 -0.1518885 0.2663583
Moved 344.6046 282.5485 483.699 -0.1792858 0.2461394
