did you have a good time
did you have a good time
Basic
0.6 0.6
432 388.8
Began 338.5617 314 360 -0.1064815 -0.07201654
Stationary 338.5821 314 360 -0.1064815 -0.07201654
Stationary 338.5961 314 360 -0.1064815 -0.07201654
Stationary 338.6111 314 360 -0.1064815 -0.07201654
Stationary 338.6266 314 360 -0.1064815 -0.07201654
Moved 338.6429 348.9842 392.9295 -0.02549961 0.01267869
Moved 338.6588 376.3741 415.894 0.03790299 0.0717437
Moved 338.6742 399.2951 435.1959 0.09096086 0.1213884
Moved 338.6901 420.7419 453.6429 0.1406062 0.1688347
Moved 338.7054 437.6518 467.7098 0.1797495 0.205015
Moved 338.7194 453.207 481.2863 0.2157569 0.2399338
Moved 338.7357 468.9968 494.2701 0.2523074 0.2733284
Moved 338.7512 479.6234 504.8201 0.276906 0.300463
Moved 338.7665 488.4772 512.231 0.297401 0.3195242
Moved 338.7808 494.5 515.5 0.3113426 0.327932
Moved 338.7962 501.5591 522.0394 0.3276831 0.3447515
Moved 338.8127 506.5998 526.5999 0.3393514 0.356481
Moved 338.8284 510.281 529.281 0.3478727 0.363377
Moved 338.8438 512.0803 531.0803 0.3520377 0.3680047
Moved 338.8597 513 532 0.3541666 0.3703703
Moved 338.8742 513.9633 532.9633 0.3563965 0.372848
Stationary 338.89 514 533 0.3564815 0.3729423
Stationary 338.9048 514 533 0.3564815 0.3729423
Moved 338.9192 514 534.5 0.3564815 0.3768003
Moved 338.9354 498.7409 531.1682 0.3211595 0.3682309
Moved 338.9505 472.374 517.687 0.260125 0.333557
Moved 338.9664 427.984 495.492 0.1573704 0.2764711
Moved 338.9825 388.1652 474.4847 0.06519725 0.2224399
Moved 338.9977 363.3095 458.1503 0.007660985 0.1804277
Moved 339.0132 346.9959 446.9347 -0.03010198 0.1515809
Moved 339.0294 321.1692 431.3824 -0.08988619 0.1115801
Moved 339.0445 303.1615 420.9276 -0.1315705 0.08469012
Moved 339.0591 289.3196 413.6598 -0.1636121 0.06599732
Moved 339.0749 278.7967 407.8839 -0.1879706 0.05114151
Moved 339.0904 268.6666 400.619 -0.21142 0.03245613
Moved 339.1041 263.4532 399.1813 -0.2234879 0.02875842
Moved 339.1206 258.8674 395.9006 -0.2341032 0.02032033
Moved 339.1363 253.0722 393.0361 -0.2475181 0.01295282
Moved 339.1505 248.23 390.0767 -0.2587268 0.005341165
Moved 339.1667 245.2676 387.2676 -0.2655843 -0.00188384
Moved 339.1819 241.3876 385.3876 -0.2745657 -0.006719282
Moved 339.1976 239.7754 385 -0.2782978 -0.007716127
Moved 339.2131 238.3386 384 -0.2816237 -0.01028807
Stationary 339.2301 238 384 -0.2824074 -0.01028807
Stationary 339.2445 238 384 -0.2824074 -0.01028807
Ended 339.2575 238 384 -0.2824074 -0.01028807
Candidates 339.4109 12 good food his god did goods foods this gods dos dod shops
Began 340.3188 408 380 0.1111111 -0.02057613
Stationary 340.3391 408 380 0.1111111 -0.02057613
Stationary 340.3525 408 380 0.1111111 -0.02057613
Ended 340.3777 408 380 0.1111111 -0.02057613
NextCandidatePanel 340.4116
Began 340.9521 406 325 0.1064815 -0.1620371
Stationary 340.969 406 325 0.1064815 -0.1620371
Stationary 340.9847 406 325 0.1064815 -0.1620371
Stationary 340.9981 406 325 0.1064815 -0.1620371
Stationary 341.0142 406 325 0.1064815 -0.1620371
Stationary 341.0304 406 325 0.1064815 -0.1620371
Moved 341.0457 406 351.0764 0.1064815 -0.0949683
Moved 341.0614 406 384.238 0.1064815 -0.009676026
Ended 341.0775 406 421.8781 0.1064815 0.08713502
Accept 341.1228 4 did
Began 341.8592 351 473 -0.02083332 0.2186213
Stationary 341.8788 351 473 -0.02083332 0.2186213
Stationary 341.8952 351 473 -0.02083332 0.2186213
Stationary 341.9099 351 473 -0.02083332 0.2186213
Stationary 341.9257 351 473 -0.02083332 0.2186213
Moved 341.9392 369.8742 473 0.02285699 0.2186213
Moved 341.9562 408.8966 473 0.1131865 0.2186213
Moved 341.971 425.4296 480 0.1514573 0.2366254
Moved 341.9873 436.2512 480 0.1765073 0.2366254
Moved 342.0023 460.3675 481.3741 0.2323322 0.2401597
Moved 342.0172 467.9352 481 0.2498501 0.2391974
Moved 342.0348 484.7372 482.2482 0.2887435 0.2424077
Moved 342.05 493.1306 482 0.3081728 0.2417695
Moved 342.0633 500.6319 482 0.3255368 0.2417695
Moved 342.0795 502.3178 482 0.3294394 0.2417695
Moved 342.0964 506.2974 482.6487 0.3386514 0.2434379
Moved 342.1103 508.0896 483 0.3427999 0.2443414
Moved 342.124 509.5226 483 0.3461171 0.2443414
Stationary 342.1426 510.2502 483 0.3478014 0.2443414
Moved 342.1582 511.5 483 0.3506944 0.2443414
Stationary 342.1726 511.5 483 0.3506944 0.2443414
Moved 342.1865 512.1857 483 0.3522816 0.2443414
Moved 342.2029 512 484 0.3518519 0.2469135
Stationary 342.2174 512 484 0.3518519 0.2469135
Stationary 342.232 512 484 0.3518519 0.2469135
Stationary 342.2491 512 484 0.3518519 0.2469135
Moved 342.2633 496.0991 484 0.3150442 0.2469135
Moved 342.2789 480.9083 484 0.2798803 0.2469135
Moved 342.297 470.1482 484 0.2549726 0.2469135
Moved 342.3098 417.9859 486.3039 0.1342266 0.2528391
Moved 342.3251 390.5034 487 0.07060965 0.2546296
Moved 342.3415 369.5473 487 0.02210021 0.2546296
Moved 342.3567 356.6848 487 -0.007673949 0.2546296
Moved 342.3728 350.2962 487 -0.02246251 0.2546296
Moved 342.3905 338.2142 488.3572 -0.05043 0.2581202
Moved 342.4025 336.7799 488 -0.05375022 0.2572016
Moved 342.4186 333.6822 488 -0.06092076 0.2572016
Moved 342.4357 330.6885 489.3115 -0.0678507 0.2605746
Moved 342.4558 330 490.4654 -0.06944443 0.2635426
Moved 342.4672 330 491.1895 -0.06944443 0.265405
Moved 342.4801 330 494.8801 -0.06944443 0.2748972
Ended 342.4949 330 497.0444 -0.06944443 0.280464
Candidates 342.6928 12 for got your tour hot hour fort good foot gore hit guilty
Began 344.0928 415 383 0.1273148 -0.01286016
Stationary 344.1126 415 383 0.1273148 -0.01286016
Stationary 344.1271 415 383 0.1273148 -0.01286016
Stationary 344.142 415 383 0.1273148 -0.01286016
Ended 344.1574 415 383 0.1273148 -0.01286016
NextCandidatePanel 344.2181
Began 344.9746 417 379 0.1319444 -0.02314815
Stationary 344.9916 417 379 0.1319444 -0.02314815
Stationary 345.0046 417 379 0.1319444 -0.02314815
Stationary 345.0196 417 379 0.1319444 -0.02314815
Stationary 345.0369 417 379 0.1319444 -0.02314815
Stationary 345.0525 417 379 0.1319444 -0.02314815
Ended 345.0667 417 379 0.1319444 -0.02314815
NextCandidatePanel 345.1269
Began 345.7675 428 378 0.1574074 -0.02572024
Stationary 345.7787 428 378 0.1574074 -0.02572024
Stationary 345.7899 428 378 0.1574074 -0.02572024
Stationary 345.8054 428 378 0.1574074 -0.02572024
