just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 457.1061 499 352 0.3217593 -0.09259266
Stationary 457.132 499 352 0.3217593 -0.09259266
Stationary 457.1429 499 352 0.3217593 -0.09259266
Moved 457.1555 499 362.1294 0.3217593 -0.06653962
Moved 457.1715 499 368.4391 0.3217593 -0.05031091
Moved 457.1877 499 378.5901 0.3217593 -0.02420245
Moved 457.2032 499 388.4604 0.3217593 0.001184283
Moved 457.2178 499 402.4835 0.3217593 0.03725162
Moved 457.2329 499 419.5076 0.3217593 0.0810379
Moved 457.2492 499 435.5098 0.3217593 0.1221958
Moved 457.2648 499 446.713 0.3217593 0.1510108
Moved 457.2792 499 456.7379 0.3217593 0.1767948
Moved 457.294 499 463.7564 0.3217593 0.1948466
Moved 457.3096 493.8739 468.9292 0.3098932 0.2081512
Moved 457.3254 492 476.3948 0.3055556 0.2273527
Moved 457.3408 490.5 489.5 0.3020833 0.2610596
Moved 457.3569 490.1409 496.0135 0.3012521 0.2778126
Moved 457.373 490 500.8549 0.300926 0.2902645
Moved 457.388 489.2768 505.4465 0.2992518 0.3020742
Moved 457.4036 489 510.6414 0.2986111 0.3154356
Moved 457.4183 487.5 511.5 0.2951388 0.317644
Moved 457.4326 487.2633 515.4734 0.294591 0.3278636
Moved 457.4489 487 519.5239 0.2939814 0.3382816
Moved 457.4638 486.3884 521.2233 0.2925656 0.3426524
Moved 457.4812 484.9537 523.0463 0.2892446 0.3473413
Moved 457.4947 483.5176 525.4824 0.2859205 0.3536068
Moved 457.5101 482.0867 527.8266 0.2826081 0.3596362
Moved 457.5268 480.6332 529.3668 0.2792435 0.3635978
Moved 457.5425 479.0725 530.4637 0.2756308 0.366419
Moved 457.5572 477.1087 531.8914 0.2710849 0.3700908
Moved 457.5724 474.3048 532 0.2645943 0.3703703
Moved 457.5887 468.697 533 0.2516133 0.3729423
Moved 457.604 461.692 533 0.235398 0.3729423
Moved 457.6184 448.4425 533 0.204728 0.3729423
Moved 457.635 431.4967 523.9978 0.1655015 0.3497885
Moved 457.6494 418.1934 520.4441 0.1347069 0.3406483
Moved 457.6633 384.9331 507.2249 0.05771548 0.3066484
Moved 457.6813 365.2329 499.705 0.01211325 0.2873069
Moved 457.6952 345.7021 491.3009 -0.03309707 0.2656915
Moved 457.7113 325.2279 483.8569 -0.08049101 0.2465454
Moved 457.7263 309.0906 476.6776 -0.1178459 0.22808
Moved 457.7411 296.3967 470.8987 -0.1472299 0.2132168
Moved 457.7583 286.2805 465.7114 -0.170647 0.1998749
Moved 457.7725 275.021 458.7631 -0.1967106 0.1820038
Moved 457.7875 265.1967 452.2552 -0.219452 0.1652655
Moved 457.8035 255.1682 446.5247 -0.2426662 0.1505265
Moved 457.8195 249.2814 442.3688 -0.2562932 0.1398375
Moved 457.8342 243.0592 439.0296 -0.2706962 0.1312489
Moved 457.8502 237.2824 436.1412 -0.2840685 0.1238198
Moved 457.8652 234.0873 433.7249 -0.2914645 0.1176051
Moved 457.8825 229.9644 430.9763 -0.3010083 0.1105356
Moved 457.8961 225.6604 428.1069 -0.3109714 0.1031556
Moved 457.9117 223.2319 425.2319 -0.3165927 0.09576106
Moved 457.9269 220.3626 423.6813 -0.3232347 0.0917727
Moved 457.9424 217.2495 421.2495 -0.330441 0.08551821
Moved 457.958 215.808 419.808 -0.3337777 0.08181074
Moved 457.9736 214.5 418.5 -0.3368055 0.07844638
Moved 457.9888 213.5 417.5 -0.3391204 0.0758744
Moved 458.0039 212.8954 418 -0.3405198 0.07716041
Moved 458.0194 212.3556 417 -0.3417694 0.0745884
Moved 458.0364 211.5 417 -0.34375 0.0745884
Stationary 458.0511 211.5 417 -0.34375 0.0745884
Stationary 458.0659 211.5 417 -0.34375 0.0745884
Stationary 458.0814 211.5 417 -0.34375 0.0745884
Moved 458.0963 220.626 424.5477 -0.322625 0.09400132
Moved 458.1123 237.4128 440.4128 -0.2837666 0.1348066
Moved 458.1276 250.3987 450.6434 -0.2537068 0.1611199
Moved 458.143 260.6909 459.0649 -0.2298823 0.1827799
Moved 458.1587 272.0382 466.2739 -0.2036153 0.2013216
Moved 458.174 283.1499 474.4166 -0.1778937 0.2222649
Moved 458.1927 294.9844 482.7383 -0.150499 0.2436683
Moved 458.2147 312.7639 497.1365 -0.1093429 0.2807009
