players must know all the rules
players must know all the rules
FixStart
0.6 0.6
432 388.8
Began 4116.824 341 354 -0.04398147 -0.08744855
Stationary 4116.835 341 354 -0.04398147 -0.08744855
Stationary 4116.846 341 354 -0.04398147 -0.08744855
Stationary 4116.862 341 354 -0.04398147 -0.08744855
Stationary 4116.879 341 354 -0.04398147 -0.08744855
Moved 4116.894 359.8541 371.9402 -0.0003376603 -0.04130603
Moved 4116.91 381.5273 390.7236 0.04983157 0.007005189
Moved 4116.925 411.0117 416.0101 0.1180827 0.07204228
Moved 4116.94 439.295 437.5386 0.1835532 0.1274139
Moved 4116.956 469.9617 461.6909 0.2545409 0.1895341
Moved 4116.971 494.2953 481.3024 0.3108687 0.2399753
Moved 4116.986 509.3629 496.6027 0.3457475 0.2793278
Moved 4117.001 523.9899 508.5919 0.3796062 0.3101643
Moved 4117.017 537.102 519.4642 0.4099583 0.3381281
Moved 4117.035 548.6612 529.5786 0.4367157 0.3641423
Moved 4117.049 557 538 0.4560185 0.3858024
Moved 4117.063 560.4256 540.8192 0.4639482 0.3930534
Moved 4117.08 566.1805 545.1354 0.4772698 0.4041547
Moved 4117.094 569.9678 548.4839 0.4860366 0.4127671
Moved 4117.109 571.9226 550.8453 0.4905616 0.4188406
Moved 4117.125 574.7227 552.3613 0.4970432 0.42274
Moved 4117.14 575.7996 553 0.499536 0.4243826
Moved 4117.156 578.4708 555.4708 0.5057194 0.4307374
Moved 4117.171 579.2891 555 0.5076137 0.4295266
Moved 4117.187 580.8143 556.8143 0.5111443 0.4341932
Moved 4117.202 582.2532 557 0.5144749 0.4346707
Moved 4117.217 583.6947 558 0.5178118 0.4372427
Stationary 4117.234 584 558 0.5185185 0.4372427
Moved 4117.249 585 558.5746 0.5208333 0.4387207
Moved 4117.263 586.0139 559 0.5231802 0.4398148
Stationary 4117.279 586.0139 559 0.5231802 0.4398148
Stationary 4117.294 586 559 0.5231482 0.4398148
Moved 4117.31 587 559 0.5254629 0.4398148
Stationary 4117.326 587 559 0.5254629 0.4398148
Stationary 4117.341 587 559 0.5254629 0.4398148
Moved 4117.356 588.1579 559 0.5281432 0.4398148
Stationary 4117.371 588.1579 559 0.5281432 0.4398148
Stationary 4117.387 588.1579 559 0.5281432 0.4398148
Stationary 4117.402 588 559 0.5277778 0.4398148
Stationary 4117.418 588 559 0.5277778 0.4398148
Moved 4117.434 588 549.7112 0.5277778 0.4159239
Moved 4117.449 588 548.4129 0.5277778 0.4125845
Moved 4117.464 579.7507 545.9377 0.5086823 0.4062182
Moved 4117.479 577.0856 543.0856 0.5025129 0.3988825
Moved 4117.497 572.9624 538.9624 0.4929685 0.3882777
Moved 4117.51 568.95 534.95 0.4836805 0.3779578
Moved 4117.526 565.0892 530.6338 0.4747434 0.3668563
Moved 4117.542 561.3176 525.4235 0.466013 0.3534555
Moved 4117.557 557.0012 519.6682 0.4560212 0.3386527
Moved 4117.573 551.902 513.1276 0.4442177 0.32183
Moved 4117.587 548.5597 507.1194 0.4364807 0.3063769
Moved 4117.603 544.5 500.5 0.4270834 0.2893518
Moved 4117.619 542.5221 494.0443 0.4225048 0.2727475
Moved 4117.634 539.6409 487.1021 0.4158354 0.2548922
Moved 4117.649 536.7645 477.529 0.409177 0.2302699
Moved 4117.665 534.9434 469.6606 0.4049616 0.2100324
Moved 4117.68 532.0008 462.502 0.39815 0.1916204
Moved 4117.696 531.0624 456.2498 0.3959779 0.1755395
Moved 4117.71 529.6125 450.4501 0.3926217 0.1606227
Moved 4117.727 528.6151 447.8452 0.3903126 0.1539226
Moved 4117.742 528.0544 443.1088 0.3890148 0.1417407
Moved 4117.757 526.6158 437.4634 0.3856849 0.1272205
Moved 4117.772 526.1794 434.3589 0.3846747 0.1192358
Moved 4117.788 524.7411 431.4822 0.3813453 0.111837
Moved 4117.804 524.2968 427.5935 0.3803166 0.1018351
Moved 4117.819 524 425.8613 0.3796296 0.09737976
Moved 4117.833 524 423.6281 0.3796296 0.09163605
Moved 4117.85 523.3148 421.3148 0.3780434 0.0856861
Moved 4117.865 523 419.8751 0.3773148 0.08198326
Moved 4117.881 523 418.4383 0.3773148 0.07828775
Moved 4117.896 523 416.9976 0.3773148 0.07458223
Moved 4117.91 523 415.5547 0.3773148 0.07087114
Moved 4117.925 522.1176 414.1176 0.3752721 0.0671747
Stationary 4117.942 522 414 0.375 0.06687239
Moved 4117.958 522 412.6061 0.375 0.06328727
Moved 4117.972 522 411.1681 0.375 0.05958867
Stationary 4117.987 522 411 0.375 0.05915629
Moved 4118.003 522 410 0.375 0.05658428
Moved 4118.025 522 407.5 0.375 0.05015428
Stationary 4118.035 522 407.5 0.375 0.05015428
Stationary 4118.048 522 407.5 0.375 0.05015428
Moved 4118.064 522 406.6791 0.375 0.04804305
Moved 4118.083 522 405.4249 0.375 0.04481712
Moved 4118.095 522 403.9863 0.375 0.04111694
Moved 4118.111 522 402.5474 0.375 0.0374161
Moved 4118.127 522 400.1058 0.375 0.03113629
Moved 4118.143 522 398.6633 0.375 0.02742602
Moved 4118.157 522 396 0.375 0.02057605
Moved 4118.174 522 392.4263 0.375 0.01138432
Moved 4118.189 522 388.1346 0.375 0.0003463054
Moved 4118.205 522 383.0844 0.375 -0.01264305
Moved 4118.219 522 378.4972 0.375 -0.02444138
Moved 4118.236 522 374.1722 0.375 -0.0355653
Moved 4118.25 522 370.904 0.375 -0.04397121
Moved 4118.265 522 368.0266 0.375 -0.05137188
Moved 4118.282 522 364.7623 0.375 -0.05976791
Moved 4118.296 522 361.8809 0.375 -0.06717885
Moved 4118.312 522 360.5 0.375 -0.07073053
Moved 4118.328 522 357.1206 0.375 -0.07942238
Moved 4118.343 522 355.6215 0.375 -0.08327821
Moved 4118.358 522 354.1828 0.375 -0.08697839
Moved 4118.374 522 352.744 0.375 -0.09067896
Stationary 4118.389 522 353 0.375 -0.09002065
Moved 4118.404 521.205 351.205 0.3731597 -0.09463737
Moved 4118.419 519.7668 349.7668 0.3698306 -0.09833638
Moved 4118.435 514.3008 349 0.3571779 -0.1003086
Moved 4118.45 507.4324 347.8865 0.3412787 -0.1031727
Moved 4118.466 501.2102 348 0.3268754 -0.1028807
Moved 4118.481 493.003 348 0.3078773 -0.1028807
Moved 4118.496 485.6527 348 0.2908628 -0.1028807
Moved 4118.512 466.5241 348 0.2465836 -0.1028807
