good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 710.6055 367 412 0.01620372 0.06172835
Stationary 710.6279 367 412 0.01620372 0.06172835
Stationary 710.6406 367 412 0.01620372 0.06172835
Stationary 710.6564 367 412 0.01620372 0.06172835
Stationary 710.6695 367 412 0.01620372 0.06172835
Stationary 710.6847 367 412 0.01620372 0.06172835
Stationary 710.7001 367 412 0.01620372 0.06172835
Stationary 710.7168 367 412 0.01620372 0.06172835
Stationary 710.7319 367 412 0.01620372 0.06172835
Moved 710.7464 357.2842 412 -0.006286552 0.06172835
Moved 710.7634 355.8577 412 -0.009588649 0.06172835
Moved 710.7792 355 419.5873 -0.01157408 0.08124305
Moved 710.7938 352.9572 421.0214 -0.01630281 0.0849316
Moved 710.8083 351.544 423.912 -0.01957412 0.0923663
Moved 710.8256 350.3392 425.3215 -0.02236287 0.09599155
Moved 710.8404 349.0186 426.9814 -0.02541994 0.1002608
Moved 710.8557 347.5757 429.8486 -0.02875994 0.1076351
Moved 710.8716 346.1434 432.7131 -0.03207539 0.1150028
Moved 710.8868 344.7014 436.8959 -0.03541345 0.1257609
Moved 710.9027 344 439.2158 -0.03703703 0.1317279
Moved 710.9178 342.8219 442.3561 -0.03976404 0.1398048
Moved 710.9321 343 445 -0.03935183 0.1466049
Moved 710.9484 342 446.5057 -0.04166668 0.1504776
Moved 710.964 342 448.1889 -0.04166668 0.1548068
Moved 710.9792 341 449 -0.04398147 0.156893
Moved 710.9939 341 450.067 -0.04398147 0.1596371
Moved 711.0093 341 450.5043 -0.04398147 0.1607621
Moved 711.0251 341 451.5 -0.04398147 0.163323
Stationary 711.0399 341 451.5 -0.04398147 0.163323
Stationary 711.0551 341 451.5 -0.04398147 0.163323
Moved 711.0709 341 452 -0.04398147 0.164609
Moved 711.087 350.5216 452 -0.02194082 0.164609
Moved 711.1036 351.6236 452 -0.01938989 0.164609
Moved 711.1176 355.7353 452 -0.009871921 0.164609
Moved 711.1323 364.527 446.473 0.01047909 0.1503934
Moved 711.1481 373.7781 441.7407 0.03189365 0.1382217
Moved 711.1637 383.2365 440.8626 0.05378822 0.1359635
Moved 711.1791 398.3105 441 0.08868158 0.1363167
Moved 711.1937 412.6676 450.6008 0.1219157 0.1610103
Moved 711.2097 428.6851 460.1139 0.1589933 0.1854781
Moved 711.2252 446.3076 471.5384 0.199786 0.214862
Moved 711.2403 470.333 495.333 0.2554004 0.2760622
Moved 711.2554 490.6248 512.6248 0.3023721 0.3205368
Moved 711.2717 505.3157 529.2104 0.3363789 0.3631953
Moved 711.2874 516.8898 543.6122 0.3631708 0.400237
Moved 711.3029 521.6006 549.4009 0.3740756 0.4151258
Moved 711.3194 525.7349 553.7349 0.3836457 0.4262728
Moved 711.3337 526.6815 556.3629 0.3858367 0.4330321
Moved 711.3487 528.1179 558.1179 0.3891618 0.437546
Moved 711.3646 529 559.5582 0.3912036 0.4412505
Moved 711.3805 529 560.7343 0.3912036 0.4442752
Stationary 711.3952 529 561 0.3912036 0.4449587
Stationary 711.4181 529 561 0.3912036 0.4449587
Stationary 711.429 529 561 0.3912036 0.4449587
Stationary 711.4413 529 561 0.3912036 0.4449587
Moved 711.4554 505.3203 549.3203 0.3363896 0.4149184
Moved 711.4718 477.5572 533.0065 0.272123 0.372959
Moved 711.4877 410.7404 488.0107 0.1174546 0.257229
Moved 711.5035 362.5995 452.6238 0.006017288 0.1662135
Moved 711.5196 332.209 425.788 -0.06433114 0.09719138
Moved 711.5336 315.2466 407.2465 -0.1035959 0.04950229
Moved 711.5521 297.96 389.96 -0.1436111 0.005040934
Moved 711.565 284.8948 375.6737 -0.1738547 -0.03170351
Moved 711.5807 273.6497 362.5996 -0.199885 -0.0653303
Moved 711.5957 262 348 -0.2268519 -0.1028807
Moved 711.6115 253.7049 338.5283 -0.2460534 -0.1272422
Moved 711.6273 245.8918 328.8648 -0.2641393 -0.1520968
Moved 711.6407 243.0767 324.6151 -0.2706558 -0.1630272
Moved 711.6566 243 323.1006 -0.2708333 -0.1669224
Ended 711.6752 243 322.5 -0.2708333 -0.1684671
Candidates 711.7922 12 good food god goods foods gods his did dos this dod dogs
Began 712.1476 378 411 0.04166663 0.05915629
Stationary 712.1689 378 411 0.04166663 0.05915629
Stationary 712.1805 378 411 0.04166663 0.05915629
Moved 712.1967 378 434.4242 0.04166663 0.1194037
Moved 712.2124 399.0555 502.6234 0.09040634 0.2948132
Moved 712.228 406.4734 560.4979 0.1075774 0.4436674
Ended 712.2423 406.4734 560.4979 0.1075774 0.4436674
Accept 712.2863 0 good
Began 712.5646 424 377 0.1481481 -0.02829226
Stationary 712.5811 424 377 0.1481481 -0.02829226
Stationary 712.5963 424 377 0.1481481 -0.02829226
Stationary 712.6113 424 377 0.1481481 -0.02829226
Stationary 712.6284 424 377 0.1481481 -0.02829226
Stationary 712.6444 424 377 0.1481481 -0.02829226
Stationary 712.6591 424 377 0.1481481 -0.02829226
Stationary 712.6744 424 377 0.1481481 -0.02829226
Stationary 712.6884 424 377 0.1481481 -0.02829226
Stationary 712.7032 424 377 0.1481481 -0.02829226
Stationary 712.7205 424 377 0.1481481 -0.02829226
Stationary 712.737 424 377 0.1481481 -0.02829226
Stationary 712.7516 424 377 0.1481481 -0.02829226
Stationary 712.7667 424 377 0.1481481 -0.02829226
Moved 712.7819 433.7527 377 0.1707237 -0.02829226
Moved 712.798 434.8993 377 0.173378 -0.02829226
Moved 712.8143 436.3016 377 0.1766242 -0.02829226
Moved 712.8295 439.1894 377 0.1833088 -0.02829226
Moved 712.8446 443.5359 388.7863 0.1933701 0.002022378
Moved 712.8598 451.0448 406.3075 0.2107519 0.04708714
Moved 712.8754 459.2418 424.5238 0.2297263 0.09393978
