a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 765.1934 425 363 0.150463 -0.06430049
Stationary 765.2139 425 363 0.150463 -0.06430049
Stationary 765.2277 425 363 0.150463 -0.06430049
Moved 765.2429 396.6859 363 0.08492092 -0.06430049
Moved 765.2584 367.7011 348.3505 0.01782666 -0.1019792
Moved 765.2734 328.5319 347.2813 -0.07284284 -0.1047292
Moved 765.29 300.367 345.6509 -0.1380393 -0.1089227
Moved 765.3064 283 346 -0.1782407 -0.1080248
Moved 765.3203 268.1632 346 -0.2125851 -0.1080248
Moved 765.3362 254.9864 346 -0.2430869 -0.1080248
Moved 765.3509 247.0801 346 -0.2613887 -0.1080248
Moved 765.3663 241.1092 346 -0.2752103 -0.1080248
Moved 765.3817 238.0156 346 -0.2823713 -0.1080248
Moved 765.3972 234.8057 346 -0.2898015 -0.1080248
Moved 765.4124 233.5 346 -0.2928241 -0.1080248
Ended 765.4277 234 346 -0.2916667 -0.1080248
Candidates 765.548 12 a as s faa gas aa ass has da fda ga aaa
Began 766.4293 414 285 0.125 -0.2649178
Stationary 766.4446 414 285 0.125 -0.2649178
Moved 766.4592 414 307.118 0.125 -0.20803
Moved 766.4758 414 347.0665 0.125 -0.1052816
Moved 766.4919 431.6551 411.5463 0.1658683 0.06056126
Moved 766.5065 447.8199 479.2794 0.2032867 0.234772
Ended 766.5228 479 559 0.275463 0.4398148
Accept 766.5816 0 a
Began 767.107 348 285 -0.0277778 -0.2649178
Stationary 767.1243 348 285 -0.0277778 -0.2649178
Stationary 767.1392 348 285 -0.0277778 -0.2649178
Stationary 767.1527 348 285 -0.0277778 -0.2649178
Moved 767.1686 370.986 308.4877 0.02543042 -0.2045069
Moved 767.1862 392.8354 327.4573 0.07600774 -0.155717
Moved 767.2017 421.711 349.2621 0.1428495 -0.09963439
Moved 767.2157 447.1092 368.9135 0.2016417 -0.04909091
Moved 767.2329 464.0193 379.2621 0.2407855 -0.02247414
Moved 767.2471 482.4916 392.6611 0.2835455 0.01198823
Moved 767.2619 493.427 399.244 0.3088588 0.02891972
Moved 767.2775 504.9932 407.9949 0.3356325 0.05142722
Moved 767.2924 510.6615 411.7292 0.3487535 0.06103186
Moved 767.3088 517.8547 417.4838 0.3654045 0.07583261
Moved 767.3224 522.3947 419.5964 0.3759136 0.08126651
Moved 767.341 525.7079 421.8053 0.3835832 0.08694774
Moved 767.3547 531.2363 425.9272 0.3963805 0.09754942
Moved 767.3698 534.2493 429.2493 0.4033549 0.106094
Moved 767.3931 540.2603 435.8904 0.4172691 0.1231749
Stationary 767.4041 540.2603 435.8904 0.4172691 0.1231749
Moved 767.4152 542.0658 439.1316 0.4214486 0.1315112
Moved 767.4316 543.5 442 0.4247685 0.1388888
Moved 767.4497 544 443.4287 0.4259259 0.1425635
Moved 767.4647 544 445.0634 0.4259259 0.1467678
Moved 767.4793 544 446.4977 0.4259259 0.150457
Moved 767.4935 544 447 0.4259259 0.1517489
Moved 767.5073 544 448.3823 0.4259259 0.1553043
Moved 767.5233 544 449.5 0.4259259 0.158179
Moved 767.5402 544 450.1299 0.4259259 0.159799
Moved 767.5529 532 451.5 0.3981481 0.163323
Moved 767.5692 527.072 452 0.3867407 0.164609
Moved 767.5857 519.8546 452 0.3700337 0.164609
Moved 767.5996 511.6499 452 0.3510413 0.164609
Moved 767.615 502.2389 452 0.3292566 0.164609
Moved 767.6334 494.2909 447.1235 0.3108585 0.1520666
Moved 767.6459 486.0146 441.0048 0.2917003 0.1363292
Moved 767.6609 477.4547 435.3031 0.2718858 0.1216643
Moved 767.6768 468.5086 429.07 0.2511773 0.1056327
Moved 767.6918 457.9766 418.9766 0.2267978 0.07967234
Moved 767.7104 447.8765 407.4303 0.2034178 0.049975
Moved 767.7238 438.6809 395.0214 0.1821317 0.01805902
Moved 767.7391 428.7226 382.072 0.1590801 -0.01524709
Moved 767.7546 420.3671 365.5064 0.1397387 -0.05785396
Moved 767.77 414.1845 353.369 0.1254272 -0.08907145
Moved 767.7852 408.8469 341.4632 0.1130715 -0.1196934
Moved 767.8008 403.7549 323.5162 0.1012844 -0.1658534
