experience is hard to come by
experience is hard to come by
Basic
0.6 0.6
432 388.8
Began 982.7396 221 545 -0.3217593 0.4038065
Stationary 982.761 221 545 -0.3217593 0.4038065
Stationary 982.7745 221 545 -0.3217593 0.4038065
Stationary 982.7899 221 545 -0.3217593 0.4038065
Moved 982.8055 221 536.48 -0.3217593 0.381893
Moved 982.822 221 519.4961 -0.3217593 0.33821
Moved 982.8359 221 490.1317 -0.3217593 0.2626842
Moved 982.8536 221 442.6103 -0.3217593 0.1404585
Moved 982.8677 233.9332 392.2004 -0.2918214 0.01080348
Moved 982.8831 244.0347 348.994 -0.2684381 -0.1003241
Moved 982.8997 251.3792 330.6141 -0.2514371 -0.1475975
Moved 982.914 259.8837 311.9186 -0.2317506 -0.1956827
Moved 982.93 263.508 300.476 -0.223361 -0.2251133
Moved 982.9464 266.377 294.2459 -0.2167198 -0.2411371
Moved 982.9612 270.5 289 -0.2071759 -0.2546296
Moved 982.9755 273.228 288 -0.2008612 -0.2572017
Moved 982.9914 282.3032 288 -0.1798538 -0.2572017
Moved 983.0067 306.597 305.4802 -0.1236181 -0.2122423
Moved 983.0214 335.1996 329.0283 -0.05740831 -0.1516764
Moved 983.0378 387.8665 378.8739 0.06450584 -0.02347247
Moved 983.0528 438.0109 431.9488 0.1805808 0.1130369
Moved 983.0679 470.284 461.5309 0.255287 0.1891225
Moved 983.0835 486.0953 470.0635 0.2918873 0.2110688
Moved 983.0991 526.5852 489.8409 0.3856139 0.2619363
Moved 983.114 553.0262 500.3435 0.4468198 0.2889493
Moved 983.1295 562.6659 505.3329 0.4691341 0.3017822
Moved 983.144 571.3019 509.651 0.4891248 0.3128882
Moved 983.1599 575.9902 513.3268 0.4999773 0.3223425
Moved 983.1757 579.2004 516.2004 0.5074083 0.3297334
Moved 983.1906 580.1794 518.3588 0.5096744 0.335285
Moved 983.2067 580 522.9873 0.5092593 0.3471895
Moved 983.2219 568.935 533.9585 0.4836458 0.3754076
Moved 983.2378 552.7143 540.2773 0.4460979 0.3916596
Moved 983.2546 530.2896 547.9035 0.3941888 0.4112744
Moved 983.2678 501.5318 553.6937 0.3276199 0.4261667
Moved 983.2825 465.1996 560.4435 0.2435177 0.4435275
Moved 983.2996 439.6764 563.9118 0.1844361 0.452448
Moved 983.3153 392.6883 568.2101 0.07566731 0.4635033
Moved 983.3292 354.6902 571.6791 -0.01229132 0.4724257
Moved 983.3477 321.6509 572 -0.08877113 0.4732509
Moved 983.3607 291.35 572 -0.1589119 0.4732509
Moved 983.3777 269.8456 572 -0.2086909 0.4732509
Moved 983.3909 252.8626 567.8365 -0.2480032 0.4625424
Moved 983.4066 241.2467 563.4993 -0.2748918 0.4513869
Moved 983.4225 230.2186 560.8047 -0.3004198 0.4444564
Moved 983.4383 222 559.5 -0.3194444 0.4411007
Moved 983.4549 214.0893 556.0446 -0.3377563 0.4322134
Moved 983.4675 209.7504 554.5835 -0.3477999 0.4284554
Moved 983.4844 206.2944 554 -0.3557999 0.4269547
Moved 983.5027 204.7198 554 -0.3594449 0.4269547
