the facts get in the way
the facts get in the way
Basic
0.6 0.6
432 388.8
Began 1177.678 378 503 0.04166663 0.2957818
Stationary 1177.694 378 503 0.04166663 0.2957818
Stationary 1177.709 378 503 0.04166663 0.2957818
Stationary 1177.726 378 503 0.04166663 0.2957818
Stationary 1177.74 378 503 0.04166663 0.2957818
Stationary 1177.754 378 503 0.04166663 0.2957818
Stationary 1177.771 378 503 0.04166663 0.2957818
Stationary 1177.796 378 503 0.04166663 0.2957818
Stationary 1177.806 378 503 0.04166663 0.2957818
Stationary 1177.817 378 503 0.04166663 0.2957818
Stationary 1177.832 378 503 0.04166663 0.2957818
Stationary 1177.847 378 503 0.04166663 0.2957818
Stationary 1177.863 378 503 0.04166663 0.2957818
Stationary 1177.88 378 503 0.04166663 0.2957818
Stationary 1177.896 378 503 0.04166663 0.2957818
Stationary 1177.909 378 503 0.04166663 0.2957818
Stationary 1177.925 378 503 0.04166663 0.2957818
Stationary 1177.942 378 503 0.04166663 0.2957818
Stationary 1177.954 378 503 0.04166663 0.2957818
Moved 1177.971 385.0352 493.9548 0.05795171 0.2725173
Moved 1177.987 386.4715 492.5285 0.06127665 0.2688489
Moved 1178.003 388.8192 489.2712 0.06671121 0.260471
Moved 1178.019 390.0376 486.9248 0.0695315 0.2544362
Moved 1178.034 392.9993 484.0007 0.07638723 0.2469154
Moved 1178.048 394.8729 479.1907 0.08072426 0.234544
Moved 1178.064 397.7567 473.4866 0.08739978 0.2198727
Moved 1178.081 400.6319 466.7361 0.09405543 0.2025106
Moved 1178.093 404.7605 458.479 0.1036122 0.1812731
Moved 1178.109 409.0894 449.8212 0.1136329 0.159005
Moved 1178.127 413.3846 442.077 0.1235754 0.1390867
Moved 1178.14 420.2114 432.3041 0.1393782 0.1139507
Moved 1178.155 425.7402 424.2598 0.1521764 0.09326082
Moved 1178.172 430.3845 418.4874 0.1629271 0.07841389
Moved 1178.187 436.2573 411.1784 0.1765214 0.05961516
Moved 1178.202 441.0036 404.9952 0.1875084 0.04371184
Moved 1178.218 443.895 400.6575 0.1942015 0.03255514
Moved 1178.234 447.5 396 0.2025463 0.02057605
Moved 1178.249 449.924 394.076 0.2081574 0.0156275
Moved 1178.264 451.4003 391.1994 0.2115747 0.008228914
Moved 1178.281 453 388.3135 0.2152778 0.0008063061
Moved 1178.295 454.2822 386.7178 0.2182458 -0.003297829
Moved 1178.317 455 383.8354 0.2199073 -0.01071137
Stationary 1178.328 455 383.8354 0.2199073 -0.01071137
Moved 1178.341 455 382.5 0.2199073 -0.01414617
Moved 1178.355 455 382 0.2199073 -0.01543218
Stationary 1178.371 455 382 0.2199073 -0.01543218
Moved 1178.387 449.5822 382 0.2073661 -0.01543218
Moved 1178.402 440.7789 382 0.1869883 -0.01543218
Moved 1178.418 430.5949 382 0.1634142 -0.01543218
Moved 1178.435 416.6852 391.3148 0.1312156 0.008525691
Moved 1178.45 403.7068 398.8296 0.101173 0.0278538
Moved 1178.465 392.9535 405.2114 0.07628123 0.04426795
