experience is hard to come by
experience is hard to come by
Basic
0.6 0.6
432 388.8
Began 1121.902 289 491 -0.1643519 0.2649176
Stationary 1121.924 289 491 -0.1643519 0.2649176
Stationary 1121.937 289 491 -0.1643519 0.2649176
Stationary 1121.952 289 491 -0.1643519 0.2649176
Stationary 1121.967 289 491 -0.1643519 0.2649176
Stationary 1121.983 289 491 -0.1643519 0.2649176
Stationary 1121.999 289 491 -0.1643519 0.2649176
Stationary 1122.013 289 491 -0.1643519 0.2649176
Stationary 1122.03 289 491 -0.1643519 0.2649176
Stationary 1122.046 289 491 -0.1643519 0.2649176
Stationary 1122.059 289 491 -0.1643519 0.2649176
Stationary 1122.077 289 491 -0.1643519 0.2649176
Stationary 1122.093 289 491 -0.1643519 0.2649176
Moved 1122.106 278.9627 477.6169 -0.1875863 0.2304962
Moved 1122.122 277 470 -0.1921296 0.2109053
Moved 1122.137 274.51 460.2952 -0.1978934 0.1859443
Moved 1122.153 271.6257 449.6899 -0.2045701 0.1586675
Moved 1122.17 269.3686 440.2114 -0.209795 0.1342884
Moved 1122.183 267.9301 431.5809 -0.2131246 0.1120907
Moved 1122.199 265 421.5 -0.2199074 0.08616251
Moved 1122.214 265.0471 416.1886 -0.2197983 0.07250146
Moved 1122.231 265 409.1072 -0.2199074 0.05428812
Moved 1122.245 263.621 404.1049 -0.2230996 0.04142184
Moved 1122.26 263 392.4 -0.2245371 0.01131678
Moved 1122.277 261.6157 379.5411 -0.2277415 -0.02175641
Moved 1122.293 262 370.2162 -0.2268519 -0.0457401
Moved 1122.308 260.7365 360.1552 -0.2297767 -0.07161748
Moved 1122.323 261 347.9995 -0.2291666 -0.102882
Moved 1122.338 261 334.6675 -0.2291666 -0.1371722
Moved 1122.353 261 327.7891 -0.2291666 -0.1548636
Moved 1122.371 261 317.3102 -0.2291666 -0.1818152
Moved 1122.385 261 309.4253 -0.2291666 -0.2020955
Moved 1122.4 261 302.7999 -0.2291666 -0.2191361
Moved 1122.415 261 297.0229 -0.2291666 -0.2339945
Moved 1122.43 261 292.6928 -0.2291666 -0.2451317
Moved 1122.446 261 289.2521 -0.2291666 -0.2539812
Moved 1122.461 261 286.9891 -0.2291666 -0.2598018
Moved 1122.478 261 285.5555 -0.2291666 -0.263489
Moved 1122.503 261 281.3351 -0.2291666 -0.274344
Moved 1122.514 261 279.4599 -0.2291666 -0.279167
Stationary 1122.525 261 279.4599 -0.2291666 -0.279167
Moved 1122.538 259.7885 277.7885 -0.231971 -0.2834658
Moved 1122.553 260 274.6885 -0.2314815 -0.291439
Moved 1122.57 260 271.5383 -0.2314815 -0.2995415
Moved 1122.584 260 267.3955 -0.2314815 -0.3101967
Moved 1122.6 260 264.7106 -0.2314815 -0.3171025
Moved 1122.616 260 261.8563 -0.2314815 -0.3244437
Moved 1122.632 260 259.4828 -0.2314815 -0.3305483
Moved 1122.645 268.6273 259 -0.2115109 -0.3317901
Moved 1122.662 275.9404 259 -0.1945824 -0.3317901
Moved 1122.678 289 259 -0.1643519 -0.3317901
