did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 1129.787 426 312 0.1527777 -0.1954732
Stationary 1129.806 426 312 0.1527777 -0.1954732
Moved 1129.822 416.2782 312 0.1302736 -0.1954732
Moved 1129.838 404.0413 312 0.1019475 -0.1954732
Moved 1129.852 385.7655 312 0.05964239 -0.1954732
Moved 1129.867 371.8959 312 0.02753685 -0.1954732
Moved 1129.883 358.8784 312 -0.002596179 -0.1954732
Moved 1129.898 350.5355 312 -0.02190853 -0.1954732
Moved 1129.914 343.5264 312 -0.03813341 -0.1954732
Moved 1129.93 338 312 -0.05092591 -0.1954732
Moved 1129.944 336.0307 312 -0.05548457 -0.1954732
Moved 1129.959 333.1682 312 -0.06211077 -0.1954732
Stationary 1129.975 333.1682 312 -0.06211077 -0.1954732
Moved 1129.99 333 321.5804 -0.06249999 -0.1708323
Moved 1130.007 333 328.5 -0.06249999 -0.1530351
Moved 1130.022 345.0686 342.3445 -0.03456344 -0.1174266
Moved 1130.036 358.7641 357.0713 -0.002860824 -0.07954915
Moved 1130.053 381.7103 373.4694 0.05025526 -0.03737289
Moved 1130.068 412.2699 394.9703 0.120995 0.01792774
Moved 1130.085 441.9246 409.3293 0.1896403 0.05485934
Moved 1130.099 467.0983 419.4119 0.2479128 0.08079171
Moved 1130.114 486.8103 426.4323 0.2935424 0.09884834
Moved 1130.129 501.4466 430.4133 0.3274227 0.1090877
Moved 1130.145 516.3624 435.1208 0.3619499 0.1211953
Moved 1130.161 527.3633 439.4414 0.387415 0.1323081
Moved 1130.175 536.5246 442.8416 0.4086217 0.1410533
Moved 1130.191 543.7974 447.0784 0.4254569 0.1519506
Moved 1130.206 549.1927 448.5964 0.437946 0.1558548
Moved 1130.22 553.7003 451.4669 0.4483802 0.1632378
Moved 1130.236 554.2258 451 0.4495969 0.162037
Moved 1130.252 555 452 0.4513889 0.164609
Moved 1130.267 556.1823 453.1823 0.4541257 0.1676499
Stationary 1130.282 556.1823 453.1823 0.4541257 0.1676499
Stationary 1130.298 556 453 0.4537037 0.167181
Moved 1130.314 544 453 0.4259259 0.167181
Moved 1130.33 525.8036 444.5563 0.3838047 0.1454638
Moved 1130.345 508.41 438.8156 0.3435416 0.1306985
Moved 1130.361 447.5 415 0.2025463 0.06944436
Moved 1130.376 392.4139 392.9786 0.07503221 0.01280502
Moved 1130.391 362.5244 378.2622 0.005843639 -0.02504576
