that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 143.7453 440 239 0.1851852 -0.3832304
Stationary 143.7756 440 239 0.1851852 -0.3832304
Stationary 143.7878 440 239 0.1851852 -0.3832304
Stationary 143.7982 440 239 0.1851852 -0.3832304
Moved 143.8101 440 245.4868 0.1851852 -0.3665462
Moved 143.8267 440 259.4968 0.1851852 -0.3305124
Moved 143.8434 424.8058 291.3802 0.1500134 -0.2485076
Moved 143.8573 416.6481 318.5847 0.1311299 -0.1785373
Moved 143.8725 407.1825 347.4525 0.1092188 -0.1042889
Moved 143.8889 400.3898 366.3674 0.09349485 -0.0556394
Moved 143.9042 396.286 378.2372 0.08399546 -0.02511005
Moved 143.9184 391.9779 389.7256 0.0740228 0.004438314
Moved 143.9357 389.4345 396.6965 0.06813536 0.02236762
Moved 143.9497 387.7787 401.6638 0.06430269 0.03514329
Moved 143.9641 386.5 404 0.06134262 0.04115226
Moved 143.9807 386 405.5993 0.06018519 0.04526562
Moved 143.9959 384.7682 407.2318 0.05733381 0.0494643
Stationary 144.0109 385 407 0.05787035 0.04886827
Moved 144.0265 395.578 407 0.08235653 0.04886827
Moved 144.0422 418.7214 385.3817 0.1359291 -0.006734353
Moved 144.0574 439.8988 365.1012 0.1849509 -0.05889618
Moved 144.0728 458.5527 347.8745 0.2281312 -0.1032036
Moved 144.0885 467.7314 334.1657 0.2493784 -0.1384628
Moved 144.1036 476.7976 321.2833 0.2703649 -0.1715966
Moved 144.1194 484.047 311.1342 0.2871458 -0.1977001
Moved 144.1344 484.8443 307.4672 0.2889914 -0.2071318
Moved 144.1497 486.2891 303.1328 0.2923357 -0.2182798
Moved 144.1652 486 299.5452 0.2916667 -0.2275072
Moved 144.1808 486 296.6543 0.2916667 -0.2349428
Moved 144.1956 477.7771 293.4759 0.2726323 -0.2431177
Moved 144.2101 436.2501 285.3214 0.1765047 -0.264091
Moved 144.2271 391.4743 282.8898 0.07285714 -0.2703452
Moved 144.2448 358.3729 282.451 -0.003766468 -0.2714739
Moved 144.2578 321.319 282 -0.0895393 -0.2726338
Moved 144.2743 289.5356 282 -0.1631119 -0.2726338
Moved 144.2897 277.2413 282 -0.1915711 -0.2726338
Moved 144.3051 266.8363 282 -0.2156567 -0.2726338
Moved 144.3186 256.7662 280.6809 -0.2389672 -0.2760265
Moved 144.3343 248.2086 281 -0.2587765 -0.2752058
Moved 144.3499 244.6061 281 -0.2671156 -0.2752058
Moved 144.3658 242.3634 281 -0.272307 -0.2752058
