good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 159.4943 320 370 -0.09259259 -0.04629637
Stationary 159.5134 320 370 -0.09259259 -0.04629637
Stationary 159.5268 320 370 -0.09259259 -0.04629637
Stationary 159.5417 320 370 -0.09259259 -0.04629637
Stationary 159.5587 320 370 -0.09259259 -0.04629637
Stationary 159.5739 320 370 -0.09259259 -0.04629637
Stationary 159.5895 320 370 -0.09259259 -0.04629637
Moved 159.6035 330.3667 382.4401 -0.06859551 -0.01430025
Moved 159.6187 341.2176 391.9712 -0.04347786 0.01021397
Moved 159.635 361.3193 408.9895 0.003054043 0.05398523
Moved 159.6508 381.0619 424.4058 0.04875441 0.0936361
Moved 159.6656 400.9157 442.2678 0.09471226 0.1395775
Moved 159.6807 417.0251 454.7974 0.1320026 0.1718038
Moved 159.697 437 470.5 0.1782407 0.2121912
Moved 159.7121 447.8336 478.8705 0.2033184 0.2337205
Moved 159.7276 456.605 487.605 0.2236227 0.2561858
Moved 159.7452 467.2321 497.2321 0.2482225 0.2809468
Moved 159.7574 475.8638 505.8638 0.2682032 0.3031476
Moved 159.7733 482.1646 511.7316 0.2827884 0.3182397
Moved 159.7931 488.4579 517.4579 0.2973564 0.3329679
Moved 159.8183 501.9804 529.9804 0.3286583 0.3651758
Moved 159.8341 506.5066 534.5065 0.3391355 0.3768171
Moved 159.8493 512.1123 540.1123 0.3521118 0.3912352
Moved 159.8634 516.855 545.855 0.3630902 0.4060055
Moved 159.8796 521.4338 550.4338 0.3736894 0.4177824
Moved 159.8952 524.7856 554.1904 0.3814483 0.4274445
Moved 159.911 527.0344 558.1031 0.3866536 0.4375079
Moved 159.9267 529.9516 560.9516 0.3934064 0.4448344
Moved 159.9407 530.7068 561.7068 0.3951547 0.4467768
Moved 159.9573 532.0647 563.0647 0.3982979 0.4502692
Moved 159.972 532 564.5 0.3981481 0.4539608
Moved 159.9877 533.5 565.5 0.4016204 0.4565328
Moved 160.0028 533 566.1946 0.4004629 0.4583195
Stationary 160.0191 533 566.1946 0.4004629 0.4583195
Moved 160.0339 533 567.0905 0.4004629 0.4606237
Stationary 160.0502 533 567.0905 0.4004629 0.4606237
Stationary 160.0648 533 567 0.4004629 0.4603909
Stationary 160.0804 533 567 0.4004629 0.4603909
Moved 160.0959 521.2041 567 0.3731577 0.4603909
Moved 160.1112 514.2407 556.6332 0.3570386 0.4337273
Moved 160.1264 504.0966 550.2773 0.333557 0.4173797
Moved 160.1412 486.6094 535.6696 0.2930774 0.3798084
Moved 160.1575 464.9284 515.3998 0.2428898 0.3276744
Moved 160.1718 434.4974 489.1476 0.1724477 0.2601533
Moved 160.1873 406.1693 463.158 0.1068733 0.1933074
Moved 160.2109 380.862 437.862 0.04829178 0.1282458
Stationary 160.2206 380.862 437.862 0.04829178 0.1282458
Moved 160.2361 370.0996 427.7829 0.02337873 0.1023222
Moved 160.2659 352.9782 410.9782 -0.01625414 0.05910029
Moved 160.2813 346.5513 405.7928 -0.03113116 0.04576322
Moved 160.2967 339.1923 400.7154 -0.04816591 0.03270416
Moved 160.3118 330.7821 395.188 -0.06763408 0.01848778
Moved 160.328 320.1682 389.4455 -0.09220321 0.003717799
Moved 160.3427 310.4174 384.7503 -0.1147744 -0.008358347
Moved 160.358 304.9026 381.9514 -0.1275402 -0.01555721
Moved 160.3729 299.1368 380.0342 -0.1408869 -0.02048806
Moved 160.389 294.8524 378.9631 -0.1508045 -0.02324304
Moved 160.4056 289.4998 377.4999 -0.1631949 -0.02700648
Moved 160.4194 283.3467 376.0693 -0.1774381 -0.03068586
Moved 160.4354 276.1425 374.6285 -0.1941146 -0.03439185
Moved 160.4507 269.9325 373.1865 -0.2084896 -0.03810058
Moved 160.4654 263.9244 371.7311 -0.2223972 -0.04184401
Moved 160.4809 259.9107 371 -0.2316881 -0.04372435
Moved 160.4973 256.3648 371 -0.2398962 -0.04372435
Moved 160.5125 252.1903 369.7301 -0.2495594 -0.04699048
Moved 160.5272 247.8483 370 -0.2596104 -0.04629637
Moved 160.5429 244.6826 368.8413 -0.2669383 -0.04927655
Moved 160.5589 241.7964 368.3982 -0.2736195 -0.05041616
Moved 160.5739 238.9112 368 -0.2802981 -0.05144041
Moved 160.5889 236.5114 367 -0.2858533 -0.05401234
Moved 160.6048 235.3023 367 -0.2886521 -0.05401234
Moved 160.6196 234.5 367 -0.2905093 -0.05401234
Ended 160.6358 235 367 -0.2893518 -0.05401234
Candidates 160.802 12 good food god foods goods gods dogs dos dod figs did hood
Began 161.2655 383 322 0.05324075 -0.1697531
Stationary 161.2845 383 322 0.05324075 -0.1697531
Stationary 161.2991 383 322 0.05324075 -0.1697531
Moved 161.3119 383 339.8127 0.05324075 -0.1239386
Moved 161.3287 383 367.2943 0.05324075 -0.05325561
Moved 161.3439 383 412.7491 0.05324075 0.06365501
Ended 161.3581 383 435 0.05324075 0.1208847
Accept 161.4042 0 good
Began 162.2643 417 335 0.1319444 -0.1363169
Stationary 162.2834 417 335 0.1319444 -0.1363169
Stationary 162.297 417 335 0.1319444 -0.1363169
Stationary 162.3118 417 335 0.1319444 -0.1363169
Stationary 162.3281 417 335 0.1319444 -0.1363169
Stationary 162.3439 417 335 0.1319444 -0.1363169
Stationary 162.3592 417 335 0.1319444 -0.1363169
Stationary 162.374 417 335 0.1319444 -0.1363169
Moved 162.3895 423.8787 351.159 0.1478673 -0.09475574
Moved 162.4054 432.7786 366.2608 0.168469 -0.05591365
Moved 162.4204 444.2307 389.7141 0.1949784 0.004408722
Moved 162.4364 455.3752 410.5785 0.220776 0.05807217
Moved 162.452 464.3228 426.4106 0.241488 0.09879261
Moved 162.4743 480.9834 452.9779 0.2800542 0.1671242
Stationary 162.4859 480.9834 452.9779 0.2800542 0.1671242
