are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 1074.597 401 388 0.09490739 -3.924585E-08
Stationary 1074.614 401 388 0.09490739 -3.924585E-08
Stationary 1074.628 401 388 0.09490739 -3.924585E-08
Stationary 1074.647 401 388 0.09490739 -3.924585E-08
Stationary 1074.66 401 388 0.09490739 -3.924585E-08
Moved 1074.675 389.3018 388 0.0678283 -3.924585E-08
Moved 1074.692 381.8433 388 0.05056322 -3.924585E-08
Moved 1074.707 373.6235 388 0.03153582 -3.924585E-08
Moved 1074.722 367.6287 388 0.01765907 -3.924585E-08
Moved 1074.737 354.9655 388 -0.01165405 -3.924585E-08
Moved 1074.753 339.8369 388 -0.04667372 -3.924585E-08
Moved 1074.768 297.8394 388 -0.1438904 -3.924585E-08
Moved 1074.784 255.1087 388 -0.2428038 -3.924585E-08
Moved 1074.802 228.5 388 -0.3043981 -3.924585E-08
Moved 1074.815 222.3377 388 -0.3186628 -3.924585E-08
Moved 1074.833 214.5335 388 -0.3367279 -3.924585E-08
Moved 1074.845 208.8976 388 -0.3497741 -3.924585E-08
Moved 1074.861 205.0766 388 -0.358619 -3.924585E-08
Moved 1074.876 202.2204 397.7286 -0.3652306 0.02502198
Moved 1074.892 201.1642 397.6716 -0.3676755 0.02487544
Moved 1074.907 201 400.531 -0.3680556 0.03222991
Moved 1074.922 201 404.1131 -0.3680556 0.04144307
Moved 1074.938 201 407.577 -0.3680556 0.05035223
Moved 1074.953 201 414.243 -0.3680556 0.06749749
Moved 1074.968 212.4331 423.4331 -0.34159 0.09113444
Moved 1074.983 221.888 436.2686 -0.3197037 0.1241474
Moved 1075 229.4286 446 -0.3022487 0.1491768
Moved 1075.015 238.9904 455.9904 -0.2801148 0.1748723
Moved 1075.031 250.5433 466.1003 -0.2533721 0.2008753
Moved 1075.054 287.2275 499.3134 -0.1684547 0.2862997
Stationary 1075.064 287.2275 499.3134 -0.1684547 0.2862997
Moved 1075.075 306.167 513.9746 -0.1246134 0.3240087
Moved 1075.092 325.7106 526.415 -0.07937367 0.3560056
Moved 1075.107 343.2063 539.4047 -0.0388743 0.3894154
Moved 1075.123 356.0085 548.6068 -0.009239614 0.4130832
Moved 1075.14 368.1287 557.8465 0.01881639 0.4368479
Moved 1075.155 376 563 0.03703703 0.4501028
Moved 1075.169 380.7955 566.0966 0.0481377 0.4580674
Moved 1075.185 385.3888 569.2592 0.05877038 0.4662016
Moved 1075.2 389.1653 570.5826 0.0675122 0.4696055
Moved 1075.215 391.02 572.02 0.07180542 0.4733022
Stationary 1075.23 391.02 572.02 0.07180542 0.4733022
Moved 1075.248 392 573 0.07407407 0.4758229
Stationary 1075.263 392 573 0.07407407 0.4758229
Stationary 1075.276 392 573 0.07407407 0.4758229
Stationary 1075.292 392 573 0.07407407 0.4758229
Moved 1075.307 382.8375 573 0.05286445 0.4758229
Moved 1075.323 374.8896 573 0.03446668 0.4758229
Moved 1075.339 367.1452 562.4613 0.01653979 0.4487173
Moved 1075.355 355.1428 559.1785 -0.01124362 0.4402739
Moved 1075.37 343.6601 555.915 -0.03782376 0.4318801
Moved 1075.385 333.727 552.5757 -0.0608171 0.4232912
Moved 1075.401 319.8351 548.767 -0.09297425 0.4134953
Moved 1075.416 304.3218 545.8767 -0.1288846 0.4060614
Moved 1075.432 292.4794 545 -0.1562976 0.4038065
Moved 1075.448 283.38 544.0634 -0.1773611 0.4013974
Moved 1075.463 274.672 542.612 -0.1975185 0.3976645
Moved 1075.478 270.7101 543 -0.2066897 0.3986624
Ended 1075.494 268 543 -0.212963 0.3986624
Candidates 1075.614 12 date gate fate are ate faster set sweet dare fare art after
Began 1076.275 437 453 0.1782407 0.167181
Stationary 1076.296 437 453 0.1782407 0.167181
Moved 1076.31 437 412.5712 0.1782407 0.0631974
Moved 1076.326 437 357.769 0.1782407 -0.07775475
Ended 1076.341 424 283 0.1481481 -0.2700618
Accept 1076.401 3 are
Began 1076.664 440 398 0.1851852 0.02572008
Stationary 1076.681 440 398 0.1851852 0.02572008
Stationary 1076.696 440 398 0.1851852 0.02572008
Stationary 1076.711 440 398 0.1851852 0.02572008
Stationary 1076.726 440 398 0.1851852 0.02572008
Moved 1076.742 440 423.4066 0.1851852 0.0910662
Moved 1076.758 448.3561 451.4268 0.2045281 0.1631346
Moved 1076.774 461.694 491.5157 0.2354027 0.266244
