he is just like everyone else
he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 1047.483 430 321 0.162037 -0.1723252
Stationary 1047.5 430 321 0.162037 -0.1723252
Stationary 1047.515 430 321 0.162037 -0.1723252
Stationary 1047.531 430 321 0.162037 -0.1723252
Stationary 1047.546 430 321 0.162037 -0.1723252
Stationary 1047.563 430 321 0.162037 -0.1723252
Stationary 1047.578 430 321 0.162037 -0.1723252
Stationary 1047.595 430 321 0.162037 -0.1723252
Stationary 1047.606 430 321 0.162037 -0.1723252
Stationary 1047.623 430 321 0.162037 -0.1723252
Stationary 1047.638 430 321 0.162037 -0.1723252
Stationary 1047.653 430 321 0.162037 -0.1723252
Stationary 1047.669 430 321 0.162037 -0.1723252
Stationary 1047.686 430 321 0.162037 -0.1723252
Stationary 1047.699 430 321 0.162037 -0.1723252
Stationary 1047.715 430 321 0.162037 -0.1723252
Moved 1047.732 419.7679 321 0.1383515 -0.1723252
Moved 1047.747 419 325.7235 0.1365741 -0.1601762
Moved 1047.763 417.8823 329.1177 0.1339869 -0.1514464
Moved 1047.778 416.4424 331.1153 0.1306536 -0.1463085
Moved 1047.792 413.999 334.001 0.1249976 -0.1388862
Moved 1047.808 412.8946 336.2108 0.1224411 -0.1332026
Moved 1047.823 409.2327 341.3564 0.1139645 -0.1199681
Moved 1047.839 404.913 348.145 0.1039653 -0.1025077
Moved 1047.854 400.1297 354.3378 0.09289285 -0.08657973
Moved 1047.87 394.3934 362.4099 0.07961442 -0.06581828
Moved 1047.885 385.9396 373.7471 0.06004542 -0.03665861
Moved 1047.9 378.2998 385.4836 0.04236063 -0.006472309
Moved 1047.916 372.3853 394.3836 0.02866953 0.01641874
Moved 1047.931 365.3547 404.3034 0.01239518 0.04193255
Moved 1047.945 356.3857 416.9215 -0.008366555 0.07438651
Moved 1047.961 347.7494 427.459 -0.0283578 0.1014891
Moved 1047.98 340.7259 437.5837 -0.04461592 0.12753
Moved 1047.992 334.6219 445.4726 -0.0587455 0.1478204
Moved 1048.008 328.8433 452.6959 -0.07212202 0.1663989
Moved 1048.025 324.1259 457.874 -0.08304179 0.1797171
Moved 1048.038 317.7267 464.2733 -0.09785499 0.1961761
Moved 1048.054 313.5114 469.4886 -0.1076126 0.20959
Moved 1048.07 308.2706 475.6617 -0.119744 0.2254674
Moved 1048.086 302.5012 481.4988 -0.1330992 0.2404805
