my watch fell in the water
my watch fell in the water
Basic
0.6 0.6
432 388.8
Began 511.5804 485 262 0.2893518 -0.3240741
Stationary 511.5985 485 262 0.2893518 -0.3240741
Stationary 511.6121 485 262 0.2893518 -0.3240741
Stationary 511.6269 485 262 0.2893518 -0.3240741
Stationary 511.6425 485 262 0.2893518 -0.3240741
Stationary 511.6586 485 262 0.2893518 -0.3240741
Stationary 511.6731 485 262 0.2893518 -0.3240741
Stationary 511.6888 485 262 0.2893518 -0.3240741
Stationary 511.7034 485 262 0.2893518 -0.3240741
Moved 511.7191 485 272.4242 0.2893518 -0.2972629
Moved 511.7356 476.5457 276.6232 0.2697819 -0.2864629
Moved 511.7507 475.7086 283.2286 0.267844 -0.2694739
Moved 511.7672 472.8132 289.3736 0.2611417 -0.2536688
Moved 511.7827 470 296.5 0.2546296 -0.2353395
Moved 511.7978 467.1324 302.7793 0.2479917 -0.219189
Moved 511.8129 465.9484 308.258 0.245251 -0.2050978
Moved 511.8301 462.9885 314.5287 0.2383994 -0.1889695
Moved 511.843 459.1789 322.6423 0.2295807 -0.1681012
Moved 511.8585 456.2292 328.5415 0.2227529 -0.1529283
Moved 511.8744 452.5314 337.1143 0.2141932 -0.1308788
Moved 511.8894 449.5 345.5001 0.2071758 -0.1093105
Moved 511.9048 446.604 350.792 0.2004723 -0.0956996
Moved 511.9213 444.322 356.1949 0.1951899 -0.08180312
Moved 511.9367 440.3315 363.1141 0.1859526 -0.06400693
Moved 511.9508 436.6884 371.9347 0.1775195 -0.04132023
Moved 511.9664 432.7086 378.3885 0.168307 -0.02472104
Moved 511.9833 430.4642 385.1431 0.1631117 -0.007348001
Moved 511.9982 428.0568 390.8864 0.157539 0.007423667
Moved 512.0131 425.1743 395.2386 0.1508663 0.01861768
Moved 512.0287 423.3502 399.9494 0.1466439 0.03073402
Moved 512.0447 421.0313 404.9373 0.1412762 0.04356297
Moved 512.0587 418.1403 409.2896 0.1345839 0.05475723
Moved 512.0758 416.2649 412.7351 0.1302428 0.06361903
Moved 512.0892 413.4051 416.8923 0.1236229 0.07431144
Moved 512.1053 409.5156 421.2266 0.1146194 0.08545934
Moved 512.1208 406.6342 425.5487 0.1079495 0.09657585
Moved 512.136 404 429.5 0.1018518 0.1067386
Moved 512.1513 399.8375 432.4417 0.09221644 0.1143045
Moved 512.1678 396.6772 436.4842 0.08490096 0.1247021
Moved 512.1839 392.2101 440.1933 0.07456034 0.1342419
Moved 512.199 388.7965 443.2035 0.06665856 0.1419843
Moved 512.2147 385.4586 447.0829 0.05893181 0.1519621
Moved 512.2292 382.0553 448.9816 0.05105396 0.1568455
Moved 512.2444 379.1837 453.2245 0.04440666 0.1677584
Moved 512.2603 375.9064 454.7291 0.03682037 0.1716282
Moved 512.275 373.2099 458.79 0.03057857 0.1820731
Moved 512.2906 370.2621 461.7379 0.02375493 0.1896549
Moved 512.3067 368.3846 463.6154 0.01940866 0.194484
Moved 512.3224 365.5071 466.4929 0.01274804 0.2018848
Moved 512.3365 362.6278 468.3722 0.006082853 0.2067185
Moved 512.3518 358.6282 472.3718 -0.003175388 0.2170054
Moved 512.3682 356.6407 474.3593 -0.007776072 0.2221173
Moved 512.3848 353.6448 476.3552 -0.01471102 0.2272508
Moved 512.3993 348.5257 479.2372 -0.02656097 0.2346634
Moved 512.4152 344.3242 480.5586 -0.03628661 0.2380621
Moved 512.4303 340.0041 482.9973 -0.04628678 0.2443344
Moved 512.4535 334.2429 485 -0.05962302 0.2494856
Stationary 512.4644 334.2429 485 -0.05962302 0.2494856
Moved 512.4763 332.0526 485.9737 -0.06469294 0.2519899
Moved 512.4913 330.5968 487.4032 -0.06806304 0.2556666
Moved 512.5062 328.3105 488 -0.07335544 0.2572016
Moved 512.5219 326.7165 489.2834 -0.07704507 0.2605026
Moved 512.5371 326.2757 490 -0.07806548 0.2623456
Moved 512.5523 324.8361 491.1639 -0.08139789 0.265339
Moved 512.568 324.3974 491.6025 -0.08241336 0.2664674
Moved 512.5855 324 492 -0.08333336 0.2674896
Moved 512.5989 324 493.1776 -0.08333336 0.2705184
Moved 512.6134 324 494.5 -0.08333336 0.2739197
Moved 512.6294 324 495.0321 -0.08333336 0.2752883
Stationary 512.6457 324 495.0321 -0.08333336 0.2752883
Moved 512.66 324 496.3724 -0.08333336 0.2787355
Moved 512.6761 324 497.1924 -0.08333336 0.2808447
Stationary 512.6924 324 497.1924 -0.08333336 0.2808447
Stationary 512.7076 324 497.1924 -0.08333336 0.2808447
Moved 512.7217 324 498.0852 -0.08333336 0.2831409
Stationary 512.7368 324 498.0852 -0.08333336 0.2831409
Stationary 512.7524 324 498.0852 -0.08333336 0.2831409
Moved 512.7681 324 499.1705 -0.08333336 0.2859322
Stationary 512.7831 324 499.1705 -0.08333336 0.2859322
Stationary 512.7989 324 499.1705 -0.08333336 0.2859322
Moved 512.813 324 500.146 -0.08333336 0.2884413
Stationary 512.8293 324 500.146 -0.08333336 0.2884413
Stationary 512.8443 324 500.146 -0.08333336 0.2884413
Stationary 512.8596 324 500.146 -0.08333336 0.2884413
Stationary 512.875 324 500.146 -0.08333336 0.2884413
Stationary 512.8907 324 500.146 -0.08333336 0.2884413
Stationary 512.9062 324 500.146 -0.08333336 0.2884413
Stationary 512.9218 324 500.146 -0.08333336 0.2884413
Stationary 512.9402 324 500.146 -0.08333336 0.2884413
Stationary 512.9557 324 500.146 -0.08333336 0.2884413
Stationary 512.9714 324 500.146 -0.08333336 0.2884413
Stationary 512.9865 324 500.146 -0.08333336 0.2884413
Stationary 513.002 324 500.146 -0.08333336 0.2884413
Stationary 513.0163 324 500.146 -0.08333336 0.2884413
Stationary 513.0323 324 500.146 -0.08333336 0.2884413
Stationary 513.0469 324 500.146 -0.08333336 0.2884413
Stationary 513.0626 324 500.146 -0.08333336 0.2884413
Stationary 513.0784 324 500.146 -0.08333336 0.2884413
Stationary 513.0939 324 500.146 -0.08333336 0.2884413
Stationary 513.1097 324 500.146 -0.08333336 0.2884413
Stationary 513.1257 324 500.146 -0.08333336 0.2884413
Stationary 513.1396 324 500.146 -0.08333336 0.2884413
Stationary 513.1536 324 500.146 -0.08333336 0.2884413
Moved 513.1691 331.1586 500 -0.06676257 0.2880658
Stationary 513.1857 331.1586 500 -0.06676257 0.2880658
Stationary 513.1999 331.1586 500 -0.06676257 0.2880658
Stationary 513.2156 331.1586 500 -0.06676257 0.2880658
Stationary 513.2375 331.1586 500 -0.06676257 0.2880658
Stationary 513.249 331.1586 500 -0.06676257 0.2880658
Stationary 513.2604 331 500 -0.06712963 0.2880658
Stationary 513.2766 331 500 -0.06712963 0.2880658
Stationary 513.2908 331 500 -0.06712963 0.2880658
Stationary 513.3069 331 500 -0.06712963 0.2880658
Stationary 513.323 331 500 -0.06712963 0.2880658
Stationary 513.3385 331 500 -0.06712963 0.2880658
Stationary 513.3535 331 500 -0.06712963 0.2880658
Stationary 513.3688 331 500 -0.06712963 0.2880658
Stationary 513.3835 331 500 -0.06712963 0.2880658
Stationary 513.3986 331 500 -0.06712963 0.2880658
Moved 513.4152 331 492.393 -0.06712963 0.2685004
Moved 513.4338 323.4715 492.4715 -0.08455674 0.2687023
Moved 513.4472 322.0355 492 -0.08788089 0.2674896
Moved 513.462 320.5929 490.5929 -0.09122015 0.2638705
Moved 513.478 319.6075 491 -0.09350121 0.2649176
Moved 513.4937 317.0713 490.0356 -0.09937207 0.2624372
Moved 513.5082 315.5929 490 -0.1027943 0.2623456
Moved 513.526 313.1552 490 -0.1084369 0.2623456
Moved 513.5399 310.4331 490 -0.1147382 0.2623456
Moved 513.5545 308.5513 490 -0.1190942 0.2623456
Moved 513.5699 305.6723 490 -0.1257586 0.2623456
Moved 513.5887 304.8132 490 -0.1277471 0.2623456
Moved 513.6002 303.31 490 -0.1312269 0.2623456
Moved 513.6158 301.8671 490 -0.1345668 0.2623456
Moved 513.6318 300.4287 490 -0.1378964 0.2623456
Moved 513.6484 298.99 490 -0.1412269 0.2623456
Stationary 513.6635 298.99 490 -0.1412269 0.2623456
Moved 513.678 297.1096 490 -0.1455796 0.2623456
Moved 513.6943 296.5 490 -0.1469907 0.2623456
Moved 513.7098 297 490 -0.1458333 0.2623456
Moved 513.7247 295.5 490 -0.1493056 0.2623456
Moved 513.7397 296 490 -0.1481481 0.2623456
Stationary 513.7552 296 490 -0.1481481 0.2623456
Moved 513.7713 295 490 -0.150463 0.2623456
Stationary 513.7856 295 490 -0.150463 0.2623456
Stationary 513.801 295 490 -0.150463 0.2623456
Stationary 513.8166 295 490 -0.150463 0.2623456
Stationary 513.8384 295 490 -0.150463 0.2623456
Stationary 513.848 295 490 -0.150463 0.2623456
Ended 513.8613 295 490 -0.150463 0.2623456
Candidates 514.0774 12 my mr mt nyt nmt me nt mud lhr nutty ny jr
Began 514.7707 401 406 0.09490739 0.04629618
Stationary 514.7884 401 406 0.09490739 0.04629618
Stationary 514.8031 401 406 0.09490739 0.04629618
Stationary 514.8176 401 406 0.09490739 0.04629618
Stationary 514.8325 401 406 0.09490739 0.04629618
Stationary 514.8484 401 406 0.09490739 0.04629618
Stationary 514.8653 401 406 0.09490739 0.04629618
Moved 514.8823 401 419.0175 0.09490739 0.07977733
Moved 514.897 401 422.9167 0.09490739 0.08980641
Moved 514.9114 401 435.8695 0.09490739 0.1231211
Moved 514.9275 401 445.9412 0.09490739 0.1490255
Moved 514.9431 401 452.2992 0.09490739 0.1653785
Moved 514.958 401 458.059 0.09490739 0.1801928
Moved 514.9753 401 462.3603 0.09490739 0.1912559
Moved 514.9879 401 465.7851 0.09490739 0.2000645
Moved 515.004 401 468.0137 0.09490739 0.2057964
Moved 515.0193 401 470.8955 0.09490739 0.2132085
Moved 515.0349 401 472.8868 0.09490739 0.2183303
Moved 515.0501 401 474.3291 0.09490739 0.2220398
Moved 515.0655 401 475 0.09490739 0.2237653
Stationary 515.0814 401 475 0.09490739 0.2237653
Moved 515.0955 401 475.6615 0.09490739 0.2254668
Ended 515.111 401 476 0.09490739 0.2263374
Accept 515.1549 0 my
Began 515.6832 314 559 -0.1064815 0.4398148
Stationary 515.6979 314 559 -0.1064815 0.4398148
Stationary 515.7132 314 559 -0.1064815 0.4398148
Stationary 515.7352 314 559 -0.1064815 0.4398148
Stationary 515.746 314 559 -0.1064815 0.4398148
Stationary 515.7589 314 559 -0.1064815 0.4398148
Stationary 515.7744 314 559 -0.1064815 0.4398148
Stationary 515.7892 314 559 -0.1064815 0.4398148
Stationary 515.8044 314 559 -0.1064815 0.4398148
Stationary 515.8212 314 559 -0.1064815 0.4398148
Stationary 515.8356 314 559 -0.1064815 0.4398148
Stationary 515.8502 314 559 -0.1064815 0.4398148
Stationary 515.8671 314 559 -0.1064815 0.4398148
Moved 515.8832 304.2872 559 -0.1289647 0.4398148
Moved 515.8978 302.2345 559 -0.1337165 0.4398148
Moved 515.9133 301.0977 559 -0.136348 0.4398148
Moved 515.9307 298.3984 559 -0.1425963 0.4398148
Moved 515.9442 297.2552 559 -0.1452426 0.4398148
Moved 515.9601 295.8177 559 -0.1485701 0.4398148
Moved 515.9755 294.3824 559 -0.1518927 0.4398148
Moved 515.9909 292.9425 559 -0.1552257 0.4398148
Moved 516.006 291.5 559 -0.1585648 0.4398148
Stationary 516.0222 291.5 559 -0.1585648 0.4398148
Moved 516.0369 289.9881 559 -0.1620645 0.4398148
