exercise is good for the mind
exercise is good for the mind
FixStart
0.6 0.6
432 388.8
Began 2044.795 424 327 0.1481481 -0.1568931
Stationary 2044.815 424 327 0.1481481 -0.1568931
Stationary 2044.838 424 327 0.1481481 -0.1568931
Stationary 2044.847 424 327 0.1481481 -0.1568931
Stationary 2044.859 424 327 0.1481481 -0.1568931
Moved 2044.882 408.0926 327 0.1113255 -0.1568931
Stationary 2044.892 408.0926 327 0.1113255 -0.1568931
Moved 2044.907 401.5 327 0.0960648 -0.1568931
Moved 2044.922 393.4641 327 0.07746319 -0.1568931
Moved 2044.938 382.3871 337.8145 0.05182206 -0.1290779
Moved 2044.953 370.9066 341.91 0.02524684 -0.1185442
Moved 2044.969 359.3751 346.2344 -0.001446605 -0.1074219
Moved 2044.984 349.5 352 -0.02430553 -0.09259266
Moved 2044.999 335.2151 356.9385 -0.0573725 -0.07989059
Moved 2045.015 325.2075 361.1968 -0.0805383 -0.06893832
Moved 2045.031 316.1053 365.1754 -0.101608 -0.05870536
Moved 2045.045 305.1229 370.9298 -0.1270304 -0.04390489
Moved 2045.061 294.9758 378.1601 -0.1505189 -0.02530847
Moved 2045.077 286.9206 384.3424 -0.1691653 -0.009407427
Moved 2045.092 278.1647 391.5294 -0.1894335 0.009077645
Moved 2045.107 270.2947 397.2231 -0.2076512 0.02372196
Moved 2045.122 264.3032 401.5226 -0.2215205 0.03478038
Moved 2045.137 258.9288 405.8569 -0.2339611 0.04592825
Moved 2045.153 253.0985 411.1761 -0.2474573 0.05960935
Moved 2045.168 247.3521 415.4859 -0.2607591 0.07069419
Moved 2045.183 244.798 418.202 -0.2666712 0.07767995
Moved 2045.2 241.83 420.085 -0.2735416 0.08252316
Moved 2045.214 239.9581 423.0419 -0.2778747 0.09012823
Moved 2045.23 238.0404 424.9596 -0.2823138 0.09506064
Moved 2045.246 236.9795 426.0205 -0.2847696 0.09778929
Moved 2045.26 235.536 427.464 -0.2881111 0.1015019
Moved 2045.276 235.1002 428.8998 -0.28912 0.1051948
Moved 2045.292 235 430.3395 -0.2893518 0.1088979
Moved 2045.307 234 430.7751 -0.2916667 0.1100183
Moved 2045.322 232.7896 431 -0.2944684 0.1105966
Moved 2045.337 233 432.5 -0.2939815 0.1144546
Stationary 2045.354 233 432.5 -0.2939815 0.1144546
Moved 2045.368 231.8067 433 -0.2967438 0.1157406
Stationary 2045.383 231.8067 433 -0.2967438 0.1157406
Stationary 2045.4 231.8067 433 -0.2967438 0.1157406
Stationary 2045.417 232 433 -0.2962963 0.1157406
Stationary 2045.431 232 433 -0.2962963 0.1157406
Stationary 2045.446 232 433 -0.2962963 0.1157406
Stationary 2045.461 232 433 -0.2962963 0.1157406
