this is a very good idea
this is a very good idea
FixStart
0.6 0.6
432 388.8
Began 399.3371 301 272 -0.1365741 -0.2983539
Stationary 399.3589 301 272 -0.1365741 -0.2983539
Stationary 399.3722 301 272 -0.1365741 -0.2983539
Stationary 399.386 301 272 -0.1365741 -0.2983539
Moved 399.4045 296.0626 293.8748 -0.1480032 -0.2420915
Moved 399.4186 286.9915 320.0283 -0.1690012 -0.1748243
Moved 399.4334 281.5055 346.0988 -0.1817002 -0.1077708
Moved 399.4493 274 375 -0.199074 -0.03343629
Moved 399.4639 273.1877 386.1236 -0.2009545 -0.00482622
Moved 399.4792 273 396.3028 -0.2013889 0.02135489
Moved 399.4947 272.4244 402.3024 -0.2027213 0.03678584
Moved 399.5106 272 405.9258 -0.2037037 0.04610548
Moved 399.5256 272 410.051 -0.2037037 0.0567154
Stationary 399.541 272 410 -0.2037037 0.05658428
Stationary 399.5568 272 410 -0.2037037 0.05658428
Moved 399.5717 285.8651 391.5132 -0.1716087 0.009036083
Moved 399.5873 293.3179 368.3077 -0.1543567 -0.0506489
Moved 399.6042 297.8734 350.5065 -0.1438116 -0.09643389
Moved 399.6179 302.0014 327.3253 -0.1342559 -0.1560563
Moved 399.6341 305.1471 312.4116 -0.1269743 -0.1944147
Moved 399.6499 308.1881 301.3416 -0.1199349 -0.2228868
Moved 399.6639 309.474 290.2079 -0.1169583 -0.2515229
Moved 399.6796 311.6436 287.4255 -0.1119361 -0.2586792
Moved 399.695 313.8169 284.1831 -0.1069053 -0.2670188
Moved 399.7145 315.2953 282.7047 -0.103483 -0.2708214
Moved 399.7251 318.6869 282 -0.09563217 -0.2726338
Moved 399.7411 325.3257 293.7166 -0.08026461 -0.2424986
Moved 399.7571 338.1059 317.5428 -0.05068089 -0.181217
Moved 399.7722 346.1212 338.5392 -0.03212695 -0.127214
Moved 399.7884 351.7882 358.9556 -0.01900886 -0.07470268
Moved 399.808 355.5951 368.6366 -0.01019647 -0.04980307
Moved 399.8197 357.5854 381.0978 -0.005589326 -0.01775255
Moved 399.8339 358.9627 389.7764 -0.002401074 0.004568806
Moved 399.8497 359 395.3792 -0.002314796 0.01897937
