if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 2230.993 384 331 0.0555556 -0.146605
Stationary 2231.011 384 331 0.0555556 -0.146605
Stationary 2231.027 384 331 0.0555556 -0.146605
Stationary 2231.042 384 331 0.0555556 -0.146605
Stationary 2231.057 384 331 0.0555556 -0.146605
Stationary 2231.072 384 331 0.0555556 -0.146605
Stationary 2231.087 384 331 0.0555556 -0.146605
Stationary 2231.103 384 331 0.0555556 -0.146605
Stationary 2231.118 384 331 0.0555556 -0.146605
Stationary 2231.133 384 331 0.0555556 -0.146605
Stationary 2231.151 384 331 0.0555556 -0.146605
Stationary 2231.165 384 331 0.0555556 -0.146605
Stationary 2231.18 384 331 0.0555556 -0.146605
Stationary 2231.195 384 331 0.0555556 -0.146605
Stationary 2231.21 384 331 0.0555556 -0.146605
Stationary 2231.226 384 331 0.0555556 -0.146605
Stationary 2231.242 384 331 0.0555556 -0.146605
Moved 2231.258 375 340.0195 0.03472219 -0.1234068
Moved 2231.273 375 341.461 0.03472219 -0.1196992
Moved 2231.289 375 342.8973 0.03472219 -0.116005
Moved 2231.305 375 345.6839 0.03472219 -0.1088378
Moved 2231.321 386.1385 350.3539 0.06050587 -0.09682643
Moved 2231.335 391.5289 355.5289 0.07298361 -0.08351612
Moved 2231.351 402.3338 365.0421 0.09799491 -0.0590483
Moved 2231.367 415.1667 376.1667 0.1277008 -0.03043532
Moved 2231.382 425.2336 386.2336 0.1510037 -0.004543257
Moved 2231.397 435.7644 396.7644 0.1753806 0.02254215
Moved 2231.412 446.4708 406.412 0.2001639 0.04735582
Moved 2231.427 455 413.5 0.2199073 0.06558634
Moved 2231.443 459.1456 419.1456 0.2295036 0.08010688
Moved 2231.458 463.2087 424.2783 0.238909 0.09330839
Moved 2231.474 467.5 427 0.2488426 0.1003086
Moved 2231.489 469.8826 430.8239 0.2543578 0.1101436
Moved 2231.505 472.7729 433.7729 0.2610483 0.1177285
Moved 2231.521 474.8243 436.6487 0.2657971 0.1251251
Moved 2231.535 476.2616 439.5233 0.2691241 0.1325185
Moved 2231.55 477.5 440.5 0.2719907 0.1350308
Moved 2231.566 478 440.8058 0.2731481 0.1358175
Moved 2231.581 479.2431 442.2431 0.2760257 0.1395141
Stationary 2231.596 479.2431 442.2431 0.2760257 0.1395141
Moved 2231.612 481.1206 445.2413 0.2803718 0.1472255
Moved 2231.628 483.5612 448.1223 0.2860212 0.1546355
Moved 2231.643 486.002 452.0029 0.2916711 0.1646165
Moved 2231.659 487.4383 453.4382 0.294996 0.1683081
Moved 2231.675 487 454.3716 0.2939814 0.1707087
Moved 2231.689 488 455.9536 0.2962963 0.1747776
Moved 2231.704 489.3912 457.3912 0.2995167 0.1784754
Stationary 2231.722 489.3912 457.3912 0.2995167 0.1784754
Moved 2231.735 489 458.3729 0.2986111 0.1810001
Moved 2231.751 489 459.374 0.2986111 0.183575
Moved 2231.767 489 460.1099 0.2986111 0.1854679
Stationary 2231.781 489 460.1099 0.2986111 0.1854679
Stationary 2231.797 489 460.1099 0.2986111 0.1854679
Moved 2231.813 472.7982 460 0.261107 0.1851851
Moved 2231.827 462.4639 449.4079 0.2371849 0.157942
Moved 2231.844 453.4241 443.616 0.2162594 0.1430453
Moved 2231.858 443.5 435 0.193287 0.1208847
Moved 2231.875 425.3603 417.3604 0.151297 0.07551523
Moved 2231.889 412.48 404.48 0.1214815 0.04238694
Moved 2231.906 390.5415 382.5415 0.07069796 -0.01403942
Moved 2231.921 373.6754 363.7368 0.03165593 -0.06240554
Moved 2231.948 349.2462 337.2462 -0.02489308 -0.1305397
Moved 2231.961 339.1497 325.8853 -0.04826466 -0.1597601
Moved 2231.976 331.7864 317.7864 -0.0653093 -0.1805907
Moved 2231.989 326.4869 311.6086 -0.07757668 -0.19648
Stationary 2232 326.4869 311.6086 -0.07757668 -0.19648
Moved 2232.013 322.1579 305.8773 -0.08759738 -0.2112211
Moved 2232.029 318.5539 302.554 -0.09593999 -0.2197687
Moved 2232.044 315.6713 299.6713 -0.1026127 -0.2271829
Moved 2232.059 311.7857 295.7857 -0.1116072 -0.2371767
Moved 2232.075 309.9529 293.9529 -0.1158497 -0.2418906
Moved 2232.09 307.0285 291.0285 -0.1226192 -0.2494123
Moved 2232.106 307 290.3044 -0.1226852 -0.2512746
Stationary 2232.122 307 290 -0.1226852 -0.2520577
Ended 2232.136 307 290 -0.1226852 -0.2520577
Candidates 2232.278 12 is if of his good id god food off odd igf goods
Began 2232.887 449 329 0.2060185 -0.151749
Stationary 2232.907 449 329 0.2060185 -0.151749
Stationary 2232.921 449 329 0.2060185 -0.151749
Moved 2232.937 436.4985 329 0.1770799 -0.151749
Moved 2232.952 423.3966 329 0.1467514 -0.151749
Moved 2232.968 395.833 320.6666 0.08294681 -0.1731827
Moved 2232.984 355.0035 316.4485 -0.01156588 -0.1840316
Moved 2232.999 303 308 -0.1319445 -0.2057614
Moved 2233.014 247.2841 296.4497 -0.2609164 -0.2354689
Ended 2233.031 211.056 290.1401 -0.3447779 -0.2516972
Accept 2233.104 1 if
Began 2233.721 425 277 0.150463 -0.2854939
Stationary 2233.739 425 277 0.150463 -0.2854939
Stationary 2233.753 425 277 0.150463 -0.2854939
Stationary 2233.768 425 277 0.150463 -0.2854939
Stationary 2233.784 425 277 0.150463 -0.2854939
Stationary 2233.8 425 277 0.150463 -0.2854939
Stationary 2233.814 425 277 0.150463 -0.2854939
Moved 2233.831 415.3338 282.33 0.1280874 -0.2717852
Moved 2233.847 412.7882 287.2118 0.1221949 -0.2592289
Moved 2233.863 411.4483 290.1033 0.1190934 -0.2517918
Moved 2233.877 409.0385 293.9423 0.113515 -0.2419179
Moved 2233.892 407.5643 298.307 0.1101026 -0.2306919
Moved 2233.908 407.1277 299.7446 0.1090919 -0.2269945
Moved 2233.926 406.0353 302.8942 0.1065632 -0.2188937
Moved 2233.94 404.6011 308.5954 0.1032434 -0.20423
Moved 2233.954 405 316.1549 0.1041667 -0.1847868
Moved 2233.97 405 325.9809 0.1041667 -0.1595142
Moved 2233.985 405 339.4659 0.1041667 -0.1248305
