want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 509.2316 445 398 0.1967593 0.02572008
Stationary 509.2506 445 398 0.1967593 0.02572008
Stationary 509.2652 445 398 0.1967593 0.02572008
Stationary 509.2805 445 398 0.1967593 0.02572008
Stationary 509.2956 445 398 0.1967593 0.02572008
Moved 509.3135 431.187 406.0576 0.1647846 0.04644449
Moved 509.3277 412.2136 415.3381 0.1208647 0.07031386
Moved 509.343 402.8034 421.1229 0.09908189 0.08519246
Moved 509.3585 385.5019 431.2072 0.05903224 0.1111295
Moved 509.3737 370.8696 444.3237 0.02516101 0.1448653
Moved 509.3894 359.1681 454.478 -0.001925776 0.1709823
Moved 509.4052 350.2657 460.1562 -0.02253299 0.1855868
Moved 509.42 344.0861 464.6854 -0.0368377 0.1972361
Moved 509.4346 338.3314 469.0015 -0.05015879 0.208337
Moved 509.4507 334.7031 472.2969 -0.05855764 0.2168129
Moved 509.4656 327.3797 477.4136 -0.07551005 0.229973
Moved 509.4813 320.7227 484.8235 -0.09091963 0.2490316
Moved 509.4968 313.0686 494.9039 -0.1086375 0.2749586
Moved 509.5129 307.2507 502.1866 -0.1221048 0.2936899
Moved 509.5276 303.3821 509.2358 -0.1310599 0.3118203
Moved 509.5425 300.3705 515.2591 -0.1380313 0.3273124
Moved 509.5584 298 521.5 -0.1435185 0.3433641
Moved 509.5739 297.18 529.7399 -0.1454167 0.3645573
Moved 509.5892 295.7438 537.2811 -0.1487413 0.3839533
Moved 509.6045 295.3044 539.3913 -0.1497585 0.3893808
Moved 509.6221 295 542.2623 -0.150463 0.3967652
Stationary 509.6353 295 542.2623 -0.150463 0.3967652
Moved 509.6503 293.6282 543.3718 -0.1536385 0.3996187
Moved 509.6668 292.7734 543 -0.1556172 0.3986624
Moved 509.6901 288.0046 543 -0.1666559 0.3986624
Stationary 509.7005 288.0046 543 -0.1666559 0.3986624
Moved 509.7121 282.2216 528.5541 -0.1800425 0.3615075
Moved 509.7283 275.5834 518.9334 -0.1954088 0.3367628
Moved 509.7432 269.6952 506.0643 -0.2090388 0.3036632
Moved 509.7586 262.9666 493.1749 -0.2246144 0.2705114
Moved 509.7739 257.2252 477.8692 -0.2379047 0.231145
Moved 509.7899 254.3492 470.2645 -0.244562 0.2115856
Moved 509.8047 251.2681 456.8766 -0.2516943 0.1771517
Moved 509.8213 248.677 448.0308 -0.2576922 0.1544002
Moved 509.8364 249 438.7643 -0.2569445 0.1305664
Moved 509.8519 249 428.7188 -0.2569445 0.1047293
Moved 509.8677 249 418.6463 -0.2569445 0.07882275
Moved 509.8818 249 411.4745 -0.2569445 0.06037673
Moved 509.8978 256.2929 405.7908 -0.2400627 0.04575815
Moved 509.9154 263.4882 400.0095 -0.223407 0.03088849
Moved 509.9276 274.5645 395.1866 -0.1977673 0.01848413
Moved 509.943 285.8889 392.2778 -0.1715534 0.01100238
Moved 509.9606 300.0679 390.3864 -0.1387317 0.006137855
Moved 509.9749 317.0315 388.7474 -0.09946406 0.001922144
Moved 509.9894 327.255 387.305 -0.07579852 -0.001787609
Moved 510.0059 335.9076 385.3121 -0.05576948 -0.006913354
Moved 510.0208 349.2842 382.5432 -0.02480507 -0.01403518
Moved 510.0363 359.3525 377.9928 -0.001498908 -0.02573884
Moved 510.0518 370.8955 372.5522 0.02522111 -0.03973195
Moved 510.0671 381.9637 367.1688 0.05084177 -0.05357821
Moved 510.0832 391.9641 361.0206 0.07399082 -0.06939154
Moved 510.0984 401.9778 355.2985 0.09717076 -0.08410897
Moved 510.115 406.5 352.5 0.1076389 -0.09130666
Moved 510.1281 414.7436 343.2991 0.1267214 -0.1149714
Moved 510.1433 424.6651 331.9541 0.1496878 -0.144151
Moved 510.1599 433.0059 320.4912 0.1689951 -0.1736337
Moved 510.1755 440.3337 315.1998 0.1859577 -0.1872434
Moved 510.1907 447.8463 306.8653 0.2033479 -0.2086798
Moved 510.2067 453.5814 301.4186 0.2166235 -0.2226887
Moved 510.2224 459 296 0.2291666 -0.2366256
Moved 510.2373 466.5025 288.7969 0.2465336 -0.255152
Moved 510.2522 472.5735 283.5698 0.2605869 -0.2685961
Ended 510.2672 476 278 0.2685185 -0.2829219
Candidates 510.3569 12 wasn dean wash sean wb dream ran team web each grab rab
Began 510.3727 512 244 0.3518519 -0.3703704
Stationary 510.3911 512 244 0.3518519 -0.3703704
Stationary 510.406 512 244 0.3518519 -0.3703704
Stationary 510.4211 512 244 0.3518519 -0.3703704
Stationary 510.4373 512 244 0.3518519 -0.3703704
Stationary 510.4512 512 244 0.3518519 -0.3703704
Moved 510.4667 512 253.0635 0.3518519 -0.347059
Moved 510.4833 512 264.5175 0.3518519 -0.3175992
Moved 510.4988 512 282 0.3518519 -0.2726338
Moved 510.5142 512 299.4949 0.3518519 -0.2276365
Moved 510.53 512 309.8521 0.3518519 -0.2009977
Moved 510.5438 503.5947 331.97 0.3323953 -0.1441101
Moved 510.5602 499.1268 350.3237 0.3220527 -0.09690405
Moved 510.5763 489.1842 380.4474 0.2990375 -0.01942552
Moved 510.591 481.8235 399.8588 0.2819989 0.03050094
Moved 510.6068 473.3345 416.0535 0.2623484 0.0721539
Moved 510.6221 465.428 430.4296 0.2440462 0.1091296
