this is a very good idea
this is a very good idea
FixStart
0.6 0.6
432 388.8
Began 462.9718 356 386 -0.009259283 -0.005144111
Stationary 462.9912 356 386 -0.009259283 -0.005144111
Stationary 463.0056 356 386 -0.009259283 -0.005144111
Stationary 463.0207 356 386 -0.009259283 -0.005144111
Moved 463.0362 356 399.8812 -0.009259283 0.03055859
Moved 463.0517 347.1011 418.0266 -0.02985865 0.07722867
Moved 463.0674 343.8319 441.2604 -0.03742605 0.1369865
Moved 463.0829 342.5 458 -0.04050925 0.180041
Moved 463.1003 341.403 474.3588 -0.04304871 0.222116
Moved 463.1149 339.9564 492.5231 -0.04639715 0.2688351
Moved 463.129 338.5138 502.4036 -0.0497366 0.2942477
Moved 463.145 338 510.5518 -0.05092591 0.315205
Moved 463.1613 336.652 515.0441 -0.05404637 0.3267593
Moved 463.1756 336.2104 519.5792 -0.05506853 0.3384239
Moved 463.1904 336 522.4498 -0.05555556 0.3458069
Moved 463.2062 336 524.5678 -0.05555556 0.3512545
Moved 463.2221 335 525.8033 -0.05787035 0.3544324
Moved 463.2367 335 527.2426 -0.05787035 0.3581342
Moved 463.2515 334.3186 528.6814 -0.05944774 0.3618348
Moved 463.2675 334 530.1201 -0.06018519 0.3655352
Stationary 463.2827 334 530.1201 -0.06018519 0.3655352
Moved 463.3008 333.0052 531 -0.06248807 0.3677982
Moved 463.3152 332.5 531 -0.06365741 0.3677982
Moved 463.3289 332.4639 532 -0.06374096 0.3703703
Moved 463.3456 331.5 532 -0.06597221 0.3703703
Stationary 463.3605 331.5 532 -0.06597221 0.3703703
Moved 463.3738 332 533.2485 -0.06481484 0.3735814
Stationary 463.3893 332 533.2485 -0.06481484 0.3735814
Stationary 463.4047 332 533.2485 -0.06481484 0.3735814
Stationary 463.4201 332 533.2485 -0.06481484 0.3735814
Stationary 463.4355 332 533 -0.06481484 0.3729423
Stationary 463.4534 332 533 -0.06481484 0.3729423
Stationary 463.4675 332 533 -0.06481484 0.3729423
Stationary 463.483 332 533 -0.06481484 0.3729423
Stationary 463.5005 332 533 -0.06481484 0.3729423
Moved 463.5406 355.9881 509.0143 -0.009286751 0.3112507
