my watch fell in the water
Moved 1417.987 405 319.5 0.1041667 -0.1761832
Moved 1418.003 405.4634 308.0243 0.1052394 -0.2056988
Moved 1418.018 406 293.4653 0.1064815 -0.2431449
Moved 1418.032 407 286.9625 0.1087963 -0.2598703
Moved 1418.048 407 281.8647 0.1087963 -0.2729819
Moved 1418.063 408.4797 277.561 0.1122214 -0.2840512
Ended 1418.079 408 278 0.1111111 -0.2829219
Accept 1418.109 3 in
Began 1418.769 292 543 -0.1574074 0.3986624
Stationary 1418.789 292 543 -0.1574074 0.3986624
Stationary 1418.804 292 543 -0.1574074 0.3986624
Stationary 1418.818 292 543 -0.1574074 0.3986624
Stationary 1418.833 292 543 -0.1574074 0.3986624
Moved 1418.849 292 534.6633 -0.1574074 0.3772204
Moved 1418.865 302.143 520.8569 -0.1339281 0.3417101
Moved 1418.881 311.5 508.5 -0.1122685 0.3099279
Moved 1418.895 323.0892 491.6572 -0.08544157 0.266608
Moved 1418.918 344.5566 453.8867 -0.03574853 0.1694616
Moved 1418.934 352.111 436.7336 -0.01826157 0.1253436
Stationary 1418.946 352.111 436.7336 -0.01826157 0.1253436
Moved 1418.959 359.3263 422.3474 -0.001559456 0.08834182
Moved 1418.973 363.7464 409.6763 0.008672178 0.05575176
Moved 1418.989 368.0442 400.9117 0.01862069 0.03320894
Moved 1419.013 374.7655 383.7035 0.03417939 -0.01105069
Stationary 1419.023 374.7655 383.7035 0.03417939 -0.01105069
Moved 1419.034 377.6429 372.4284 0.04084011 -0.04005047
Moved 1419.054 379.5162 365.2094 0.04517645 -0.05861776
Moved 1419.067 381.1995 359.202 0.0490729 -0.07406909
Moved 1419.08 382 354.7038 0.05092591 -0.08563846
Moved 1419.096 383.0848 350.7456 0.05343705 -0.09581891
Moved 1419.111 383 348.7761 0.05324075 -0.1008845
Moved 1419.126 383 346.4193 0.05324075 -0.1069464
Moved 1419.141 383 344.9805 0.05324075 -0.110647
Stationary 1419.156 383 345 0.05324075 -0.1105968
Stationary 1419.172 383 345 0.05324075 -0.1105968
Moved 1419.187 358.0162 363.6478 -0.004592041 -0.06263442
Moved 1419.203 338.4064 385.6852 -0.0499852 -0.005953636
Moved 1419.218 324.9063 406.517 -0.08123536 0.04762586
Moved 1419.234 304.0496 438.5907 -0.1295149 0.13012
Moved 1419.25 294.0808 454.9944 -0.1525908 0.1723107
Moved 1419.266 283.5717 470.0404 -0.1769173 0.2110092
Moved 1419.281 273.1114 486.8329 -0.2011311 0.2542
Moved 1419.299 265.5292 499.8474 -0.2186824 0.2876733
Moved 1419.31 259.4283 510.6674 -0.2328049 0.3155023
Moved 1419.326 255.1525 519.6949 -0.2427025 0.3387213
Moved 1419.342 249.8081 530.3838 -0.2550738 0.3662134
Moved 1419.357 247.0266 538.92 -0.2615124 0.3881688
Moved 1419.375 243.1433 546.7134 -0.2705017 0.4082136
Moved 1419.39 240.2659 552.4683 -0.2771623 0.423015
Moved 1419.403 238.1936 556.4193 -0.2819593 0.433177
Moved 1419.421 236.7554 559.4891 -0.2852883 0.4410728
Moved 1419.436 235.5 560.5 -0.2881945 0.4436727
Ended 1419.449 234.5 561.5 -0.2905093 0.4462448
Candidates 1419.569 12 the there where egfr threw regret tenet refer edge she tennessee emmett
Began 1420.062 323 450 -0.08564815 0.1594649
Stationary 1420.084 323 450 -0.08564815 0.1594649
Stationary 1420.098 323 450 -0.08564815 0.1594649
Moved 1420.113 323 467.4064 -0.08564815 0.2042345
Moved 1420.128 323 483.5091 -0.08564815 0.2456509
Moved 1420.143 323 500.772 -0.08564815 0.2900514
Moved 1420.159 331.8396 520.797 -0.06518612 0.341556
Moved 1420.175 333.0167 534.2006 -0.0624613 0.3760303
Moved 1420.19 334.461 547.1494 -0.05911797 0.4093346
Moved 1420.205 335.8916 554.4582 -0.05580639 0.4281331
Moved 1420.226 336 561.6689 -0.05555556 0.4466791
Moved 1420.237 336 567.3282 -0.05555556 0.461235
Moved 1420.252 336 571.6481 -0.05555556 0.4723459
Moved 1420.266 336 574.3152 -0.05555556 0.4792056
Moved 1420.282 336 576 -0.05555556 0.483539
Ended 1420.298 336 576.0733 -0.05555556 0.4837275
Accept 1420.341 0 the
Began 1420.82 253 593 -0.2476852 0.5272633
Stationary 1420.838 253 593 -0.2476852 0.5272633
Stationary 1420.852 253 593 -0.2476852 0.5272633
Stationary 1420.868 253 593 -0.2476852 0.5272633
Stationary 1420.884 253 593 -0.2476852 0.5272633
Moved 1420.898 253 578.134 -0.2476852 0.4890278
Moved 1420.914 244.0812 567.0721 -0.2683306 0.4605764
Moved 1420.932 239.6985 551.2278 -0.2784757 0.4198246
Moved 1420.946 232.7469 533.7829 -0.2945673 0.3749559
Moved 1420.961 226.0591 516.1479 -0.3100483 0.3295984
Moved 1420.976 218.8183 497.3276 -0.3268094 0.2811924
Moved 1420.991 212.5553 478.6659 -0.3413071 0.2331941
Moved 1421.007 205.4317 459.9225 -0.357797 0.1849857
Moved 1421.022 200.0161 441.3022 -0.3703332 0.137094
Moved 1421.039 193.1101 422.6863 -0.3863192 0.08921359
Moved 1421.061 184.1803 401.3606 -0.40699 0.03436363
Stationary 1421.072 184.1803 401.3606 -0.40699 0.03436363
Moved 1421.083 180.7159 392.1477 -0.4150095 0.01066797
Moved 1421.1 178.4193 385.6771 -0.4203258 -0.005974671
Moved 1421.115 176.9776 380.9328 -0.423663 -0.01817695
Moved 1421.132 177 379.543 -0.4236111 -0.02175147
Moved 1421.145 176 377.1002 -0.4259259 -0.02803473
Moved 1421.161 176 376.5 -0.4259259 -0.02957819
Moved 1421.176 176 375.7891 -0.4259259 -0.03140673
Stationary 1421.191 176 375.7891 -0.4259259 -0.03140673
Stationary 1421.207 176 376 -0.4259259 -0.03086435
Stationary 1421.223 176 376 -0.4259259 -0.03086435
Moved 1421.239 184.9214 376 -0.4052746 -0.03086435
Moved 1421.253 195.0135 384.0179 -0.3819132 -0.01024195
Moved 1421.269 206.3266 394.6613 -0.3557255 0.01713282
Moved 1421.285 223.8088 410.5927 -0.3152575 0.05810883
Moved 1421.299 240.8462 425.5385 -0.2758189 0.09654963
Moved 1421.316 259.2162 442.1227 -0.2332958 0.1392044
Moved 1421.332 272.7651 454.2357 -0.2019327 0.1703591
Moved 1421.346 285.7642 466.7642 -0.1718422 0.2025826
Moved 1421.365 300.0857 478.2686 -0.1386905 0.2321721
Moved 1421.376 308 485.5 -0.1203704 0.2507715
Moved 1421.391 317.3585 495.4387 -0.09870727 0.2763339
Moved 1421.408 326.1049 502.7542 -0.07846078 0.2951494
Moved 1421.423 331.3766 509.3766 -0.06625791 0.3121825
Moved 1421.439 335.6909 513.691 -0.05627096 0.3232792
Moved 1421.453 337.6691 515.6691 -0.05169187 0.3283668
Moved 1421.47 338 518.2156 -0.05092591 0.3349167
Moved 1421.486 339.5 519.5 -0.04745369 0.3382201
Moved 1421.501 339 521.3267 -0.04861111 0.3429183
Moved 1421.516 339 523.1049 -0.04861111 0.3474921
Moved 1421.531 339 524.5396 -0.04861111 0.3511819
Moved 1421.546 332.1233 526.9648 -0.06452933 0.3574196
Moved 1421.562 326.2824 529.8588 -0.07805004 0.3648631
Moved 1421.578 316.1173 532.581 -0.1015803 0.3718646
Moved 1421.593 305.935 534.295 -0.1251505 0.376273
Moved 1421.608 295.1824 535.2817 -0.1500407 0.378811
Moved 1421.623 283.2196 536.8258 -0.1777325 0.3827823
Moved 1421.637 273.1487 538.2645 -0.2010448 0.3864826
Moved 1421.653 265.4752 538 -0.2188074 0.3858024
Moved 1421.672 257.1481 539.142 -0.238083 0.3887395
Moved 1421.685 250.0761 539.5848 -0.2544534 0.3898784
Moved 1421.702 243.9223 540 -0.2686983 0.3909464
Moved 1421.716 241.7551 540 -0.273715 0.3909464
Moved 1421.732 240 540 -0.2777777 0.3909464
Stationary 1421.747 240 540 -0.2777777 0.3909464
Stationary 1421.76 240 540 -0.2777777 0.3909464
Stationary 1421.776 240 540 -0.2777777 0.3909464
Moved 1421.794 240 541.349 -0.2777777 0.394416
Stationary 1421.809 240 541.349 -0.2777777 0.394416
Moved 1421.822 249.2041 543.8408 -0.2564721 0.4008251
Moved 1421.839 256.7028 545.3406 -0.2391139 0.4046825
Moved 1421.854 266.6642 546.7773 -0.2160551 0.4083779
Moved 1421.87 274.1153 548.2231 -0.1988073 0.4120963
Moved 1421.889 280.6535 548.6634 -0.1836725 0.4132288
Moved 1421.901 285.269 549 -0.1729884 0.4140946
Moved 1421.917 287.0797 549 -0.1687971 0.4140946
Moved 1421.933 288.7169 549 -0.1650071 0.4140946
Moved 1421.955 290.4952 549 -0.1608907 0.4140946
Ended 1421.966 292 549 -0.1574074 0.4140946
Candidates 1422.133 12 water rate waste way war taste eat rare reader east wary easy
Began 1422.731 378 396 0.04166663 0.02057605
Stationary 1422.749 378 396 0.04166663 0.02057605
Moved 1422.764 378 407.5839 0.04166663 0.05037013
Moved 1422.782 378 423.4012 0.04166663 0.09105235
Moved 1422.795 378 449.6791 0.04166663 0.1586395
Moved 1422.81 378 476.2659 0.04166663 0.2270212
Moved 1422.826 378 503.8985 0.04166663 0.2980928
Moved 1422.842 378 519.6436 0.04166663 0.3385893
Moved 1422.856 378 532.4942 0.04166663 0.3716414
Moved 1422.871 378 542.6001 0.04166663 0.3976339
Moved 1422.887 378 549.8265 0.04166663 0.4162204
Moved 1422.902 378 553.2117 0.04166663 0.4249271
Ended 1422.918 378 555 0.04166663 0.4295266
Accept 1422.976 0 water
PhraseEnd 1424.533
