if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 4234.76 334 296 -0.06018519 -0.2366256
Stationary 4234.782 334 296 -0.06018519 -0.2366256
Stationary 4234.795 334 296 -0.06018519 -0.2366256
Stationary 4234.809 334 296 -0.06018519 -0.2366256
Stationary 4234.826 334 296 -0.06018519 -0.2366256
Moved 4234.841 348.8761 317.6389 -0.02574985 -0.18097
Moved 4234.856 365.3018 337.3521 0.0122727 -0.1302673
Moved 4234.872 377.395 351.6486 0.04026622 -0.09349634
Moved 4234.887 393.4167 372.8242 0.07735361 -0.03903243
Moved 4234.902 409.4027 393.5034 0.1143582 0.0141548
Moved 4234.917 420.8471 410.7706 0.1408498 0.0585664
Moved 4234.932 432.358 423.1974 0.1674953 0.09052833
Moved 4234.948 441.1515 433.51 0.1878506 0.1170524
Moved 4234.963 449.0147 445.6205 0.2060525 0.1482009
Moved 4234.979 452.7999 451.6665 0.2148145 0.1637512
Moved 4234.995 458.3539 458.6923 0.2276711 0.1818218
Moved 4235.009 461.3405 464.3405 0.2345845 0.196349
Moved 4235.025 464.4448 469.8896 0.2417704 0.2106214
Moved 4235.042 465.6605 471.6605 0.2445846 0.2151762
Moved 4235.057 467.0993 473.0992 0.247915 0.2188766
Moved 4235.072 467 476 0.2476852 0.2263374
Moved 4235.087 468 476.7119 0.25 0.2281682
Moved 4235.103 469.0483 477 0.2524267 0.2289094
Moved 4235.118 469 478.4909 0.2523148 0.232744
Moved 4235.133 469 479.9283 0.2523148 0.2364412
Moved 4235.15 469 480.5 0.2523148 0.2379114
Moved 4235.164 469 481.375 0.2523148 0.240162
Stationary 4235.178 469 481.375 0.2523148 0.240162
Stationary 4235.193 469 481.375 0.2523148 0.240162
Stationary 4235.21 469 481.375 0.2523148 0.240162
Moved 4235.226 450.038 472.2833 0.2084213 0.2167778
Moved 4235.24 429.1578 455.8683 0.1600874 0.1745584
Moved 4235.255 407.159 438.5272 0.1091643 0.1299568
Moved 4235.271 388.2553 421.2553 0.06540576 0.08553308
Moved 4235.288 372.0359 405.0358 0.0278608 0.04381635
Moved 4235.302 353.3394 387.7748 -0.01541818 -0.0005793473
Moved 4235.318 345.0624 381.8499 -0.03457785 -0.0158182
Moved 4235.334 326.2314 363.2314 -0.07816802 -0.06370529
Moved 4235.35 313.3475 351.7533 -0.1079919 -0.09322711
Moved 4235.364 302.1169 342.9573 -0.1339886 -0.1158505
Moved 4235.379 292.0233 334.3057 -0.1573536 -0.1381028
Moved 4235.395 282.6436 326.6436 -0.1790658 -0.1578097
Moved 4235.411 274.0114 319.1761 -0.1990477 -0.1770162
Moved 4235.426 268.8418 315.0735 -0.2110143 -0.1875683
Moved 4235.444 262.7727 308.0303 -0.2250631 -0.2056834
Moved 4235.457 258.3251 302.1002 -0.2353586 -0.2209359
Moved 4235.473 255.6694 299.6694 -0.241506 -0.2271878
Moved 4235.488 252.7882 295.6823 -0.2481755 -0.2374427
Moved 4235.504 251.4538 293.4538 -0.2512644 -0.2431744
Moved 4235.519 250.0137 291.0274 -0.2545978 -0.2494152
Moved 4235.534 248.9313 291 -0.2571035 -0.2494857
Moved 4235.55 248.4652 289.4652 -0.2581823 -0.2534331
Moved 4235.564 248 288.0279 -0.2592593 -0.25713
Moved 4235.581 248 287.5 -0.2592593 -0.2584877
Moved 4235.597 246.6261 286.626 -0.2624397 -0.2607355
Moved 4235.611 247 285.8544 -0.2615741 -0.2627202
Stationary 4235.626 247 285.8544 -0.2615741 -0.2627202
Moved 4235.642 247 285 -0.2615741 -0.2649178
Ended 4235.657 247 283.7474 -0.2615741 -0.2681395
Candidates 4235.824 12 is his if good of id its god odd goods odds off
Began 4236.44 296 311 -0.1481481 -0.1980453
Stationary 4236.46 296 311 -0.1481481 -0.1980453
Stationary 4236.474 296 311 -0.1481481 -0.1980453
Moved 4236.491 310.2421 311 -0.1151804 -0.1980453
Moved 4236.506 338.7452 317.3376 -0.0492009 -0.181745
Moved 4236.521 373.7863 325.3107 0.03191262 -0.1612381
Moved 4236.537 415.5 329.5 0.1284723 -0.150463
Moved 4236.552 430.8121 328 0.1639169 -0.1543211
Moved 4236.567 460.6527 328 0.2329924 -0.1543211
Moved 4236.583 481.5 328 0.28125 -0.1543211
Moved 4236.598 500.4547 328 0.3251266 -0.1543211
Moved 4236.612 521.9047 328 0.3747795 -0.1543211
Moved 4236.629 535.1877 328 0.4055271 -0.1543211
Moved 4236.644 545.9177 328 0.430365 -0.1543211
Moved 4236.659 557.5 317.5 0.457176 -0.1813271
Ended 4236.675 568 321 0.4814814 -0.1723252
Accept 4236.717 2 if
Began 4237.384 395 316 0.08101851 -0.1851853
Stationary 4237.399 395 316 0.08101851 -0.1851853
Stationary 4237.414 395 316 0.08101851 -0.1851853
Stationary 4237.429 395 316 0.08101851 -0.1851853
Stationary 4237.445 395 316 0.08101851 -0.1851853
Stationary 4237.46 395 316 0.08101851 -0.1851853
Moved 4237.476 395 324.2844 0.08101851 -0.1638777
Moved 4237.496 395 335.5004 0.08101851 -0.1350298
Moved 4237.508 395 344.2959 0.08101851 -0.1124077
Moved 4237.522 395 357.0046 0.08101851 -0.07972081
Moved 4237.539 395 371.1019 0.08101851 -0.04346227
Moved 4237.554 395 390.372 0.08101851 0.006100807
Moved 4237.57 395 400.1202 0.08101851 0.03117322
Moved 4237.584 395 410.8779 0.08101851 0.05884233
Moved 4237.599 395 420.5 0.08101851 0.08359041
Moved 4237.615 401.1364 431.8183 0.09522329 0.1127013
Moved 4237.63 407.376 441.752 0.1096667 0.138251
Moved 4237.646 412.2793 449.8491 0.121017 0.1590769
Moved 4237.662 417.0255 455.0255 0.1320033 0.1723905
Moved 4237.676 425.6933 462.2444 0.1520677 0.1909577
Moved 4237.692 431.2301 464.7029 0.1648845 0.1972812
Moved 4237.717 450.4001 471.02 0.2092595 0.2135288
Moved 4237.73 472.2359 470 0.2598052 0.2109053
Stationary 4237.742 472.2359 470 0.2598052 0.2109053
Moved 4237.753 486.2494 470 0.292244 0.2109053
Moved 4237.769 499.6548 470 0.3232749 0.2109053
Moved 4237.785 514.7611 462.2111 0.3582433 0.1908721
