a subject one can really enjoy
a subject one can really enjoy
FixStart
0.6 0.6
432 388.8
Began 2098.521 336 351 -0.05555556 -0.09516476
Stationary 2098.541 336 351 -0.05555556 -0.09516476
Stationary 2098.556 336 351 -0.05555556 -0.09516476
Stationary 2098.572 336 351 -0.05555556 -0.09516476
Stationary 2098.587 336 351 -0.05555556 -0.09516476
Stationary 2098.602 336 351 -0.05555556 -0.09516476
Moved 2098.618 317.6274 351 -0.09808461 -0.09516476
Moved 2098.634 304.416 351 -0.1286666 -0.09516476
Moved 2098.65 288.2363 351 -0.1661196 -0.09516476
Moved 2098.666 271 351 -0.2060186 -0.09516476
Moved 2098.68 257.4888 351 -0.2372944 -0.09516476
Moved 2098.695 241.7194 351 -0.2737978 -0.09516476
Moved 2098.712 231.5262 351 -0.297393 -0.09516476
Moved 2098.727 219.7984 351 -0.3245407 -0.09516476
Moved 2098.741 211.5 351 -0.34375 -0.09516476
Moved 2098.757 203.9283 351 -0.3612772 -0.09516476
Moved 2098.772 192.9904 351 -0.3865963 -0.09516476
Moved 2098.788 186.516 351 -0.4015833 -0.09516476
Moved 2098.803 180.4446 351 -0.4156376 -0.09516476
Moved 2098.819 176.2264 351 -0.4254019 -0.09516476
Moved 2098.835 171.9058 351 -0.4354033 -0.09516476
Moved 2098.85 167.5917 351 -0.4453896 -0.09516476
Moved 2098.866 163.3979 351 -0.4550974 -0.09516476
Moved 2098.881 159.0777 351 -0.465098 -0.09516476
Moved 2098.896 156.1549 351 -0.4718635 -0.09516476
Moved 2098.911 152.2701 351 -0.4808564 -0.09516476
Moved 2098.929 146.8031 351 -0.4935115 -0.09516476
Ended 2098.942 140.5 351 -0.5081019 -0.09516476
Candidates 2099.107 12 a as has gas ass faa aa s da had fda ga
Began 2099.492 306 272 -0.125 -0.2983539
Stationary 2099.512 306 272 -0.125 -0.2983539
Stationary 2099.526 306 272 -0.125 -0.2983539
Stationary 2099.541 306 272 -0.125 -0.2983539
Stationary 2099.561 306 272 -0.125 -0.2983539
Moved 2099.573 306 294.8589 -0.125 -0.2395605
Moved 2099.589 309.5908 313.1816 -0.116688 -0.1924343
Moved 2099.604 315.169 328.676 -0.1037755 -0.1525822
Moved 2099.619 318.1268 342.634 -0.09692872 -0.1166822
Moved 2099.636 322.5 358.5 -0.08680557 -0.07587456
Moved 2099.65 325.8965 369.586 -0.07894327 -0.04736119
Moved 2099.666 330.1709 381.1225 -0.06904875 -0.01768905
Moved 2099.681 332.679 387.1976 -0.06324296 -0.002063743
Moved 2099.697 334.2792 393.117 -0.05953878 0.0131609
Moved 2099.712 337 398 -0.05324075 0.02572008
Moved 2099.727 337 399.8127 -0.05324075 0.03038241
Ended 2099.743 338.2548 401.2548 -0.05033622 0.03409142
Accept 2099.784 0 a
Began 2100.185 350 301 -0.02314816 -0.2237656
Stationary 2100.214 350 301 -0.02314816 -0.2237656
Stationary 2100.227 350 301 -0.02314816 -0.2237656
Stationary 2100.239 350 301 -0.02314816 -0.2237656
Stationary 2100.251 350 301 -0.02314816 -0.2237656
Moved 2100.265 337.9977 301 -0.05093138 -0.2237656
Moved 2100.281 327.0763 301 -0.07621219 -0.2237656
Moved 2100.297 319.3445 301 -0.09410997 -0.2237656
Moved 2100.312 305.8894 301 -0.1252561 -0.2237656
Moved 2100.328 292.8886 301 -0.1553504 -0.2237656
Moved 2100.343 279.9479 301 -0.1853057 -0.2237656
Moved 2100.359 271.6348 307.2594 -0.2045491 -0.2076662
Moved 2100.374 261.6775 309.3318 -0.2275984 -0.202336
Moved 2100.389 255.169 310.7662 -0.2426644 -0.1986467
Moved 2100.405 249.4724 311.9055 -0.2558509 -0.1957163
Moved 2100.421 242.42 314.632 -0.2721758 -0.1887036
Moved 2100.437 235.1812 316.5275 -0.2889325 -0.1838284
Moved 2100.453 229.1631 318.2092 -0.3028632 -0.1795031
Moved 2100.468 223.4011 319.6497 -0.316201 -0.175798
Moved 2100.483 218.7769 320 -0.3269052 -0.1748972
Moved 2100.497 213.4128 321 -0.3393221 -0.1723252
Moved 2100.512 209.1676 321 -0.3491489 -0.1723252
Moved 2100.527 204.8839 322.0387 -0.3590652 -0.1696536
Moved 2100.542 199.5696 322.4768 -0.3713666 -0.1685268
Moved 2100.558 196.1554 323 -0.3792698 -0.1671811
Moved 2100.573 191.9168 324.3611 -0.3890814 -0.1636804
Moved 2100.589 190.411 324.7945 -0.3925672 -0.1625656
Moved 2100.606 188.7652 325 -0.3963769 -0.1620371
Moved 2100.62 187.5 325 -0.3993056 -0.1620371
Moved 2100.635 188 326.5 -0.3981482 -0.158179
Moved 2100.652 188 327.116 -0.3981482 -0.1565946
Moved 2100.667 188 330.3431 -0.3981482 -0.1482945
Moved 2100.684 199.1037 336.5519 -0.3724451 -0.1323254
Moved 2100.698 214.583 345.8401 -0.3366134 -0.1084361
Moved 2100.713 234.8787 356.9353 -0.2896327 -0.07989891
Moved 2100.728 260.8842 367.0661 -0.2294346 -0.05384233
Moved 2100.744 286.4822 379.2411 -0.1701802 -0.02252806
Moved 2100.759 314.2863 391.7061 -0.1058187 0.009532151
Moved 2100.774 330.4893 399.0406 -0.06831174 0.02839657
Moved 2100.789 347.2467 407.2031 -0.02952143 0.04939052
Moved 2100.806 359.3093 413.1547 -0.001598944 0.06469817
Moved 2100.821 367.3698 416.4566 0.01705984 0.07319077
Moved 2100.835 377.1979 421.6845 0.03981004 0.08663699
Moved 2100.851 382.1909 423.4764 0.05136788 0.09124575
Moved 2100.867 387.9977 427.4988 0.06480952 0.1015916
Moved 2100.882 392.583 430.3887 0.07542372 0.1090243
Moved 2100.896 396.6333 432.6333 0.08479933 0.1147975
Moved 2100.914 399.157 433 0.09064107 0.1157406
Moved 2100.929 400.5106 433.5106 0.0937744 0.1170538
Moved 2100.944 401.9622 434.9622 0.09713471 0.1207874
Moved 2100.959 404.1054 436.0527 0.1020958 0.1235924
Stationary 2100.974 404.1054 436.0527 0.1020958 0.1235924
Moved 2100.99 405.9489 436.9489 0.1063633 0.1258974
Stationary 2101.006 406 437 0.1064815 0.1260288
Moved 2101.021 407 437 0.1087963 0.1260288
Moved 2101.037 408.2682 437 0.1117321 0.1260288
Moved 2101.052 408 438.5 0.1111111 0.1298867
Stationary 2101.067 408 438.5 0.1111111 0.1298867
Moved 2101.082 409.3162 438 0.1141579 0.1286007
Stationary 2101.098 409.3162 438 0.1141579 0.1286007
Moved 2101.113 410 438 0.1157407 0.1286007
Moved 2101.129 410.5527 438 0.1170202 0.1286007
Moved 2101.144 411.5 438 0.119213 0.1286007
Moved 2101.16 411 429.5196 0.1180555 0.106789
Moved 2101.175 411 418.0972 0.1180555 0.07741048
Moved 2101.19 397.3037 390.5206 0.08635113 0.006483023
Moved 2101.207 382.6353 356.9613 0.05239666 -0.07983211
Moved 2101.221 367.3694 328.0127 0.01705875 -0.1542884
Moved 2101.237 358.0676 303.847 -0.00447308 -0.2164428
Moved 2101.252 352.018 288.3085 -0.01847689 -0.2564083
Moved 2101.267 347.4557 273.1855 -0.02903784 -0.2953047
Moved 2101.282 345 260 -0.03472224 -0.3292181
Moved 2101.297 344 252.9392 -0.03703703 -0.3473786
Moved 2101.313 342.8602 245.301 -0.03967548 -0.3670242
Moved 2101.328 343 239.1833 -0.03935183 -0.3827589
Moved 2101.345 343 234.8593 -0.03935183 -0.3938807
Moved 2101.361 343 229.0436 -0.03935183 -0.4088386
Moved 2101.375 343 225.182 -0.03935183 -0.4187706
Moved 2101.391 343 220.8547 -0.03935183 -0.4299005
Moved 2101.408 352.8201 217.7914 -0.01662021 -0.4377794
Moved 2101.422 351.9573 212.1281 -0.01861726 -0.4523455
Moved 2101.438 353.3913 207.826 -0.01529783 -0.4634104
Moved 2101.454 354.8361 204.3279 -0.01195356 -0.4724077
Moved 2101.467 355 202.7188 -0.01157408 -0.4765465
Moved 2101.483 356 200.271 -0.009259283 -0.4828421
Moved 2101.499 357.1703 197.6594 -0.006550203 -0.4895591
Moved 2101.516 357 196.7993 -0.006944438 -0.4917714
Stationary 2101.529 357 196.7993 -0.006944438 -0.4917714
Moved 2101.544 358 194.8461 -0.004629641 -0.4967951
Moved 2101.568 358 192.9768 -0.004629641 -0.5016029
Stationary 2101.579 358 192.9768 -0.004629641 -0.5016029
Moved 2101.59 359.4883 193 -0.001184593 -0.5015433
Stationary 2101.608 359.4883 193 -0.001184593 -0.5015433
Stationary 2101.622 359.4883 193 -0.001184593 -0.5015433
Stationary 2101.639 359.4883 193 -0.001184593 -0.5015433
Stationary 2101.652 359.4883 193 -0.001184593 -0.5015433
Stationary 2101.667 359 193 -0.002314796 -0.5015433
Stationary 2101.683 359 193 -0.002314796 -0.5015433
Stationary 2101.699 359 193 -0.002314796 -0.5015433
Moved 2101.714 359 201.3063 -0.002314796 -0.4801794
Moved 2101.73 359 204.4624 -0.002314796 -0.4720618
Moved 2101.746 359 214.6235 -0.002314796 -0.4459272
Moved 2101.76 359.647 219.941 -0.0008170307 -0.4322505
Moved 2101.777 364.3111 231.7778 0.009979506 -0.401806
Moved 2101.793 367 237 0.01620372 -0.3883744
Moved 2101.807 372.8503 245.8129 0.02974609 -0.3657076
Moved 2101.822 378.618 254.427 0.04309724 -0.343552
Moved 2101.838 384.5 259.5 0.05671293 -0.3305041
Moved 2101.853 391.6882 268.6362 0.07335225 -0.3070056
Moved 2101.868 398.9339 277.3207 0.09012481 -0.2846689
Moved 2101.885 403.4895 284.4895 0.1006703 -0.2662307
Moved 2101.899 407.8157 291.3595 0.1106845 -0.2485611
Moved 2101.914 411.4279 296.1419 0.1190461 -0.2362606
Moved 2101.93 414.3054 300.4581 0.1257069 -0.2251593
Moved 2101.945 418.5 304.5 0.1354167 -0.2147634
Moved 2101.96 420.4417 308.1626 0.1399114 -0.2053431
Moved 2101.976 422.1755 310.1755 0.1439248 -0.2001658
Moved 2101.992 424.6059 313.2117 0.1495506 -0.1923566
Moved 2102.008 427.0922 316.0922 0.155306 -0.1849481
Moved 2102.022 428.4883 317.4883 0.1585377 -0.1813573
Moved 2102.038 429 319 0.1597223 -0.1774692
Moved 2102.054 430.3752 320.3752 0.1629056 -0.173932
Moved 2102.069 430.4786 321.4786 0.1631449 -0.1710943
Moved 2102.083 431.5 322.5 0.1655093 -0.1684671
Moved 2102.099 432.1821 323.1821 0.1670882 -0.1667129
Stationary 2102.115 432.1821 323.1821 0.1670882 -0.1667129
Moved 2102.129 432 324.0859 0.1666667 -0.1643882
Stationary 2102.145 432 324.0859 0.1666667 -0.1643882
Moved 2102.161 432 325 0.1666667 -0.1620371
Moved 2102.176 432 328.4413 0.1666667 -0.1531861
Moved 2102.192 414.1786 338.5278 0.1254133 -0.1272435
Moved 2102.207 401.1065 347.5956 0.09515394 -0.1039208
Moved 2102.222 386.5951 355.7025 0.06156265 -0.08306989
Moved 2102.238 373.2325 362.8708 0.03063093 -0.06463282
Moved 2102.255 357.424 371.496 -0.005962998 -0.04244847
Moved 2102.268 345.2998 378.2779 -0.0340283 -0.0250055
Moved 2102.284 335.1741 385.8646 -0.05746727 -0.005492418
Moved 2102.301 320.8366 393.0817 -0.09065593 0.01307009
Moved 2102.316 309.9762 400.4421 -0.1157958 0.03200131
Moved 2102.332 299.8771 406.2131 -0.1391734 0.04684444
Moved 2102.345 289.7874 412.9786 -0.1625291 0.06424527
Moved 2102.362 280.8961 417.552 -0.183111 0.07600811
Moved 2102.377 269.0158 421.8691 -0.2106116 0.08711175
Moved 2102.392 259.721 425.3546 -0.2321273 0.0960766
Moved 2102.407 247.7604 430.5509 -0.2598138 0.1094416
Moved 2102.423 240.6499 433.175 -0.2762734 0.1161909
Moved 2102.438 234.8722 436.0639 -0.2896476 0.1236212
Moved 2102.454 229.121 437.4697 -0.3029606 0.1272368
Moved 2102.477 221.9544 440.3485 -0.31955 0.1346412
Stationary 2102.487 221.9544 440.3485 -0.31955 0.1346412
Moved 2102.5 220 441.5 -0.3240741 0.1376028
Moved 2102.516 217.1443 441 -0.3306845 0.1363167
Moved 2102.531 215.638 442.362 -0.3341713 0.1398199
Moved 2102.546 214.1961 442 -0.3375091 0.1388888
Moved 2102.562 212.7582 443.2418 -0.3408375 0.1420828
Moved 2102.578 211.5 443 -0.34375 0.1414608
Moved 2102.593 210.9411 444.0588 -0.3450436 0.1441842
Moved 2102.607 209.5 444 -0.3483796 0.1440329
Stationary 2102.622 209.5 444 -0.3483796 0.1440329
Moved 2102.638 208.6795 444 -0.3502789 0.1440329
Moved 2102.654 207.7305 444 -0.3524757 0.1440329
Stationary 2102.669 207.7305 444 -0.3524757 0.1440329
Moved 2102.685 207 424.0477 -0.3541667 0.09271531
