want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 346.9348 349 484 -0.02546296 0.2469135
Stationary 346.9517 349 484 -0.02546296 0.2469135
Stationary 346.9648 349 484 -0.02546296 0.2469135
Stationary 346.9803 349 484 -0.02546296 0.2469135
Stationary 346.9958 349 484 -0.02546296 0.2469135
Stationary 347.0109 349 484 -0.02546296 0.2469135
Stationary 347.0261 349 484 -0.02546296 0.2469135
Moved 347.0428 337.9322 484 -0.05108282 0.2469135
Moved 347.0577 332.683 491.4437 -0.06323367 0.2660588
Moved 347.0758 313.2897 501.9774 -0.1081258 0.2931515
Moved 347.0891 298.8205 510.7465 -0.1416192 0.3157058
Moved 347.1046 288.0999 516.5143 -0.1664353 0.330541
Moved 347.1198 277.6611 520.113 -0.1905994 0.3397967
Moved 347.1344 268.9999 523 -0.2106483 0.3472221
Moved 347.1498 260.4649 525.845 -0.2304052 0.3545396
Moved 347.1663 254.7471 528.0843 -0.2436409 0.360299
Moved 347.1818 250.4914 529.5029 -0.2534921 0.3639476
Moved 347.1967 242.3473 532.4132 -0.2723443 0.371433
Moved 347.2121 239.47 533.1325 -0.2790045 0.3732831
Moved 347.2285 231.8295 536.2926 -0.296691 0.3814109
Moved 347.2434 229.9701 537.0099 -0.3009951 0.383256
Moved 347.2584 223.4955 539.1682 -0.3159826 0.3888069
Moved 347.2739 219.2204 541.3898 -0.3258786 0.3945209
Moved 347.2896 213.9257 541 -0.3381349 0.3935184
Moved 347.3055 208.4756 542.1311 -0.350751 0.3964277
Moved 347.3217 202.3077 542 -0.3650284 0.3960905
Moved 347.3357 196.9884 542 -0.3773416 0.3960905
Moved 347.3504 191.2503 542 -0.3906244 0.3960905
Moved 347.3668 188.3674 542 -0.3972978 0.3960905
Moved 347.3818 182.9671 542 -0.4097985 0.3960905
Moved 347.3969 178.6288 542 -0.4198408 0.3960905
Moved 347.4125 177.6429 542 -0.422123 0.3960905
Moved 347.4289 174.3181 528.5907 -0.4298191 0.3616015
Moved 347.4438 171.8252 526.7086 -0.4355898 0.3567607
Moved 347.4575 169 516.5 -0.4421296 0.3305041
Moved 347.4755 166.0334 485.3845 -0.4489967 0.2504745
Moved 347.4889 166 459.4731 -0.4490741 0.1838301
Moved 347.5131 187.7442 387.7673 -0.3987402 -0.0005984601
Stationary 347.5246 187.7442 387.7673 -0.3987402 -0.0005984601
Moved 347.5356 200.5842 357.6368 -0.3690179 -0.07809462
Moved 347.5513 215.0687 338.4141 -0.3354891 -0.1275358
Moved 347.5677 236.0976 313.0828 -0.286811 -0.1926883
Moved 347.5838 250.9499 301.6036 -0.2524309 -0.2222129
Moved 347.597 271.1266 290.9367 -0.2057253 -0.2496485
Moved 347.6124 291.0031 286.2097 -0.1597151 -0.2618063
Moved 347.6287 347.3012 278.3729 -0.02939542 -0.2819628
Moved 347.6441 395.7127 274.8356 0.08266836 -0.2910608
Moved 347.6598 436.0173 272.4728 0.175966 -0.297138
Moved 347.6749 460.3258 268.1686 0.2322357 -0.3082085
Moved 347.6904 477.7589 265.2068 0.2725901 -0.3158261
Moved 347.7059 484.2092 264.1581 0.2875213 -0.3185233
Moved 347.721 488.8556 263.0361 0.2982767 -0.3214093
Moved 347.7358 490.3869 261.6131 0.3018214 -0.3250692
Moved 347.752 491.8182 261.1818 0.3051347 -0.3261784
Moved 347.7669 493.2569 261 0.3084649 -0.3266461
Stationary 347.7824 493.2569 261 0.3084649 -0.3266461
Moved 347.7977 493 268.3067 0.3078704 -0.3078532
Moved 347.8131 483.691 285.7724 0.2863218 -0.2629311
Moved 347.83 476.8057 301.1306 0.2703837 -0.2234296
Moved 347.8451 466.2125 328.0673 0.2458622 -0.1541481
Moved 347.8588 456.5 351.5 0.2233796 -0.0938786
Moved 347.8763 447.1783 381.4905 0.2018017 -0.01674244
Moved 347.8899 439.9718 400.2734 0.1851198 0.03156721
Moved 347.905 423.5426 432.2233 0.1470893 0.113743
Moved 347.9219 410.431 451.7108 0.1167385 0.163865
Moved 347.9366 399.5 467.5 0.09143522 0.2044752
Moved 347.9519 387.3329 488.7784 0.06327063 0.2592038
Moved 347.967 378.1867 504.0222 0.04209896 0.2984108
Moved 347.9833 368.8872 521.0344 0.02057215 0.3421666
Moved 347.998 361.1761 537.9774 0.002722343 0.3857443
Moved 348.0135 349.1686 560.2667 -0.02507259 0.4430726
Moved 348.0301 333.4113 592.1774 -0.06154796 0.5251476
Ended 348.045 320.5726 619.3468 -0.09126718 0.5950277
Candidates 348.1801 12 table rant frankly grant rabbit want rabbi yankee wacky tackle stable frame
Began 348.7838 374 383 0.03240744 -0.01286016
Stationary 348.7998 374 383 0.03240744 -0.01286016
Stationary 348.8136 374 383 0.03240744 -0.01286016
Ended 348.8303 374 383 0.03240744 -0.01286016
NextCandidatePanel 348.8751
Began 349.4599 353 376 -0.01620372 -0.03086435
Stationary 349.4787 353 376 -0.01620372 -0.03086435
Stationary 349.4927 353 376 -0.01620372 -0.03086435
Stationary 349.5078 353 376 -0.01620372 -0.03086435
Moved 349.5262 305.0473 376 -0.1272053 -0.03086435
Moved 349.5399 238.9912 376 -0.280113 -0.03086435
Ended 349.5551 210 376 -0.3472222 -0.03086435
Accept 349.5992 5 want
Began 350.1086 385 487 0.05787035 0.2546296
Stationary 350.1312 385 487 0.05787035 0.2546296
Stationary 350.1415 385 487 0.05787035 0.2546296
Stationary 350.1552 385 487 0.05787035 0.2546296
Stationary 350.1708 385 487 0.05787035 0.2546296
Stationary 350.1865 385 487 0.05787035 0.2546296
Stationary 350.2008 385 487 0.05787035 0.2546296
Stationary 350.2181 385 487 0.05787035 0.2546296
Moved 350.2325 385 498.2177 0.05787035 0.2834816
Moved 350.249 377.3951 501.8147 0.04026641 0.2927332
Moved 350.2642 377 506.1475 0.03935188 0.3038774
Moved 350.2805 375.517 510.4491 0.03591895 0.314941
Moved 350.2949 375.0744 514.7767 0.03489455 0.3260717
Moved 350.3108 375 519.0459 0.03472219 0.3370522
Moved 350.3266 374 522.5728 0.03240744 0.3461234
Moved 350.3417 373.0724 524.8552 0.03026018 0.3519937
Moved 350.3567 373 529.0283 0.0300926 0.3627271
Moved 350.3728 372 530.5623 0.02777775 0.3666725
Moved 350.3875 370.7841 533.4319 0.02496312 0.3740531
Moved 350.4026 370.3422 534.6578 0.02394021 0.3772062
Moved 350.42 370 537.1985 0.02314816 0.3837409
Moved 350.434 367 538.5 0.01620372 0.3870883
Moved 350.4484 364.5592 539 0.0105538 0.3883744
Moved 350.4643 360.8357 539 0.001934469 0.3883744
Moved 350.4797 354.526 539 -0.01267135 0.3883744
Moved 350.4946 347.3402 539 -0.02930502 0.3883744
Moved 350.5102 341.5198 539 -0.04277831 0.3883744
Moved 350.5274 335.7756 539 -0.05607501 0.3883744
Moved 350.5416 332.3799 539 -0.06393537 0.3883744
Moved 350.5568 330 539 -0.06944443 0.3883744
Moved 350.5743 328.1097 532 -0.07382011 0.3703703
Stationary 350.5879 328 532 -0.07407407 0.3703703
Stationary 350.6024 328 532 -0.07407407 0.3703703
Stationary 350.6196 328 532 -0.07407407 0.3703703
Moved 350.6342 344.6904 538.0214 -0.03543883 0.3858573
Moved 350.6497 370.2233 544.3335 0.02366493 0.4020922
Moved 350.6652 396.5 545.5 0.08449078 0.4050925
Moved 350.68 438.0643 545 0.1807045 0.4038065
Moved 350.6958 475.7695 545 0.2679851 0.4038065
Moved 350.7123 500 534.5 0.324074 0.3768003
Moved 350.7286 513.2852 536.065 0.3548267 0.3808255
Moved 350.7416 526.3278 534.6302 0.3850181 0.3771353
Moved 350.7634 540.9432 535 0.41885 0.3780863
Stationary 350.7748 540.9432 535 0.41885 0.3780863
