just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 1943.769 530 368 0.3935185 -0.05144041
Stationary 1943.789 530 368 0.3935185 -0.05144041
Stationary 1943.806 530 368 0.3935185 -0.05144041
Stationary 1943.82 530 368 0.3935185 -0.05144041
Stationary 1943.833 530 368 0.3935185 -0.05144041
Stationary 1943.849 530 368 0.3935185 -0.05144041
Moved 1943.863 521.4796 378.9548 0.3737952 -0.02326439
Moved 1943.879 515.5 387.5 0.3599537 -0.001286047
Moved 1943.898 511.8065 392.8322 0.351404 0.01242826
Moved 1943.91 506.9565 399.0579 0.3401772 0.02844108
Moved 1943.926 502.7548 403.2452 0.3304509 0.03921077
Moved 1943.941 498.6284 408.3716 0.320899 0.0523962
Moved 1943.957 492.1892 415.9729 0.3059936 0.07194668
Moved 1943.972 481.5506 433.118 0.2813671 0.1160441
Moved 1943.987 471.4047 449.3063 0.2578813 0.1576807
Moved 1944.005 464.869 460.2184 0.2427522 0.1857468
Moved 1944.019 459.3469 472.7195 0.2299696 0.2179
Moved 1944.033 456.3982 478.2036 0.223144 0.2320051
Moved 1944.05 453.6281 483.7437 0.2167318 0.2462543
Moved 1944.065 451.4276 487.1447 0.211638 0.2550017
Moved 1944.08 450.0416 489.9169 0.2084296 0.2621318
Moved 1944.096 448.6602 494.0193 0.2052321 0.2726833
Moved 1944.111 447.5 494.5 0.2025463 0.2739197
Moved 1944.126 446.2057 496.7944 0.1995501 0.2798208
Moved 1944.15 443.5 500.5 0.193287 0.2893518
Stationary 1944.16 443.5 500.5 0.193287 0.2893518
Moved 1944.172 439.2378 501.9208 0.1834208 0.293006
Moved 1944.188 435.1167 504.5889 0.1738811 0.2998684
Moved 1944.205 426.9644 508.0178 0.1550101 0.3086877
Moved 1944.219 417.6501 512.15 0.1334493 0.3193157
Moved 1944.235 411.6633 515.1683 0.119591 0.327079
Moved 1944.25 401.8275 520.8129 0.09682278 0.3415968
Moved 1944.266 396.6776 521.8306 0.08490185 0.3442145
Moved 1944.28 393.584 523.208 0.07774085 0.3477571
Moved 1944.296 389.3325 523.5558 0.06789923 0.3486518
Moved 1944.311 386.1385 524 0.06050587 0.3497942
Moved 1944.327 382.0867 524 0.05112668 0.3497942
Moved 1944.343 377 524 0.03935188 0.3497942
Moved 1944.358 370.4796 515.7126 0.0242584 0.328479
Moved 1944.373 358.7509 505.0285 -0.002891322 0.3009992
Moved 1944.391 340.5854 486.0594 -0.0449413 0.2522105
Moved 1944.404 320.3539 463.5473 -0.09177341 0.1943088
Moved 1944.419 293.455 430.0687 -0.1540394 0.1082015
Moved 1944.434 274.9834 402.6431 -0.1967978 0.03766209
Moved 1944.449 259.4905 380.2589 -0.2326609 -0.01991037
Moved 1944.467 250.4027 363.9381 -0.2536975 -0.06188765
Moved 1944.481 242.2283 350.3806 -0.2726196 -0.09675767
Moved 1944.497 240.2995 346.4492 -0.2770846 -0.1068694
Moved 1944.513 238.7778 343.5556 -0.280607 -0.1143118
Moved 1944.527 238 343 -0.2824074 -0.1157408
Stationary 1944.542 238 343 -0.2824074 -0.1157408
Stationary 1944.558 238 343 -0.2824074 -0.1157408
Moved 1944.574 238 355.3853 -0.2824074 -0.08388574
Moved 1944.591 252.0466 373.4575 -0.2498922 -0.0374035
Moved 1944.606 259.1236 389.4719 -0.2335102 0.003785773
Moved 1944.619 286.4675 437.7279 -0.1702141 0.1279009
Moved 1944.635 315.6404 498.2317 -0.1026843 0.2835176
Moved 1944.653 344.7391 561.9524 -0.03532608 0.4474084
Moved 1944.666 350.6856 578.5825 -0.02156109 0.4901813
Moved 1944.681 356.4646 593.1616 -0.008183718 0.5276788
Moved 1944.7 359.3827 599.8929 -0.001428972 0.5449921
Ended 1944.714 360.5 603.5 0.001157423 0.5542694
Candidates 1944.833 12 just list lost post past judy least literary pay part party host
Began 1945.234 369 393 0.02083332 0.01285996
Stationary 1945.255 369 393 0.02083332 0.01285996
Moved 1945.268 378.8705 449.7553 0.04368166 0.1588356
Ended 1945.284 391 534 0.07175922 0.3755144
Accept 1945.326 0 just
Began 1945.805 500 558 0.324074 0.4372427
Stationary 1945.823 500 558 0.324074 0.4372427
Stationary 1945.838 500 558 0.324074 0.4372427
Stationary 1945.853 500 558 0.324074 0.4372427
Stationary 1945.868 500 558 0.324074 0.4372427
