if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 3893.62 357 318 -0.006944438 -0.1800412
Stationary 3893.639 357 318 -0.006944438 -0.1800412
Stationary 3893.653 357 318 -0.006944438 -0.1800412
Stationary 3893.668 357 318 -0.006944438 -0.1800412
Moved 3893.684 366.5234 331.6049 0.01510054 -0.1450492
Moved 3893.7 372.8168 338.014 0.02966841 -0.128565
Moved 3893.716 381.4985 347.7483 0.04976511 -0.103528
Moved 3893.736 392 356.5 0.07407407 -0.0810186
Moved 3893.748 407.5964 369.0826 0.1101769 -0.04865583
Moved 3893.762 421.779 381.5814 0.143007 -0.01650893
Moved 3893.777 434.4761 393.4761 0.1723983 0.01408444
Moved 3893.792 444.6269 402.5373 0.1958955 0.03739011
Moved 3893.808 457.5 415.5 0.2256945 0.07073037
Moved 3893.823 465.7133 423.6656 0.2447069 0.0917324
Moved 3893.839 475.7356 433.7355 0.2679064 0.1176325
Moved 3893.854 482.6451 441.6451 0.2839008 0.1379761
Moved 3893.868 488.8655 447.8655 0.2982999 0.153975
Moved 3893.885 493.2391 453.6522 0.3084239 0.1688583
Moved 3893.899 495.6998 455.6998 0.3141198 0.174125
Moved 3893.915 498.5692 458.5692 0.320762 0.1815049
Moved 3893.931 499.7291 459.7291 0.323447 0.1844883
Moved 3893.946 501.1686 461.1686 0.3267791 0.1881907
Moved 3893.964 502.2004 462.2004 0.3291675 0.1908445
Moved 3893.976 502.7099 463 0.330347 0.1929011
Moved 3893.992 503 464.1454 0.3310186 0.1958471
Stationary 3894.007 503 464.1454 0.3310186 0.1958471
Stationary 3894.023 503 464 0.3310186 0.1954732
Stationary 3894.039 503 464 0.3310186 0.1954732
Moved 3894.054 479.1513 448.7971 0.2758133 0.156371
Moved 3894.069 463.2439 438.1626 0.2389905 0.129019
Moved 3894.085 430.4203 412.5029 0.1630101 0.06302166
Moved 3894.103 400.3995 390.6937 0.0935173 0.006928307
Moved 3894.115 381.1421 372.142 0.04893998 -0.04078704
Moved 3894.132 362.0722 352.8007 0.004796883 -0.0905332
Moved 3894.147 347.4478 338.4479 -0.02905592 -0.1274489
Moved 3894.161 336.0677 328.0677 -0.05539874 -0.1541468
Moved 3894.177 328.2107 320.2107 -0.07358631 -0.1743553
Moved 3894.193 318.8232 311.9913 -0.09531657 -0.1954955
Moved 3894.215 308.8622 302.9081 -0.1183746 -0.2188579
Stationary 3894.226 308.8622 302.9081 -0.1183746 -0.2188579
Moved 3894.24 304.5832 298.5832 -0.1282796 -0.2299816
Moved 3894.255 301.1591 295.1591 -0.1362058 -0.2387884
Moved 3894.271 298.2888 293.6444 -0.14285 -0.2426841
Moved 3894.287 296 291 -0.1481481 -0.2494857
Moved 3894.302 293.1188 289.1188 -0.1548175 -0.254324
Moved 3894.317 290.3533 287.6766 -0.1612193 -0.2580334
Moved 3894.333 288.2367 286.2366 -0.1661188 -0.261737
Moved 3894.348 286.7973 284.7973 -0.1694507 -0.2654391
Moved 3894.363 286 284.3585 -0.1712963 -0.2665678
Moved 3894.377 284.9198 284 -0.1737968 -0.2674897
Stationary 3894.392 284.9198 284 -0.1737968 -0.2674897
Moved 3894.407 284 283.3414 -0.1759259 -0.2691838
Moved 3894.423 284 282.5 -0.1759259 -0.2713478
Moved 3894.439 282.7302 283 -0.1788653 -0.2700618
Stationary 3894.455 283 283 -0.1782407 -0.2700618
Moved 3894.471 281.7918 283 -0.1810375 -0.2700618
Stationary 3894.486 281.7918 283 -0.1810375 -0.2700618
Moved 3894.5 282 281.9009 -0.1805555 -0.2728886
Moved 3894.516 280.6984 282 -0.1835685 -0.2726338
Stationary 3894.534 280.6984 282 -0.1835685 -0.2726338
Stationary 3894.548 281 282 -0.1828704 -0.2726338
Ended 3894.562 281 282 -0.1828704 -0.2726338
Candidates 3894.739 12 of if good off is god odd goods his odds food gods
Began 3895.314 423 314 0.1458333 -0.1903292
Stationary 3895.335 423 314 0.1458333 -0.1903292
Stationary 3895.348 423 314 0.1458333 -0.1903292
Moved 3895.364 403.906 314 0.1016343 -0.1903292
Moved 3895.382 390.1901 314 0.06988436 -0.1903292
Moved 3895.395 374.597 314 0.03378938 -0.1903292
Moved 3895.41 354.2644 321.9559 -0.01327678 -0.1698664
Moved 3895.426 339.8958 323.6754 -0.04653762 -0.1654441
Moved 3895.441 317.1703 326.9731 -0.09914269 -0.1569623
Moved 3895.457 295.51 329.8654 -0.1492825 -0.1495233
Moved 3895.471 281.643 332.6714 -0.181382 -0.1423062
Moved 3895.488 268.5665 334.2704 -0.2116516 -0.1381934
Moved 3895.502 256.9964 335.7148 -0.2384343 -0.1344784
Ended 3895.518 243.3237 338.3353 -0.2700841 -0.1277386
Accept 3895.547 1 if
Began 3896.023 391 313 0.07175922 -0.1929013
Stationary 3896.043 391 313 0.07175922 -0.1929013
Stationary 3896.057 391 313 0.07175922 -0.1929013
Stationary 3896.074 391 313 0.07175922 -0.1929013
Moved 3896.09 383.9437 327.1127 0.05542517 -0.1566033
Moved 3896.105 381.0333 338.8667 0.04868825 -0.1263717
Moved 3896.12 380.084 348.412 0.04649073 -0.1018211
Moved 3896.135 380 358.0033 0.04629632 -0.07715201
Moved 3896.151 378.5648 379.5276 0.04297416 -0.02179102
Moved 3896.167 379 390.934 0.04398147 0.007546075
Moved 3896.181 379 403.8091 0.04398147 0.04066118
Moved 3896.197 379 413.2687 0.04398147 0.06499133
Moved 3896.212 379 420.9911 0.04398147 0.08485358
Moved 3896.227 379 430.1741 0.04398147 0.1084725
Moved 3896.243 379 435.2943 0.04398147 0.1216415
Moved 3896.258 387.435 442.025 0.06350696 0.1389532
Moved 3896.273 387.6501 446.6003 0.06400485 0.150721
Moved 3896.289 389.0888 450.1776 0.06733516 0.1599216
Moved 3896.304 390 452.5291 0.06944448 0.1659699
Moved 3896.319 390.9664 454.9327 0.07168144 0.1721521
Moved 3896.336 392.4051 456.4051 0.07501185 0.175939
Moved 3896.35 392.6342 457.6342 0.07554214 0.1791002
Moved 3896.367 395.8563 458.9521 0.08300067 0.1824899
Moved 3896.381 401.5632 460.3908 0.09621123 0.1861903
