if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 774.4004 458 463 0.2268519 0.1929011
Stationary 774.4155 458 463 0.2268519 0.1929011
Stationary 774.4299 458 463 0.2268519 0.1929011
Stationary 774.445 458 463 0.2268519 0.1929011
Stationary 774.4604 458 463 0.2268519 0.1929011
Stationary 774.4756 458 463 0.2268519 0.1929011
Stationary 774.4913 458 463 0.2268519 0.1929011
Moved 774.5067 458 472.4019 0.2268519 0.2170831
Moved 774.5222 458 477.7535 0.2268519 0.2308474
Moved 774.538 458 491.5701 0.2268519 0.2663838
Moved 774.5538 466.6951 502.6951 0.2469794 0.2949977
Moved 774.5691 475.1706 518.8199 0.2665987 0.3364708
Moved 774.5845 485.7054 537.495 0.2909847 0.3845035
Moved 774.5996 493.0859 547.9203 0.3080693 0.4113176
Moved 774.6147 501.1908 559.8671 0.3268304 0.4420448
Moved 774.631 506.8143 566.7772 0.339848 0.4598179
Moved 774.6467 515.3172 575.3172 0.3595306 0.4817828
Moved 774.6619 521.295 581.1188 0.373368 0.4967046
Moved 774.6776 527.0526 587.0526 0.3866957 0.5119663
Moved 774.6928 530.4048 590.4048 0.3944555 0.5205883
Moved 774.7083 534.4253 594.4253 0.4037623 0.5309291
Moved 774.7228 536.5839 597.1678 0.4087591 0.5379831
Moved 774.739 538.5154 598.7577 0.4132301 0.5420722
Moved 774.7551 540.1089 600.1089 0.4169187 0.5455474
Moved 774.7704 541.5447 601.5447 0.4202423 0.5492404
Moved 774.7858 542.5 602.5 0.4224537 0.5516974
Moved 774.8013 543.2136 603.2136 0.4241056 0.5535328
Moved 774.8157 544 604.8698 0.4259259 0.5577925
Moved 774.8321 545.3013 605 0.4289381 0.5581275
Moved 774.8508 545 606.5 0.4282407 0.5619856
Moved 774.8633 546 607 0.4305556 0.5632715
Moved 774.8775 546 608.3227 0.4305556 0.5666735
Moved 774.8947 547.5 608 0.4340278 0.5658435
Moved 774.9089 547 608 0.4328704 0.5658435
Stationary 774.9246 547 608 0.4328704 0.5658435
Stationary 774.9396 547 608 0.4328704 0.5658435
Stationary 774.955 547 608 0.4328704 0.5658435
Moved 774.9695 542.647 608 0.4227939 0.5658435
Moved 774.9855 528.2625 595.1954 0.3894964 0.5329099
Moved 775.0029 512.5 587 0.3530093 0.5118312
Moved 775.0168 464.9386 556.2722 0.2429135 0.4327988
Moved 775.0323 413.3625 524.666 0.1235244 0.3515072
Moved 775.049 396.3815 508.1982 0.08421639 0.3091518
Moved 775.0629 378.8595 493.3829 0.04365613 0.2710464
Moved 775.0786 369.598 482.3577 0.02221753 0.2426895
Moved 775.0933 355.6007 463.8294 -0.01018355 0.1950344
Moved 775.1093 347.9639 454.7567 -0.0278613 0.1716993
Moved 775.1253 346.3521 451.7041 -0.0315925 0.1638479
Moved 775.1397 344.9168 448.8337 -0.03491471 0.1564652
Stationary 775.156 344.9168 448.8337 -0.03491471 0.1564652
Moved 775.171 345 448 -0.03472224 0.1543209
Stationary 775.186 345 448 -0.03472224 0.1543209
Stationary 775.2004 345 448 -0.03472224 0.1543209
Stationary 775.2166 345 448 -0.03472224 0.1543209
Stationary 775.2318 345 448 -0.03472224 0.1543209
Moved 775.2486 354.6795 448 -0.01231601 0.1543209
Moved 775.2626 357.5509 448 -0.005669296 0.1543209
Moved 775.2781 360.4286 448 0.0009922187 0.1543209
Moved 775.2936 362.7206 448 0.006297827 0.1543209
Ended 775.3089 364 448 0.009259283 0.1543209
Candidates 775.4802 12 is us his its usa guys gus fits id ita hits irs
Backspace 776.7723
Began 777.2327 417 423 0.1319444 0.09002049
Stationary 777.253 417 423 0.1319444 0.09002049
Stationary 777.2659 417 423 0.1319444 0.09002049
Stationary 777.2822 417 423 0.1319444 0.09002049
Moved 777.2996 423.4679 436.7442 0.1469163 0.1253708
Moved 777.3142 437.4591 456.1968 0.1793035 0.1754033
Moved 777.3293 460.2218 488.6475 0.2319949 0.258867
Moved 777.3528 490.2278 522.2278 0.3014533 0.345236
Stationary 777.3635 490.2278 522.2278 0.3014533 0.345236
Moved 777.3747 505.8567 539.5424 0.3376313 0.3897695
Moved 777.3915 516.8685 550.8685 0.3631214 0.4189003
Moved 777.4072 524.291 558.291 0.3803033 0.4379912
Moved 777.4215 529.0252 563.0252 0.3912621 0.4501676
Moved 777.437 533.343 565.8953 0.401257 0.4575496
Moved 777.4531 535 568 0.4050927 0.4629629
Moved 777.4684 537.9802 570.9802 0.4119911 0.4706279
Moved 777.4839 539.4377 572.4377 0.4153651 0.4743768
Moved 777.4991 541.8688 573.8688 0.4209926 0.4780575
Moved 777.5143 543.3044 575.3044 0.4243157 0.4817498
Moved 777.53 544.7488 576.7488 0.4276594 0.485465
Moved 777.5469 546.1696 578.1696 0.4309481 0.4891193
Moved 777.5617 547.5 578 0.4340278 0.488683
Moved 777.5757 547.6884 579.6884 0.4344639 0.4930257
Moved 777.5916 548.5 580.5 0.4363426 0.4951131
Stationary 777.6066 548.5 580.5 0.4363426 0.4951131
Moved 777.6213 548 581.2487 0.4351853 0.4970388
Stationary 777.6377 548 581.2487 0.4351853 0.4970388
Moved 777.655 548 582.2485 0.4351853 0.4996102
Stationary 777.6683 548 582 0.4351853 0.4989711
Stationary 777.6824 548 582 0.4351853 0.4989711
Stationary 777.7007 548 582 0.4351853 0.4989711
Moved 777.7149 533.7756 571.5513 0.4022584 0.4720968
Moved 777.7307 526.2649 568.0119 0.3848724 0.4629935
Moved 777.7468 519.0721 562.2576 0.3682224 0.4481933
Moved 777.7616 508.6256 555.2505 0.3440407 0.4301709
Moved 777.7773 495.3269 544.4615 0.3132567 0.4024214
Moved 777.7921 486.0235 536.132 0.291721 0.3809979
Moved 777.8076 464.3577 514.3577 0.2415687 0.3249939
Moved 777.8233 445.5466 496.5815 0.1980245 0.2792733
Moved 777.8392 432.7724 482.3027 0.1684547 0.2425479
Moved 777.853 420.5669 467.6613 0.140201 0.2048902
Moved 777.8694 413.2415 458.8899 0.1232443 0.1823299
Moved 777.8847 408.65 452.8666 0.1126157 0.166838
Moved 777.9 405.1829 449.1829 0.1045901 0.1573632
