that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 1748.116 321 538 -0.09027779 0.3858024
Stationary 1748.136 321 538 -0.09027779 0.3858024
Stationary 1748.151 321 538 -0.09027779 0.3858024
Stationary 1748.165 321 538 -0.09027779 0.3858024
Stationary 1748.181 321 538 -0.09027779 0.3858024
Stationary 1748.196 321 538 -0.09027779 0.3858024
Stationary 1748.211 321 538 -0.09027779 0.3858024
Stationary 1748.227 321 538 -0.09027779 0.3858024
Stationary 1748.243 321 538 -0.09027779 0.3858024
Stationary 1748.259 321 538 -0.09027779 0.3858024
Stationary 1748.273 321 538 -0.09027779 0.3858024
Stationary 1748.288 321 538 -0.09027779 0.3858024
Stationary 1748.312 321 538 -0.09027779 0.3858024
Stationary 1748.321 321 538 -0.09027779 0.3858024
Stationary 1748.334 321 538 -0.09027779 0.3858024
Stationary 1748.35 321 538 -0.09027779 0.3858024
Stationary 1748.365 321 538 -0.09027779 0.3858024
Stationary 1748.381 321 538 -0.09027779 0.3858024
Stationary 1748.398 321 538 -0.09027779 0.3858024
Stationary 1748.411 321 538 -0.09027779 0.3858024
Stationary 1748.427 321 538 -0.09027779 0.3858024
Stationary 1748.442 321 538 -0.09027779 0.3858024
Stationary 1748.457 321 538 -0.09027779 0.3858024
Stationary 1748.474 321 538 -0.09027779 0.3858024
Moved 1748.488 321 547.5936 -0.09027779 0.4104773
Stationary 1748.504 321 547.5936 -0.09027779 0.4104773
Stationary 1748.52 321 548.3718 -0.09027779 0.4124788
Moved 1748.535 321 549 -0.09027779 0.4140946
Stationary 1748.554 321 549 -0.09027779 0.4140946
Stationary 1748.566 321 549 -0.09027779 0.4140946
Stationary 1748.58 321 549 -0.09027779 0.4140946
Stationary 1748.597 321 549 -0.09027779 0.4140946
Stationary 1748.612 321 549 -0.09027779 0.4140946
Moved 1748.628 321 533.9724 -0.09027779 0.3754433
Moved 1748.643 334.3859 518.2755 -0.05929182 0.3350705
Moved 1748.659 339.078 504.844 -0.04843056 0.3005246
Moved 1748.674 345.568 490.9359 -0.03340736 0.2647527
Moved 1748.69 352.7841 472.3613 -0.01670341 0.2169785
Moved 1748.706 356.3776 460.6597 -0.008385132 0.1868819
Moved 1748.721 360.6627 446.7911 0.001533926 0.1512117
Moved 1748.737 363.993 436.6854 0.009242992 0.1252195
Moved 1748.752 367.2 424.1002 0.01666655 0.09285012
Moved 1748.766 369.549 417.2548 0.02210428 0.07524364
Moved 1748.782 370.7387 412.0453 0.02485802 0.0618448
Moved 1748.798 373.1776 406.6448 0.03050367 0.04795475
Moved 1748.814 373.5261 402.9479 0.03131032 0.03844618
Moved 1748.828 374 400.0676 0.03240744 0.0310381
Moved 1748.844 375.3972 397.2057 0.03564159 0.0236771
Moved 1748.86 375.839 395.322 0.03666441 0.01883216
Moved 1748.874 376 393.7231 0.03703703 0.01471975
Moved 1748.89 376 392.5 0.03703703 0.01157403
Moved 1748.906 377 391.2161 0.03935188 0.008271653
Moved 1748.921 377 389.7808 0.03935188 0.00458007
Stationary 1748.937 377 389.7808 0.03935188 0.00458007
Moved 1748.952 378.0971 387.9029 0.04189134 -0.0002497606
Moved 1748.967 378 386.5 0.04166663 -0.003858064
Stationary 1748.982 378 386.5 0.04166663 -0.003858064
Moved 1748.998 379.4135 384.5864 0.04493872 -0.008779847
Moved 1749.013 379 383.6077 0.04398147 -0.01129708
Moved 1749.029 379 382.0474 0.04398147 -0.01531036
Moved 1749.045 379 379.2184 0.04398147 -0.02258638
Moved 1749.06 370.1918 376.2383 0.02359211 -0.03025125
Moved 1749.075 355.8036 372.0411 -0.009713968 -0.04104669
Moved 1749.091 335.657 370.4876 -0.05634948 -0.04504223
Moved 1749.107 304.533 370 -0.1283959 -0.04629637
Moved 1749.125 283.5529 370 -0.1769608 -0.04629637
Moved 1749.137 250.3342 370 -0.2538561 -0.04629637
Moved 1749.153 228.613 370 -0.3041366 -0.04629637
Moved 1749.168 211.8349 370 -0.3429748 -0.04629637
Moved 1749.184 198.6986 370 -0.3733828 -0.04629637
Moved 1749.201 188.6362 370 -0.3966755 -0.04629637
Moved 1749.213 183.3398 370 -0.4089357 -0.04629637
Moved 1749.23 179.8807 370 -0.4169427 -0.04629637
Moved 1749.246 175.5282 380.4342 -0.4270181 -0.01945951
Moved 1749.261 174.1411 377 -0.430229 -0.02829226
Moved 1749.276 172.6319 378.3681 -0.4337224 -0.02477339
Moved 1749.291 171.1927 378.8073 -0.4370539 -0.02364382
Moved 1749.308 171 380.2491 -0.4375 -0.01993548
Moved 1749.322 171 383.3839 -0.4375 -0.01187273
Moved 1749.339 171 387.4019 -0.4375 -0.001538359
Moved 1749.355 184.5227 396.6053 -0.4061975 0.02213302
Moved 1749.369 196.7857 406.75 -0.3778108 0.04822526
Moved 1749.385 215.5533 417.8876 -0.3343674 0.07687125
Moved 1749.4 235.7494 428.4282 -0.2876171 0.103982
