are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 956.6854 478 542 0.2731481 0.3960905
Stationary 956.7045 478 542 0.2731481 0.3960905
Stationary 956.7178 478 542 0.2731481 0.3960905
Stationary 956.7331 478 542 0.2731481 0.3960905
Moved 956.7578 460.4428 542 0.2325066 0.3960905
Moved 956.7707 447.7045 542 0.2030196 0.3960905
Moved 956.7814 441.2115 542 0.1879897 0.3960905
Moved 956.7961 434.7474 542 0.1730263 0.3960905
Moved 956.8111 422.8707 533.645 0.1455341 0.3746013
Moved 956.827 387.7278 527.7455 0.06418486 0.3594278
Moved 956.843 380.2865 525.5716 0.04695942 0.3538363
Moved 956.8566 351.375 517.7917 -0.01996522 0.3338263
Moved 956.8731 342.7669 516.9612 -0.03989135 0.3316902
Moved 956.8901 323.4878 513.811 -0.08451909 0.3235878
Moved 956.9039 314.5 512.5 -0.1053241 0.3202159
Moved 956.9189 309.8543 513 -0.1160781 0.321502
Moved 956.9341 305.5553 513 -0.1260293 0.321502
Moved 956.9505 304 513 -0.1296296 0.321502
Stationary 956.9652 304 513 -0.1296296 0.321502
Stationary 956.9793 304 513 -0.1296296 0.321502
Stationary 956.9953 304 513 -0.1296296 0.321502
Moved 957.0106 304 523.827 -0.1296296 0.3493491
Moved 957.0264 321.3684 530.8804 -0.08942499 0.3674906
Moved 957.0417 329.3266 538.1151 -0.07100324 0.3860985
Moved 957.0576 358.4853 564.7539 -0.003506343 0.4546139
Moved 957.0728 363.9121 568.7297 0.009055833 0.4648398
Moved 957.0895 389.5674 587.7972 0.06844312 0.5138815
Moved 957.1036 403.8185 597.7729 0.1014317 0.5395394
Moved 957.1185 417.0859 607.8446 0.1321433 0.5654439
Moved 957.1342 425.3762 614.0322 0.1513338 0.5813584
Moved 957.1501 440.0174 624.0116 0.1852254 0.6070257
Moved 957.1655 450.7446 631.5319 0.210057 0.6263679
Moved 957.1798 461.2799 639.1866 0.2344444 0.6460561
Moved 957.2003 465.6086 642.0724 0.2444643 0.6534782
Moved 957.2118 476.1275 649.2766 0.2688138 0.6720076
Moved 957.2269 478.6456 651.4842 0.2746427 0.6776857
Moved 957.2419 482.5 655.5 0.2835648 0.6880143
Moved 957.2579 486.7667 658.7667 0.2934414 0.6964161
Moved 957.2729 488.2036 661.3054 0.2967676 0.7029458
Moved 957.2902 490.2638 665.5275 0.3015365 0.7138052
Moved 957.304 490 668.7075 0.300926 0.7219842
Moved 957.3192 490 671.2991 0.300926 0.7286497
Moved 957.3351 484.1049 674.7686 0.2872798 0.7375733
Moved 957.3508 476.8905 676.9329 0.2705798 0.7431399
Moved 957.3668 462.5001 680.3 0.2372688 0.7518003
Moved 957.3813 450.763 680 0.2100995 0.7510287
Moved 957.3976 437.7345 681.0295 0.1799409 0.7536766
Moved 957.4122 426.2159 681 0.1532775 0.7536006
Moved 957.4273 421.9118 681 0.1433144 0.7536006
Moved 957.442 410.2956 681 0.116425 0.7536006
Moved 957.4578 407.7145 681 0.1104503 0.7536006
Moved 957.475 403.5383 672.0765 0.100783 0.7306495
Moved 957.4894 399.3809 672 0.09115945 0.7304525
Moved 957.505 398.969 670.969 0.09020597 0.7278009
Stationary 957.5196 399 671 0.09027779 0.7278805
Stationary 957.5358 399 671 0.09027779 0.7278805
Ended 957.5507 399 671 0.09027779 0.7278805
Candidates 957.7017 12 after date faster say day at gate fate ate are assure gay
Began 958.2617 484 545 0.287037 0.4038065
Stationary 958.2745 484 545 0.287037 0.4038065
Stationary 958.2889 484 545 0.287037 0.4038065
Stationary 958.3051 484 545 0.287037 0.4038065
Stationary 958.3207 484 545 0.287037 0.4038065
Stationary 958.3359 484 545 0.287037 0.4038065
Stationary 958.3519 484 545 0.287037 0.4038065
Stationary 958.3668 484 545 0.287037 0.4038065
Stationary 958.3822 484 545 0.287037 0.4038065
Moved 958.398 472.7831 536.7831 0.2610721 0.3826726
Moved 958.4138 469.6685 533.6686 0.2538624 0.3746619
Moved 958.4285 466.7873 530.7873 0.2471928 0.3672512
Moved 958.4442 463.9108 525.8216 0.2405342 0.3544793
Moved 958.4606 462.4882 522.9763 0.2372411 0.3471612
Moved 958.475 458.1556 510.889 0.227212 0.3160724
Moved 958.4918 457.469 502.8139 0.2256226 0.2953032
Moved 958.5071 456.7455 498.4731 0.223948 0.2841386
