want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 263.1083 437 333 0.1782407 -0.141461
Stationary 263.1245 437 333 0.1782407 -0.141461
Stationary 263.1385 437 333 0.1782407 -0.141461
Stationary 263.1528 437 333 0.1782407 -0.141461
Stationary 263.1688 437 333 0.1782407 -0.141461
Stationary 263.1843 437 333 0.1782407 -0.141461
Stationary 263.1993 437 333 0.1782407 -0.141461
Stationary 263.2155 437 333 0.1782407 -0.141461
Stationary 263.2314 437 333 0.1782407 -0.141461
Stationary 263.2464 437 333 0.1782407 -0.141461
Stationary 263.2606 437 333 0.1782407 -0.141461
Stationary 263.2754 437 333 0.1782407 -0.141461
Stationary 263.2923 437 333 0.1782407 -0.141461
Stationary 263.3073 437 333 0.1782407 -0.141461
Stationary 263.3221 437 333 0.1782407 -0.141461
Stationary 263.3368 437 333 0.1782407 -0.141461
Moved 263.354 426.9468 333 0.1549694 -0.141461
Moved 263.3681 425.9689 333 0.1527057 -0.141461
Stationary 263.3846 425.9689 333 0.1527057 -0.141461
Moved 263.3985 423.6573 333 0.1473548 -0.141461
Moved 263.415 421.0967 333 0.1414276 -0.141461
Moved 263.4306 418.5161 333 0.1354539 -0.141461
Moved 263.4464 413 348 0.1226852 -0.1028807
Moved 263.4615 405.178 352.822 0.1045786 -0.09047834
Moved 263.4759 397.4362 361.6578 0.0866578 -0.06775263
Moved 263.4936 389.5999 369.4001 0.06851832 -0.04783928
Moved 263.5089 380.5509 378.4492 0.04757146 -0.02456492
Moved 263.523 372.8341 387.7991 0.02970855 -0.0005166325
Moved 263.5393 365.5175 395.4825 0.01277198 0.01924523
Moved 263.5547 359.0121 400.7903 -0.002286683 0.03289682
Moved 263.5699 354.0727 405.9273 -0.01372064 0.04610929
Moved 263.5837 347.9456 411.0544 -0.02790361 0.05929617
Moved 263.5993 339.9612 416.0222 -0.04638607 0.07207336
Moved 263.6157 334.9385 420.0492 -0.0580127 0.08243101
Moved 263.6317 328.4965 423.9021 -0.07292484 0.09234071
Moved 263.6471 322.5 429 -0.08680557 0.1054526
Moved 263.6626 314.5579 432.721 -0.10519 0.1150231
Moved 263.6777 308.2727 436.4363 -0.119739 0.124579
Moved 263.6928 301.8837 438.8465 -0.1345284 0.130778
Moved 263.7106 297.1759 440.7061 -0.1454262 0.1355608
Moved 263.7242 292.049 441.9877 -0.157294 0.1388572
Moved 263.7394 290.0385 442.9807 -0.1619478 0.1414113
Moved 263.7545 287.5117 444.2441 -0.167797 0.1446609
Moved 263.7701 285 445.5 -0.1736111 0.1478908
Moved 263.7854 284.1899 445.8101 -0.1754863 0.1486883
Moved 263.8004 282.8998 446 -0.1784727 0.1491768
Stationary 263.8153 282.8998 446 -0.1784727 0.1491768
Moved 263.8311 281.3397 446 -0.182084 0.1491768
Moved 263.8463 280.0578 446 -0.1850515 0.1491768
Stationary 263.8614 280 446 -0.1851852 0.1491768
Moved 263.8854 276.0781 446 -0.1942638 0.1491768
Stationary 263.8957 276.0781 446 -0.1942638 0.1491768
Moved 263.9081 273.5157 426.5472 -0.2001951 0.09914386
Moved 263.9242 269.9225 411.6642 -0.2085127 0.06086463
Moved 263.9393 267.3849 402.8472 -0.2143868 0.03818716
Moved 263.9553 265 390 -0.2199074 0.005143954
Moved 263.9703 263.129 374.2902 -0.2242383 -0.03526193
Moved 263.9869 261.2154 363.1847 -0.2286681 -0.06382545
Moved 264.0023 259.8546 350.5455 -0.2318182 -0.09633359
Moved 264.0163 258.5658 334.7897 -0.2348014 -0.1368579
Moved 264.0309 257.2881 325.8816 -0.2377589 -0.1597696
Moved 264.0477 257 316.0676 -0.2384259 -0.1850114
Moved 264.064 255.7215 308.3289 -0.2413855 -0.2049156
Moved 264.0795 256 304 -0.2407407 -0.2160494
Moved 264.0938 255.1595 297.6378 -0.2426865 -0.232413
Moved 264.1099 255 294.4391 -0.2430556 -0.24064
Moved 264.1252 255 290.7237 -0.2430556 -0.2501963
Moved 264.1398 255 288.246 -0.2430556 -0.2565691
Moved 264.1569 255 286.6912 -0.2430556 -0.2605679
Moved 264.1708 255 284.126 -0.2430556 -0.2671657
Moved 264.1868 255 282.7813 -0.2430556 -0.2706244
Stationary 264.2007 255 282.7813 -0.2430556 -0.2706244
Moved 264.2166 255 281.2178 -0.2430556 -0.2746455
Moved 264.2318 255 280.5 -0.2430556 -0.2764919
Moved 264.2466 262.2444 281 -0.2262861 -0.2752058
Moved 264.2618 267.4434 281 -0.2142513 -0.2752058
Moved 264.2775 278.1683 286.1683 -0.1894253 -0.2619129
Moved 264.293 292.1224 294.5612 -0.1571241 -0.2403261
Moved 264.3098 306.2603 301.0274 -0.1243976 -0.2236949
Moved 264.3245 321.8989 307.4579 -0.0881971 -0.2071557
Moved 264.3397 333.5204 314.6475 -0.06129538 -0.1886641
Moved 264.3582 344.9416 320.0644 -0.03485734 -0.1747316
Moved 264.372 358.3947 326.1794 -0.003716002 -0.1590036
Moved 264.3876 372.5685 331.2977 0.02909382 -0.1458393
Moved 264.402 383.832 336.416 0.05516658 -0.1326749
Moved 264.4178 394.0873 339.7719 0.07890591 -0.1240437
Moved 264.4328 404.3441 343.504 0.1026485 -0.1144444
