do you prefer a window seat
do you prefer a window seat
FixStart
0.6 0.6
432 388.8
Began 742.7824 452 410 0.2129629 0.05658428
Stationary 742.8027 452 410 0.2129629 0.05658428
Stationary 742.8176 452 410 0.2129629 0.05658428
Stationary 742.8336 452 410 0.2129629 0.05658428
Stationary 742.8475 452 410 0.2129629 0.05658428
Moved 742.8622 442.7922 410 0.1916487 0.05658428
Moved 742.8787 432.6775 410 0.1682349 0.05658428
Moved 742.8954 423.8162 410 0.1477226 0.05658428
Moved 742.9127 412.9058 410 0.1224672 0.05658428
Moved 742.9257 399.7941 410 0.092116 0.05658428
Moved 742.9405 392.4947 410 0.07521908 0.05658428
Moved 742.9565 383.9855 410 0.05552193 0.05658428
Moved 742.9721 377.3476 410 0.04015654 0.05658428
Moved 742.9866 372.3574 410 0.02860496 0.05658428
Moved 743.0027 365.5 410 0.01273145 0.05658428
Moved 743.0183 361.7698 410 0.004096826 0.05658428
Moved 743.0334 357.4915 410 -0.005806834 0.05658428
Moved 743.0488 354.7739 410 -0.01209741 0.05658428
Moved 743.0641 351.8965 410 -0.01875808 0.05658428
Moved 743.0805 350.508 410 -0.02197216 0.05658428
Moved 743.0946 349.0599 410 -0.02532437 0.05658428
Moved 743.1102 347.6205 410 -0.02865613 0.05658428
Stationary 743.125 347.6205 410 -0.02865613 0.05658428
Stationary 743.141 347.6205 410 -0.02865613 0.05658428
Stationary 743.1567 348 410 -0.0277778 0.05658428
Moved 743.1712 348 417.8267 -0.0277778 0.07671478
Moved 743.1871 356.858 420.5309 -0.007273058 0.08366989
Moved 743.2045 368.6808 427.0085 0.02009452 0.1003304
Moved 743.2203 386.3806 438.9558 0.06106635 0.1310591
Moved 743.2339 397.7704 447.2875 0.08743136 0.1524884
Moved 743.2483 421.8467 463.2311 0.1431637 0.1934956
Moved 743.2645 442.2365 477.9067 0.1903621 0.2312415
Moved 743.2819 460.4098 490.822 0.2324301 0.2644598
Moved 743.2959 480.569 503.7537 0.2790949 0.2977204
Moved 743.3115 496.4428 513.8273 0.3158399 0.3236298
Moved 743.3246 506.8236 520.3278 0.3398693 0.3403491
Moved 743.3409 515.8408 525.356 0.3607425 0.3532817
Moved 743.3579 529.477 533.4862 0.3923078 0.3741928
Moved 743.372 539.4285 541.7499 0.4153438 0.3954473
Moved 743.3869 548.781 548.5207 0.4369931 0.4128618
Moved 743.4022 557.3854 555.8212 0.4569106 0.4316387
Moved 743.4196 563.9793 560.9845 0.4721743 0.4449189
Moved 743.4343 571.2501 565.35 0.4890048 0.4561471
Moved 743.4477 576.3245 569.6596 0.5007513 0.4672314
Moved 743.4642 580.9508 572.9672 0.5114602 0.4757386
Moved 743.4803 585.3033 575.8689 0.5215355 0.4832018
Moved 743.4953 586.8666 577.8666 0.5251543 0.48834
Moved 743.5126 589.6033 579.3017 0.5314891 0.4920309
Moved 743.5269 590.7347 580.7347 0.5341082 0.4957168
Moved 743.541 593.3621 581 0.5401902 0.496399
Moved 743.5569 596 584 0.5462963 0.5041152
Moved 743.5724 597.4044 583.7022 0.5495473 0.5033492
Moved 743.5876 600.2802 585.1401 0.556204 0.5070474
Moved 743.6039 601.576 586 0.5592037 0.5092591
Moved 743.6185 603.0118 586 0.5625274 0.5092591
Ended 743.6343 603 587.4303 0.5624999 0.512938
Candidates 743.6611 12 so do stop di dip sp soup gao du drop gap gdp
Began 744.2384 490 425 0.300926 0.09516452
Stationary 744.2498 490 425 0.300926 0.09516452
Stationary 744.266 490 425 0.300926 0.09516452
Moved 744.2806 476.2999 425 0.2692128 0.09516452
Moved 744.2971 442.6846 410.1094 0.1913994 0.05686579
Moved 744.3121 403.27 400.8696 0.100162 0.0331009
Moved 744.3284 353.0207 399.5435 -0.01615589 0.02968992
Moved 744.3432 303.9874 406.4892 -0.1296588 0.04755444
Moved 744.3591 264.5568 410.8626 -0.2209334 0.05880301
Moved 744.3733 229.9881 413.751 -0.3009534 0.06623194
Ended 744.3898 215 413 -0.3356481 0.06430033
Accept 744.4181 1 do
Began 744.817 414 407 0.125 0.04886827
Stationary 744.8361 414 407 0.125 0.04886827
Stationary 744.8508 414 407 0.125 0.04886827
Stationary 744.8671 414 407 0.125 0.04886827
Moved 744.8822 429.5328 407 0.1609557 0.04886827
Moved 744.8976 436.9745 407 0.1781816 0.04886827
Moved 744.9142 444.3055 415.8276 0.1951515 0.07157306
Moved 744.9292 450.5 417 0.2094908 0.0745884
Moved 744.9439 456.225 421.4187 0.2227429 0.08595333
Moved 744.959 461.982 425.7365 0.2360695 0.09705885
Moved 744.9755 466.0243 431.3738 0.2454267 0.1115581
Moved 744.9908 468.1144 437.4576 0.2502648 0.1272058
Moved 745.0074 469.558 441.116 0.2536065 0.1366152
Moved 745.0212 470.9892 445.9569 0.2569194 0.1490661
Moved 745.0359 471 448.8885 0.2569444 0.1566063
Moved 745.0518 471 453.4816 0.2569444 0.1684198
Moved 745.0684 471 465.55 0.2569444 0.1994598
Moved 745.0824 461.3563 477.0214 0.2346212 0.2289643
Moved 745.0981 457.7013 489.5974 0.2261605 0.26131
Moved 745.1135 454.4834 498.5499 0.2187115 0.2843361
Moved 745.1287 448.2061 507.8893 0.2041808 0.3083571
Moved 745.144 443.5882 515.6864 0.1934911 0.3284115
Moved 745.1599 438.0898 523.2742 0.1807635 0.3479275
Moved 745.1752 432.9615 529.718 0.1688924 0.3645008
Moved 745.1911 427.5052 536.6185 0.1562621 0.3822491
Moved 745.2054 424.3148 540.247 0.1488767 0.3915817
Moved 745.2212 419.9985 545.0015 0.1388855 0.4038102
Moved 745.2371 417.1216 549.3176 0.1322259 0.4149114
Moved 745.2523 412.3574 552.6426 0.1211977 0.4234635
Moved 745.268 411.0249 554.9503 0.1181132 0.4293987
Moved 745.2835 408.1899 556.405 0.1115508 0.4331404
Moved 745.2984 403.3181 560.6819 0.1002734 0.4441406
