effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 1379.669 277 548 -0.1921296 0.4115225
Stationary 1379.688 277 548 -0.1921296 0.4115225
Stationary 1379.703 277 548 -0.1921296 0.4115225
Stationary 1379.718 277 548 -0.1921296 0.4115225
Stationary 1379.733 277 548 -0.1921296 0.4115225
Stationary 1379.748 277 548 -0.1921296 0.4115225
Stationary 1379.765 277 548 -0.1921296 0.4115225
Stationary 1379.783 277 548 -0.1921296 0.4115225
Stationary 1379.798 277 548 -0.1921296 0.4115225
Stationary 1379.812 277 548 -0.1921296 0.4115225
Stationary 1379.826 277 548 -0.1921296 0.4115225
Stationary 1379.842 277 548 -0.1921296 0.4115225
Moved 1379.857 277 531.9406 -0.1921296 0.3702173
Moved 1379.872 287.8581 513.1097 -0.1669952 0.321784
Moved 1379.889 295 499.5 -0.150463 0.2867798
Moved 1379.903 312.1317 466.1415 -0.1108062 0.2009811
Moved 1379.919 328.6182 433.7635 -0.07264301 0.1177045
Moved 1379.935 337.3754 413.4676 -0.05237172 0.06550298
Moved 1379.949 343.0827 398.7932 -0.03916035 0.02776008
Moved 1379.967 347.3873 387.3005 -0.02919604 -0.001799108
Moved 1379.982 349.8078 378.4806 -0.02359311 -0.02448408
Moved 1379.997 351.3414 369.9514 -0.020043 -0.04642141
Moved 1380.011 352.3427 365.2867 -0.01772533 -0.05841887
Moved 1380.026 353.8967 363.2066 -0.01412799 -0.0637691
Moved 1380.042 354 360.3314 -0.01388888 -0.07116403
Moved 1380.058 354.7744 359.2255 -0.01209622 -0.07400842
Stationary 1380.074 355 359 -0.01157408 -0.07458848
Moved 1380.088 356.6501 359 -0.007754365 -0.07458848
Moved 1380.104 360.3064 359 0.0007091959 -0.07458848
Moved 1380.119 365.6586 359 0.01309862 -0.07458848
Moved 1380.136 398.0179 384.9184 0.08800427 -0.007925975
Moved 1380.151 433.7006 408.0465 0.1706032 0.05155983
Moved 1380.165 492.733 454.4014 0.3072524 0.1707855
Moved 1380.181 530.3104 484.5308 0.3942369 0.2482786
Moved 1380.198 552.6771 508.0555 0.4460117 0.3087848
Moved 1380.212 565.081 521.6972 0.4747245 0.3438713
Moved 1380.227 573.6841 531.639 0.4946391 0.3694417
Moved 1380.242 580.912 541.6768 0.5113703 0.3952591
Moved 1380.258 584.4629 545.4629 0.51959 0.404997
Moved 1380.274 586.2552 549.7657 0.5237389 0.416064
Moved 1380.289 587 551.4019 0.5254629 0.4202723
Moved 1380.305 587 554.2784 0.5254629 0.4276706
Moved 1380.319 587 556.5765 0.5254629 0.4335813
Moved 1380.338 587 558.524 0.5254629 0.4385904
Moved 1380.35 574.7075 562.3525 0.497008 0.4484374
Moved 1380.366 565.5 565 0.4756944 0.4552468
Moved 1380.381 538.9854 568.002 0.414318 0.4629679
Moved 1380.398 507.3585 568 0.3411075 0.4629629
Moved 1380.412 450.3091 555.6305 0.2090488 0.4311483
Moved 1380.427 398.5637 543.4586 0.08926769 0.3998421
Moved 1380.443 365 535.5 0.01157403 0.3793723
Moved 1380.459 333.6296 524.8415 -0.06104251 0.3519585
Moved 1380.474 305.8009 517.3687 -0.1254609 0.3327383
Moved 1380.49 288.695 510.8983 -0.1650579 0.3160964
Moved 1380.505 273.8577 506.3573 -0.1994036 0.3044169
Moved 1380.52 264.0945 502.6981 -0.2220035 0.2950054
Moved 1380.537 256.5572 500.9114 -0.239451 0.29041
Moved 1380.55 251 499.5 -0.2523148 0.2867798
Moved 1380.567 251 500 -0.2523148 0.2880658
Moved 1380.583 249.9084 500 -0.2548417 0.2880658
Stationary 1380.598 250 500 -0.2546296 0.2880658
Stationary 1380.613 250 500 -0.2546296 0.2880658
Moved 1380.627 258.4278 508.4278 -0.2351209 0.3097422
Moved 1380.644 272.7695 516.231 -0.2019224 0.329812
Moved 1380.659 288.0991 522.127 -0.1664373 0.3449766
Moved 1380.674 297.7192 523.5438 -0.1441684 0.3486208
Moved 1380.689 314.6675 527.6193 -0.1049363 0.3591031
Moved 1380.705 324.7386 529.2484 -0.08162364 0.363293
Moved 1380.721 330.7791 530.6948 -0.06764094 0.3670132
Moved 1380.746 338.148 532 -0.05058334 0.3703703
Stationary 1380.756 338.148 532 -0.05058334 0.3703703
Moved 1380.766 341.0587 532 -0.04384547 0.3703703
Ended 1380.781 341.0587 532 -0.04384547 0.3703703
Candidates 1380.949 12 effort short shorter sport shower shore shoe for slope spite slower report
Began 1381.349 401 352 0.09490739 -0.09259266
Stationary 1381.368 401 352 0.09490739 -0.09259266
Stationary 1381.383 401 352 0.09490739 -0.09259266
Moved 1381.396 401 364.0259 0.09490739 -0.06166167
Moved 1381.412 401 386.6402 0.09490739 -0.003497473
Moved 1381.429 405.3697 410.3779 0.1050224 0.05755632
Moved 1381.445 410.9895 432.9268 0.1180313 0.1155522
Moved 1381.459 413.1549 445.9294 0.1230438 0.1489953
Moved 1381.477 415.05 459.725 0.1274306 0.1844777
Moved 1381.492 416.9691 468.8458 0.131873 0.2079365
Moved 1381.506 417 473.2236 0.1319444 0.2191963
Moved 1381.522 418 475.8491 0.1342593 0.2259493
Ended 1381.538 419.2956 477.2956 0.1372584 0.2296697
Accept 1381.58 0 effort
Began 1381.795 543 543 0.4236111 0.3986624
Stationary 1381.814 543 543 0.4236111 0.3986624
Stationary 1381.83 543 543 0.4236111 0.3986624
Stationary 1381.844 543 543 0.4236111 0.3986624
Moved 1381.859 531.6584 543 0.3973575 0.3986624
Moved 1381.876 526.1206 543 0.3845384 0.3986624
Moved 1381.891 516.3497 543 0.3619205 0.3986624
Moved 1381.907 506.4085 543 0.3389086 0.3986624
Moved 1381.922 489.3132 543 0.2993362 0.3986624
Moved 1381.937 454.0889 524.0396 0.2177984 0.3498959
Moved 1381.952 408.701 502.4005 0.1127338 0.2942399
Moved 1381.971 371.8853 484.4427 0.02751241 0.2480521
Moved 1381.985 340.3458 467.1976 -0.04549583 0.2036976
Moved 1382 312.7452 448.352 -0.1093861 0.1552262
Moved 1382.014 296.7569 438.9578 -0.1463962 0.1310643
Moved 1382.029 278.5504 426.3811 -0.1885406 0.09871674
Moved 1382.044 262.6387 413.4316 -0.2253735 0.06541048
Moved 1382.06 253.1455 407.7637 -0.2473483 0.05083245
