he is just like everyone else
he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 136.2301 408 333 0.1111111 -0.141461
Stationary 136.2501 408 333 0.1111111 -0.141461
Stationary 136.2655 408 333 0.1111111 -0.141461
Stationary 136.2793 408 333 0.1111111 -0.141461
Stationary 136.2939 408 333 0.1111111 -0.141461
Stationary 136.3097 408 333 0.1111111 -0.141461
Stationary 136.3258 408 333 0.1111111 -0.141461
Moved 136.3449 395.8401 338.7597 0.08296321 -0.1266469
Moved 136.3575 389.6606 346.3395 0.06865869 -0.1071515
Moved 136.3718 378.9119 357.5992 0.04377742 -0.07819148
Moved 136.39 365.5162 372.4322 0.0127689 -0.04004074
Moved 136.403 351.0642 391.1165 -0.02068465 0.008015691
Moved 136.4182 337.6147 406.2239 -0.05181794 0.04687203
Moved 136.4335 320.6191 427.2261 -0.09115945 0.1008902
Moved 136.4488 312 438 -0.1111111 0.1286007
Moved 136.4648 301.2639 450.5555 -0.1359632 0.1608938
Moved 136.4812 293.7061 459.5527 -0.1534582 0.1840347
Moved 136.4964 286.211 469.1834 -0.1708078 0.208805
Moved 136.5113 280.4286 476.7143 -0.1841931 0.2281745
Moved 136.5264 275.2657 484.8904 -0.1961441 0.2492037
Moved 136.542 270.9414 491.0781 -0.2061541 0.2651185
Moved 136.5572 266.617 498.3049 -0.2161643 0.283706
Moved 136.5726 264.7895 500.8158 -0.2203948 0.290164
Moved 136.588 262.9563 505.131 -0.2246382 0.3012629
Moved 136.6038 261.5189 507.9622 -0.2279655 0.3085447
Moved 136.6186 259.0891 510.8217 -0.2335899 0.3158994
Moved 136.6353 257.6452 513.7097 -0.2369325 0.3233272
Moved 136.6477 256.2088 515.5824 -0.2402574 0.3281439
Moved 136.6633 254.7662 518.4677 -0.2435968 0.3355649
Moved 136.6786 253.7363 519.2637 -0.2459808 0.3376123
Moved 136.6954 253.2101 522.5798 -0.2471989 0.3461415
Moved 136.7098 251.774 524.226 -0.2505231 0.3503754
Moved 136.7258 252 525.6786 -0.25 0.3541116
Ended 136.741 252 526 -0.25 0.3549381
Candidates 136.8796 12 new he be her net mere hee meet me met ne beer
Began 137.5704 439 388 0.1828703 -3.924585E-08
Stationary 137.5909 439 388 0.1828703 -3.924585E-08
Moved 137.6041 432.1252 388 0.1669566 -3.924585E-08
Moved 137.6194 415.5782 388 0.1286531 -3.924585E-08
