exercise is good for the mind
exercise is good for the mind
FixStart
0.6 0.6
432 388.8
Began 694.6813 514 356 0.3564815 -0.0823046
Stationary 694.7005 514 356 0.3564815 -0.0823046
Stationary 694.7132 514 356 0.3564815 -0.0823046
Stationary 694.7282 514 356 0.3564815 -0.0823046
Stationary 694.7443 514 356 0.3564815 -0.0823046
Stationary 694.7601 514 356 0.3564815 -0.0823046
Moved 694.7751 497.5 380 0.318287 -0.02057613
Moved 694.7911 494.3915 390.217 0.3110913 0.005702226
Moved 694.8064 488.9537 402.1018 0.2985039 0.03627007
Moved 694.8216 479.3399 425.4603 0.2762498 0.09634838
Moved 694.8372 472.8955 443.5374 0.2613321 0.1428431
Moved 694.8517 465.1233 463.1917 0.243341 0.1933943
Moved 694.8674 458.3235 480.9588 0.2276008 0.2390914
Moved 694.8829 451.4137 498.9245 0.2116057 0.2852995
Moved 694.9001 447.1423 509.0012 0.2017184 0.3112171
Moved 694.915 440.5 523.5 0.1863426 0.3485081
Moved 694.9291 436.0393 535.4017 0.1760169 0.3791196
Moved 694.9445 431.6215 545.8832 0.1657904 0.4060782
Moved 694.9605 429 557 0.1597223 0.4346707
Moved 694.9758 425.3222 563.463 0.1512088 0.4512935
Moved 694.9913 423.7208 569.1168 0.1475018 0.4658352
Moved 695.0054 422.3466 571.3069 0.1443207 0.4714682
Moved 695.0208 420.9634 574.0732 0.141119 0.4785832
Moved 695.0444 419.541 577.459 0.1378264 0.4872915
Stationary 695.0541 419.541 577.459 0.1378264 0.4872915
Stationary 695.0664 419.541 577.459 0.1378264 0.4872915
Moved 695.0821 418.6399 578.3601 0.1357405 0.4896092
Stationary 695.0983 418.6399 578.3601 0.1357405 0.4896092
Moved 695.1141 419 578 0.1365741 0.488683
Stationary 695.129 419 578 0.1365741 0.488683
Stationary 695.1445 419 578 0.1365741 0.488683
Moved 695.1592 416.3158 551.5261 0.1303605 0.4205918
Moved 695.1761 413.5512 529.4094 0.1239611 0.3637073
Moved 695.1906 409.7759 498.3106 0.1152219 0.2837207
Moved 695.2073 406.0111 465.0889 0.1065072 0.1982738
Moved 695.2218 404.6281 438.933 0.1033057 0.1310005
Moved 695.2372 403 413.323 0.09953707 0.06513109
Moved 695.2548 403 391.9485 0.09953707 0.01015545
Moved 695.2681 403 376.9738 0.09953707 -0.02835976
Moved 695.2842 403 357.244 0.09953707 -0.07910512
Moved 695.2994 403 340.7245 0.09953707 -0.1215932
Moved 695.3142 403 325.5341 0.09953707 -0.1606633
Moved 695.3292 403 309.9725 0.09953707 -0.200688
Moved 695.3464 403 299.3986 0.09953707 -0.2278843
Moved 695.3618 403 288.2474 0.09953707 -0.2565653
Moved 695.3762 403 282.0457 0.09953707 -0.2725162
