the price of gas is high
Moved 1808.443 461.6904 365.3661 0.2353943 -0.05821479
Moved 1808.458 469.2645 362.6942 0.252927 -0.06508698
Moved 1808.474 475.2515 359.8743 0.2667859 -0.07233992
Moved 1808.489 478.3253 358.8916 0.2739011 -0.07486735
Moved 1808.506 481.5857 356.4142 0.2814485 -0.08123907
Moved 1808.519 484.0486 353.9515 0.2871495 -0.08757336
Moved 1808.535 484 351.0684 0.287037 -0.0949887
Moved 1808.552 484 346.2786 0.287037 -0.1073082
Moved 1808.566 484 339.257 0.287037 -0.1253678
Moved 1808.581 469.7435 326.9614 0.2540359 -0.1569922
Moved 1808.599 457.6754 312.7982 0.2261004 -0.1934205
Moved 1808.612 439.0439 294.0439 0.182972 -0.2416567
Moved 1808.627 420.8946 276.6879 0.1409597 -0.2862967
Moved 1808.642 404.3996 260.3995 0.1027768 -0.3281905
Moved 1808.66 391.2336 244.8717 0.07229984 -0.3681283
Moved 1808.675 382.2902 234.1719 0.05159755 -0.3956485
Moved 1808.689 373.6666 219.9999 0.03163556 -0.432099
Moved 1808.71 368.0213 210.7874 0.01856784 -0.4557939
Moved 1808.723 362.6495 201.3867 0.006133219 -0.4799724
Moved 1808.736 358.5 194.5 -0.003472219 -0.4976852
Moved 1808.751 353.0941 187.157 -0.01598577 -0.5165716
Moved 1808.765 350.188 181.3761 -0.02271285 -0.5314401
Moved 1808.78 345.4542 176.4542 -0.03367091 -0.5440993
Moved 1808.797 342.4273 172.141 -0.04067744 -0.5551929
Moved 1808.812 340 170 -0.04629632 -0.5606995
Moved 1808.826 338.3935 166.5903 -0.050015 -0.5694693
Moved 1808.842 335.5086 163.5087 -0.05669305 -0.5773954
Moved 1808.858 332.6295 160.6295 -0.0633576 -0.5848007
Moved 1808.874 329.7486 157.7487 -0.07002642 -0.5922103
Moved 1808.89 326.3033 153.3033 -0.07800167 -0.6036438
Moved 1808.904 322.9942 148.9913 -0.08566152 -0.6147342
Moved 1808.92 318.667 144.667 -0.09567832 -0.6258565
Moved 1808.934 313.7599 139.7599 -0.1070373 -0.6384777
Moved 1808.95 308.9957 134.9957 -0.1180655 -0.6507312
Moved 1808.968 304.6835 130.6835 -0.1280475 -0.6618224
Moved 1808.981 300.2365 126.3547 -0.1383415 -0.6729558
Moved 1808.998 297.3617 123.3617 -0.1449961 -0.6806541
Moved 1809.012 292.7157 121.2385 -0.1557506 -0.686115
Moved 1809.027 289.5733 118.5734 -0.1630247 -0.6929696
Moved 1809.043 287.5641 117.7821 -0.1676756 -0.6950049
Moved 1809.059 282.8135 115.2712 -0.1786724 -0.7014629
Moved 1809.074 278.4986 113.8329 -0.1886607 -0.7051622
Moved 1809.09 274.6599 112.33 -0.1975466 -0.7090279
Moved 1809.107 271.7686 112 -0.2042393 -0.7098766
Moved 1809.12 269.4414 111.4414 -0.2096265 -0.7113131
Moved 1809.136 266.9971 111 -0.2152846 -0.7124486
Moved 1809.153 264.7784 111 -0.2204202 -0.7124486
Moved 1809.174 261.9701 111 -0.2269211 -0.7124486
Stationary 1809.186 261.9701 111 -0.2269211 -0.7124486
Moved 1809.197 260.5243 111 -0.2302679 -0.7124486
Moved 1809.213 257.1624 118.3503 -0.23805 -0.6935434
Moved 1809.229 252.9186 124.4419 -0.2478737 -0.6778757
Moved 1809.243 249.4016 136.5944 -0.2560148 -0.6466195
Moved 1809.26 247.1308 144.5421 -0.2612712 -0.6261777
Moved 1809.275 245.6453 161.2566 -0.26471 -0.5831879
Moved 1809.29 243.2495 176.5073 -0.2702559 -0.5439627
Moved 1809.306 241.8047 190.7581 -0.2736003 -0.5073096
Moved 1809.322 241.3642 205.994 -0.27462 -0.4681224
Moved 1809.337 241 220.6854 -0.275463 -0.4303359
Moved 1809.353 239.5 241 -0.2789352 -0.3780865
Moved 1809.369 240 252.7845 -0.2777777 -0.3477764
Moved 1809.384 240 269.3847 -0.2777777 -0.3050806
Moved 1809.398 240 285.0847 -0.2777777 -0.2646998
Moved 1809.413 240 297.2095 -0.2777777 -0.2335145
Moved 1809.429 240 311.548 -0.2777777 -0.1966359
Moved 1809.444 237.4105 323.9477 -0.2837721 -0.1647437
Moved 1809.46 235.7763 335.7894 -0.2875548 -0.1342866
Moved 1809.477 234.5 346 -0.2905093 -0.1080248
Moved 1809.49 234 355.1016 -0.2916667 -0.08461524
Moved 1809.506 234 365.5987 -0.2916667 -0.05761661
Moved 1809.521 232.329 375.697 -0.2955347 -0.03164346
Moved 1809.537 232 384.6694 -0.2962963 -0.00856635
Moved 1809.554 232 391.7313 -0.2962963 0.009596828
Moved 1809.568 232 396.9588 -0.2962963 0.02304218
Moved 1809.583 232 401.2874 -0.2962963 0.03417525
Moved 1809.607 232 406.9101 -0.2962963 0.048637
Stationary 1809.617 232 406.9101 -0.2962963 0.048637
Moved 1809.628 232 409.7953 -0.2962963 0.05605788
Stationary 1809.645 232 410 -0.2962963 0.05658428
Moved 1809.659 230.7159 411.2841 -0.2992688 0.05988701
Ended 1809.675 230 412 -0.3009259 0.06172835
Candidates 1809.827 12 probe prove prince price private prone prime primary primer print printer phone
Began 1810.12 337 241 -0.05324075 -0.3780865
Stationary 1810.137 337 241 -0.05324075 -0.3780865
Stationary 1810.154 337 241 -0.05324075 -0.3780865
Stationary 1810.168 337 241 -0.05324075 -0.3780865
Stationary 1810.183 337 241 -0.05324075 -0.3780865
Stationary 1810.2 337 241 -0.05324075 -0.3780865
Stationary 1810.216 337 241 -0.05324075 -0.3780865
Stationary 1810.232 337 241 -0.05324075 -0.3780865
Stationary 1810.245 337 241 -0.05324075 -0.3780865
Stationary 1810.261 337 241 -0.05324075 -0.3780865
Moved 1810.277 337 253.7026 -0.05324075 -0.3454151
Moved 1810.292 337 255.9611 -0.05324075 -0.3396063
Moved 1810.31 346.9348 258.8385 -0.03024355 -0.3322056
Moved 1810.323 344.8605 260.8605 -0.03504505 -0.3270048
Moved 1810.339 345 262.3033 -0.03472224 -0.3232941
Moved 1810.355 346.2706 264.5412 -0.031781 -0.3175381
Moved 1810.37 346 265.8167 -0.03240739 -0.3142577
Moved 1810.385 346 267.2569 -0.03240739 -0.3105533
Moved 1810.407 347 270.1373 -0.0300926 -0.3031448
Stationary 1810.418 347 270.1373 -0.0300926 -0.3031448
Moved 1810.431 347 271.5776 -0.0300926 -0.2994402
Moved 1810.447 347 272.5 -0.0300926 -0.297068
Moved 1810.461 347 273.0579 -0.0300926 -0.2956331
Stationary 1810.477 347 273.0579 -0.0300926 -0.2956331
Moved 1810.491 347 274.3734 -0.0300926 -0.2922496
Stationary 1810.509 347 274.4564 -0.0300926 -0.2920362
Moved 1810.523 347 275 -0.0300926 -0.2906379
Stationary 1810.539 347 275 -0.0300926 -0.2906379
Moved 1810.554 347 276.374 -0.0300926 -0.287104
Stationary 1810.57 347 276.374 -0.0300926 -0.287104
Stationary 1810.585 347 276 -0.0300926 -0.288066
Moved 1810.602 347 277 -0.0300926 -0.2854939
Stationary 1810.616 347 277 -0.0300926 -0.2854939
Stationary 1810.631 347 277 -0.0300926 -0.2854939
Stationary 1810.646 347 277 -0.0300926 -0.2854939
Stationary 1810.661 347 277 -0.0300926 -0.2854939
Stationary 1810.677 347 277 -0.0300926 -0.2854939
Stationary 1810.693 347 277 -0.0300926 -0.2854939
Stationary 1810.707 347 277 -0.0300926 -0.2854939
Stationary 1810.723 347 277 -0.0300926 -0.2854939
Stationary 1810.739 347 277 -0.0300926 -0.2854939
Moved 1810.762 338 268.7191 -0.05092591 -0.3067926
Stationary 1810.773 338 268.7191 -0.05092591 -0.3067926
Moved 1810.784 336.5 267.5 -0.05439813 -0.309928
Moved 1810.802 335.1623 264.3246 -0.05749464 -0.318095
Moved 1810.818 335 262.7267 -0.05787035 -0.3222049
Moved 1810.83 334 258.8531 -0.06018519 -0.3321679
Moved 1810.848 332.8423 255.6846 -0.06286502 -0.3403175
Moved 1810.862 333 252.8 -0.06249999 -0.3477365
Moved 1810.878 333 249.9249 -0.06249999 -0.3551314
Moved 1810.895 333 247.0389 -0.06249999 -0.3625541
Moved 1810.911 333 245.4496 -0.06249999 -0.3666421
Moved 1810.925 333 243.0273 -0.06249999 -0.3728721
Moved 1810.938 333 241.5709 -0.06249999 -0.376618
Moved 1810.956 333 240.5 -0.06249999 -0.3793725
Moved 1810.97 333 239.8442 -0.06249999 -0.3810591
Moved 1810.985 333 238.2516 -0.06249999 -0.3851554
Moved 1811.001 333 236.8143 -0.06249999 -0.388852
Stationary 1811.017 333 237 -0.06249999 -0.3883744
Moved 1811.032 333 235.2559 -0.06249999 -0.3928605
Moved 1811.047 333 233.8173 -0.06249999 -0.3965606
Moved 1811.062 333 231.7532 -0.06249999 -0.4018695
Moved 1811.078 333 229.9368 -0.06249999 -0.4065414
Moved 1811.093 333 227 -0.06249999 -0.4140947
Moved 1811.113 333 224.1072 -0.06249999 -0.4215351
Moved 1811.125 333 220.9294 -0.06249999 -0.4297082
Moved 1811.14 333 215.1178 -0.06249999 -0.4446559
Moved 1811.156 333 210.2556 -0.06249999 -0.4571615
Moved 1811.17 342.4761 203.2313 -0.04056458 -0.4752281
Moved 1811.186 341 197.8094 -0.04398147 -0.4891733
Moved 1811.201 342.2369 193.2892 -0.04111827 -0.5007995
Moved 1811.217 343.6729 187.3085 -0.03779426 -0.516182
Moved 1811.232 344.8575 182.5698 -0.035052 -0.5283698
Moved 1811.247 346.2577 176.9694 -0.03181095 -0.5427743
Moved 1811.263 348.6985 169.2059 -0.02616083 -0.562742
Moved 1811.277 350.1405 162.2975 -0.02282292 -0.5805106
Moved 1811.292 351.5777 155.6893 -0.01949613 -0.597507
Moved 1811.309 354.0409 149.9182 -0.01379415 -0.6123503
Moved 1811.325 355.455 144.1799 -0.01052081 -0.6271093
Moved 1811.341 356.6749 140.9753 -0.007697046 -0.6353515
Moved 1811.357 358.0062 136.9813 -0.004615237 -0.6456242
Moved 1811.371 359.4449 134.1101 -0.001284927 -0.6530091
Moved 1811.386 360 131.2319 0 -0.6604117
Moved 1811.402 361.3416 128.3168 0.003105501 -0.6679096
Moved 1811.418 362.7783 126.2217 0.006431242 -0.6732982
Moved 1811.437 364.217 123.566 0.009761552 -0.6801284
Moved 1811.449 364 122.5 0.009259283 -0.6828704
Moved 1811.464 365.727 120.2731 0.01325687 -0.6885981
Moved 1811.479 367.1691 118.8309 0.01659503 -0.6923073
Stationary 1811.495 367.1691 118.8309 0.01659503 -0.6923073
Moved 1811.509 368 116.951 0.01851857 -0.6971424
Moved 1811.525 368 115.5165 0.01851857 -0.7008322
Moved 1811.539 369 115.0709 0.02083332 -0.7019781
Moved 1811.557 369 114.5 0.02083332 -0.7034466
Moved 1811.57 370.2073 113.7927 0.02362808 -0.7052655
Stationary 1811.585 370.2073 113.7927 0.02362808 -0.7052655
Stationary 1811.603 370.2073 113.7927 0.02362808 -0.7052655
Moved 1811.62 371.1871 112.8129 0.02589603 -0.7077859
Stationary 1811.633 371.1871 112.8129 0.02589603 -0.7077859
Moved 1811.649 371 112.3158 0.025463 -0.7090644
Ended 1811.664 371 112 0.025463 -0.7098766
Accept 1811.705 3 price
Began 1811.953 364 258 0.009259283 -0.3343622
Stationary 1811.973 364 258 0.009259283 -0.3343622
Stationary 1811.993 364 258 0.009259283 -0.3343622
Stationary 1812.003 364 258 0.009259283 -0.3343622
Stationary 1812.017 364 258 0.009259283 -0.3343622
Stationary 1812.032 364 258 0.009259283 -0.3343622
Moved 1812.049 364 270.8591 0.009259283 -0.3012882
Moved 1812.065 372.7888 277.2733 0.02960384 -0.2847909
Moved 1812.08 380.4536 287.035 0.04734625 -0.2596836
Moved 1812.095 390.1539 297.1539 0.06980072 -0.2336576
Moved 1812.111 400.1965 308.3674 0.09304751 -0.2048164
Moved 1812.126 409.2834 319.2834 0.1140821 -0.1767402
Moved 1812.142 421.4663 331.4662 0.142283 -0.1454058
Moved 1812.156 431.4837 340.4837 0.1654715 -0.1222128
Moved 1812.171 439.9385 348.233 0.1850428 -0.1022814
Moved 1812.188 451.3091 358.2747 0.2113636 -0.07645391
Moved 1812.204 461.343 365.3879 0.2345903 -0.05815882
Moved 1812.218 472.4052 374.4902 0.2601972 -0.03474757
Moved 1812.233 483.8613 381.7883 0.2867159 -0.01597652
Moved 1812.249 492.7858 388.1906 0.3073746 0.0004900238
Moved 1812.265 501.4215 393.9477 0.3273647 0.01529748
Moved 1812.28 510.5 399 0.3483796 0.02829214
Moved 1812.3 519.0326 403.0163 0.368131 0.03862208
Moved 1812.313 528.1658 408.7772 0.3892726 0.05343916
Moved 1812.327 534.5319 410.2659 0.4040091 0.05726825
Moved 1812.342 540.2991 412.0748 0.417359 0.06192066
Moved 1812.357 544.5 413.5 0.4270834 0.06558634
Moved 1812.373 546.947 414 0.4327476 0.06687239
Moved 1812.388 549.8021 415.4011 0.4393567 0.07047594
Moved 1812.405 549 415 0.4375 0.06944436
Stationary 1812.419 549 415 0.4375 0.06944436
Stationary 1812.434 549 415 0.4375 0.06944436
Stationary 1812.449 549 415 0.4375 0.06944436
Moved 1812.465 530.8304 415 0.3954406 0.06944436
Moved 1812.48 515.8033 402.841 0.3606558 0.03817122
Moved 1812.496 497.9625 396.2164 0.3193577 0.02113252
Moved 1812.511 479.9935 389.9389 0.2777627 0.004986775
Moved 1812.528 429.0138 373.4615 0.1597542 -0.03739337
Moved 1812.543 384.0322 358.6774 0.05563001 -0.07541829
Moved 1812.558 354.5786 344.3539 -0.01254951 -0.1122586
Moved 1812.577 326.9404 330.9702 -0.07652685 -0.1466815
Moved 1812.59 305.1824 320.8185 -0.1268925 -0.172792
Moved 1812.605 291.2132 311.6617 -0.1592287 -0.1963432
Moved 1812.619 280.8196 303.8597 -0.183288 -0.2164103
Moved 1812.635 270.6547 297.1238 -0.2068178 -0.2337351
Moved 1812.65 263.4535 291.3629 -0.2234872 -0.2485524
Moved 1812.666 258.9443 286.9443 -0.2339253 -0.259917
Moved 1812.681 253.6223 282.6223 -0.2462446 -0.2710333
Moved 1812.697 250.5305 278.2958 -0.2534016 -0.2821611
Moved 1812.711 247.6543 275.6542 -0.2600596 -0.2889552
Moved 1812.727 246.1645 273.329 -0.2635081 -0.2949356
Moved 1812.743 244.7801 270.5602 -0.2667128 -0.3020571
Moved 1812.758 243.3347 267.6694 -0.2700585 -0.3094923
Moved 1812.773 241.8906 264.7811 -0.2734014 -0.316921
Moved 1812.788 240.5 262 -0.2766204 -0.3240741
Stationary 1812.804 240.5 262 -0.2766204 -0.3240741
Moved 1812.819 241 262 -0.275463 -0.3240741
Moved 1812.834 241 260.5 -0.275463 -0.3279321
Moved 1812.858 241 259.6841 -0.275463 -0.3300306
Stationary 1812.869 241 259.6841 -0.275463 -0.3300306
Moved 1812.88 241 259.171 -0.275463 -0.3313505
Moved 1812.896 241 258.5 -0.275463 -0.3330762
Stationary 1812.911 241 258.5 -0.275463 -0.3330762
Ended 1812.928 241 257.8419 -0.275463 -0.3347689
Candidates 1813.064 12 is his its good puts of hours god oa goods opioid pass
Began 1813.422 355 224 -0.01157408 -0.4218107
Stationary 1813.436 355 224 -0.01157408 -0.4218107
Stationary 1813.45 355 224 -0.01157408 -0.4218107
Stationary 1813.465 355 224 -0.01157408 -0.4218107
Stationary 1813.482 355 224 -0.01157408 -0.4218107
Stationary 1813.497 355 224 -0.01157408 -0.4218107
Stationary 1813.513 355 224 -0.01157408 -0.4218107
Stationary 1813.53 355 224 -0.01157408 -0.4218107
Stationary 1813.544 355 224 -0.01157408 -0.4218107
Stationary 1813.558 355 224 -0.01157408 -0.4218107
Stationary 1813.578 355 224 -0.01157408 -0.4218107
Stationary 1813.588 355 224 -0.01157408 -0.4218107
Stationary 1813.605 355 224 -0.01157408 -0.4218107
Stationary 1813.619 355 224 -0.01157408 -0.4218107
Stationary 1813.635 355 224 -0.01157408 -0.4218107
Stationary 1813.65 355 224 -0.01157408 -0.4218107
Stationary 1813.667 355 224 -0.01157408 -0.4218107
Stationary 1813.682 355 224 -0.01157408 -0.4218107
Stationary 1813.698 355 224 -0.01157408 -0.4218107
Stationary 1813.711 355 224 -0.01157408 -0.4218107
Stationary 1813.727 355 224 -0.01157408 -0.4218107
Stationary 1813.743 355 224 -0.01157408 -0.4218107
Stationary 1813.76 355 224 -0.01157408 -0.4218107
Stationary 1813.774 355 224 -0.01157408 -0.4218107
Stationary 1813.789 355 224 -0.01157408 -0.4218107
Stationary 1813.805 355 224 -0.01157408 -0.4218107
Stationary 1813.822 355 224 -0.01157408 -0.4218107
Stationary 1813.84 355 224 -0.01157408 -0.4218107
