did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 149.0015 451 420 0.2106482 0.08230445
Stationary 149.0211 451 420 0.2106482 0.08230445
Stationary 149.0355 451 420 0.2106482 0.08230445
Moved 149.051 440.9196 420 0.1873139 0.08230445
Moved 149.0667 429.5728 420 0.1610481 0.08230445
Moved 149.0814 415.5193 420 0.1285167 0.08230445
Moved 149.0985 396.7566 420 0.08508474 0.08230445
Moved 149.1151 380 420 0.04629632 0.08230445
Moved 149.1291 358.5373 420 -0.003385842 0.08230445
Moved 149.1433 340.1029 420 -0.0460581 0.08230445
Moved 149.159 326.4312 420 -0.07770552 0.08230445
Moved 149.1759 316.3219 427.5707 -0.1011067 0.1017765
Moved 149.1909 310.5065 428 -0.1145684 0.1028806
Moved 149.2074 308.1761 429.8239 -0.1199626 0.1075716
Moved 149.2211 305.489 431.2555 -0.1261829 0.1112538
Moved 149.237 306 431 -0.125 0.1105966
Moved 149.2528 306 434.331 -0.125 0.119164
Moved 149.2674 319.2742 444.654 -0.09427259 0.145715
Moved 149.2835 350.6017 465.751 -0.02175545 0.1999769
Moved 149.2981 380.9647 483.0806 0.04852941 0.2445487
Moved 149.3141 401.347 494.1735 0.09571065 0.2730799
Moved 149.3284 420.6057 505.7465 0.140291 0.3028459
Moved 149.3439 432.7134 512.3892 0.1683181 0.3199309
Moved 149.3598 455.3062 525.175 0.2206163 0.3528162
Moved 149.3742 480.2517 537.6456 0.2783605 0.3848908
Moved 149.3901 515.983 560.3891 0.3610718 0.4433875
Moved 149.405 546.9416 578.9074 0.4327352 0.4910169
Moved 149.4205 558.9637 587.4026 0.4605641 0.5128666
Moved 149.436 564.8705 591.1529 0.4742372 0.5225124
Moved 149.4521 568.5654 594.5654 0.4827902 0.5312893
Moved 149.4667 570.2462 596.2462 0.4866809 0.5356125
Moved 149.4821 571.5 597.5 0.4895833 0.5388373
Moved 149.4981 571 597 0.4884259 0.5375513
Stationary 149.5152 571 597 0.4884259 0.5375513
Stationary 149.5294 571 597 0.4884259 0.5375513
Stationary 149.5451 571 597 0.4884259 0.5375513
Moved 149.5607 555.5527 585.9146 0.4526684 0.5090393
Moved 149.5754 540.721 574.7908 0.4183357 0.4804288
Moved 149.5916 525.054 560.5037 0.3820694 0.4436822
Moved 149.6069 509.1511 547.0464 0.3452572 0.40907
Moved 149.6218 490.7096 528.7097 0.3025686 0.3619074
