if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 92.01035 314 356 -0.1064815 -0.0823046
Stationary 92.03004 314 356 -0.1064815 -0.0823046
Stationary 92.0438 314 356 -0.1064815 -0.0823046
Stationary 92.06074 314 356 -0.1064815 -0.0823046
Stationary 92.07706 314 356 -0.1064815 -0.0823046
Moved 92.09104 314 366.1686 -0.1064815 -0.05615069
Moved 92.10734 327.7889 375.7045 -0.07456263 -0.03162423
Moved 92.12196 334.1527 384.2036 -0.05983174 -0.009764565
Moved 92.13584 344.256 401.5818 -0.03644437 0.03493254
Moved 92.15345 358.119 420.6785 -0.004354218 0.08404955
Moved 92.16746 369.7766 435.4708 0.02263109 0.1220956
Moved 92.18198 379.4962 449.0666 0.04513015 0.1570642
Moved 92.19822 389.6328 460.866 0.06859431 0.1874124
Moved 92.21302 398.6502 474.9788 0.08946805 0.2237109
Moved 92.22901 406.0173 485.526 0.1065217 0.2508384
Moved 92.24522 413.0963 496.754 0.122908 0.2797171
Moved 92.26102 419.6042 506.2552 0.1379727 0.3041544
Moved 92.27628 425.3929 513.491 0.1513723 0.3227649
Moved 92.29133 432.1391 521.6738 0.1669886 0.3438112
Moved 92.30802 437.8994 528.8743 0.1803228 0.362331
Moved 92.32191 442.2289 536.0481 0.1903446 0.380782
Moved 92.33823 447 541.5 0.2013889 0.3948044
Moved 92.35282 452.7721 548.7151 0.2147502 0.4133617
Moved 92.36781 455.7644 554.5289 0.2216769 0.4283149
Moved 92.38374 457.8158 556.6317 0.2264255 0.4337233
Moved 92.40046 459.2685 558.2684 0.2297881 0.4379331
Moved 92.41319 459.7014 559.7014 0.2307902 0.4416186
Moved 92.43046 460.5 560.5 0.2326389 0.4436727
Moved 92.44517 460 560 0.2314815 0.4423867
Stationary 92.45963 460 560 0.2314815 0.4423867
Stationary 92.4762 460 560 0.2314815 0.4423867
Moved 92.49049 440.8212 542.223 0.1870861 0.396664
Moved 92.50837 423.6217 522.5586 0.1472723 0.3460868
Moved 92.52235 400.5377 496.6049 0.09383728 0.2793336
Moved 92.5449 373.1855 463.4819 0.03052195 0.1941405
Stationary 92.55647 373.1855 463.4819 0.03052195 0.1941405
Moved 92.56715 362.5848 449.5603 0.005983412 0.1583341
Moved 92.58414 350.6601 433.7544 -0.0216201 0.117681
Moved 92.60069 343.274 423.5836 -0.03871769 0.09152145
Moved 92.61481 335.0945 412.5322 -0.05765175 0.06309721
Moved 92.62998 327.9009 403.6812 -0.0743034 0.04033206
Moved 92.64658 322.3541 396.6926 -0.08714323 0.02235746
Moved 92.66087 316.5992 388.3988 -0.1004649 0.00102573
Moved 92.67637 313.6241 383.3734 -0.1073517 -0.01189974
Moved 92.69166 309.1438 378.1439 -0.1177226 -0.02535031
Moved 92.70771 304.8276 372.7701 -0.1277139 -0.03917145
Moved 92.72248 300.524 367.032 -0.1376758 -0.05392992
Moved 92.73804 296.1946 363.1946 -0.1476977 -0.06380002
Moved 92.75446 294.6302 360.2604 -0.151319 -0.07134677
Moved 92.76871 291.181 357.3621 -0.1593031 -0.07880128
Moved 92.78327 290.0532 356.0532 -0.161914 -0.08216787
Moved 92.79862 288.6281 356 -0.1652129 -0.0823046
Ended 92.8151 289 355 -0.1643519 -0.08487654
Candidates 92.97272 12 if of off good igg igf god odd high id tough food
Began 93.35264 369 285 0.02083332 -0.2649178
Stationary 93.37061 369 285 0.02083332 -0.2649178
Stationary 93.38483 369 285 0.02083332 -0.2649178
Moved 93.39988 369 300.5676 0.02083332 -0.2248777
Moved 93.41578 369 315.9133 0.02083332 -0.1854082
Moved 93.43067 358.6033 337.4938 -0.003233105 -0.1299028
Moved 93.44694 361 389.4837 0.002314846 0.00381611
Moved 93.46214 361 440.3572 0.002314846 0.1346636
Moved 93.47816 370.5521 473.4022 0.02442608 0.2196558
Ended 93.49384 393 534.5 0.07638891 0.3768003
Accept 93.53736 0 if
Began 93.81358 356 330 -0.009259283 -0.149177
Stationary 93.83146 356 330 -0.009259283 -0.149177
Stationary 93.84809 356 330 -0.009259283 -0.149177
Stationary 93.86451 356 330 -0.009259283 -0.149177
Stationary 93.87818 356 330 -0.009259283 -0.149177
Moved 93.89344 356 346.2882 -0.009259283 -0.1072834
Moved 93.90955 356 362.3299 -0.009259283 -0.06602401
Moved 93.92509 356 381 -0.009259283 -0.01800419
Moved 93.94062 356 397.6785 -0.009259283 0.02489325
Moved 93.95579 356 418.9102 -0.009259283 0.0795015
Moved 93.96946 356 432.8123 -0.009259283 0.1152579
Moved 93.98646 356 446.7988 -0.009259283 0.1512313
Moved 94.00425 356 455.1745 -0.009259283 0.1727738
Moved 94.01707 356 462.8457 -0.009259283 0.1925043
Moved 94.03226 356 470.0596 -0.009259283 0.2110586
Moved 94.04902 356 473.5366 -0.009259283 0.2200014
Moved 94.064 363.9522 477.9044 0.009148617 0.2312356
Moved 94.07902 365.3948 482.1844 0.01248797 0.2422439
Moved 94.09409 366 483.8348 0.01388888 0.2464885
Moved 94.111 367.274 485.274 0.01683782 0.2501902
Moved 94.12482 368.7147 486.7147 0.02017299 0.2538958
Moved 94.13938 370.1544 487 0.02350549 0.2546296
Moved 94.16459 392.0402 490 0.07416715 0.2623456
Stationary 94.17533 392.0402 490 0.07416715 0.2623456
Moved 94.18641 413.7395 490 0.1243971 0.2623456
Moved 94.20393 437.5405 490 0.1794919 0.2623456
Moved 94.21726 460.879 483.0565 0.2335163 0.2444866
Moved 94.2327 486.6791 480.1468 0.2932388 0.237003
Moved 94.24772 504.5275 477.2454 0.3345543 0.2295406
Moved 94.26408 517.9268 477 0.3655714 0.2289094
Moved 94.27891 535.0703 475.5775 0.4052554 0.2252506
Moved 94.29462 542.3081 474.1384 0.4220095 0.2215492
Moved 94.31028 549.4983 472.7003 0.4386534 0.2178505
Moved 94.32551 552.481 472 0.4455577 0.2160493
Moved 94.3401 554.1799 472 0.4494905 0.2160493
Stationary 94.35542 554.1799 472 0.4494905 0.2160493
Moved 94.37083 555 471.2322 0.4513889 0.2140745
Stationary 94.38612 555 471 0.4513889 0.2134772
Moved 94.40485 532.088 471 0.3983519 0.2134772
